scenario,run,agents,observations,states,missing,RFN,KL,Inaccuracy
polar,3,150,300,64,0.2,1.210278342,984.5179401,0.106974503
polar,3,150,300,64,0.4,1.223401437,984.3229061,0.108134431
polar,3,150,150,8,0,1.137313922,24.07898416,0.28432848
polar,3,150,150,8,0.2,1.15213461,53.62117516,0.288033653
polar,3,150,300,64,0.6,1.282163056,951.0500947,0.113328274
polar,3,150,150,8,0.4,1.121008781,36.65217424,0.280252195
polar,3,150,150,8,0.6,1.17423534,98.46302344,0.293558835
polar,3,150,150,8,0.8,1.292971243,132.9586813,0.323242811
polar,3,150,300,64,0.8,1.297443226,880.1451757,0.114678863
polar,3,50,150,8,0,1.021148241,39.26782693,0.25528706
polar,3,50,150,8,0.2,1.036543339,56.11096607,0.259135835
polar,3,50,150,8,0.4,1.038141287,43.34306417,0.259535322
polar,3,50,150,8,0.6,1.045480475,62.30181255,0.261370119
polar,3,50,150,8,0.8,1.092664965,65.851834,0.273166241
polar,3,150,150,8,0,0.833753209,10.27347511,0.208438302
polar,3,150,150,8,0.2,0.83427457,10.25049724,0.208568642
polar,3,50,150,8,0,0.898068488,46.29821584,0.224517122
polar,3,150,150,8,0.4,0.846494824,11.07920454,0.211623706
polar,3,50,150,8,0.2,0.915644578,51.78605744,0.228911144
polar,3,50,150,8,0.4,0.953600074,52.30694571,0.238400019
polar,3,150,150,8,0.6,0.817230864,9.753234157,0.204307716
polar,3,50,150,8,0.6,0.909333653,53.92446838,0.227333413
polar,3,50,150,8,0.8,1.151364893,73.6805498,0.287841223
polar,3,150,150,8,0.8,0.879651687,31.44553315,0.219912922
polar,3,300,500,8,0,0.83746817,10.35465467,0.209367043
polar,3,300,500,8,0.2,0.839635276,10.39241814,0.209908819
polar,3,300,500,8,0.4,0.826327356,10.3530745,0.206581839
polar,3,300,500,8,0.6,0.857401519,10.33826822,0.21435038
polar,3,300,500,8,0.8,0.821646693,9.815851419,0.205411673
polar,3,50,150,8,0,0.922259115,31.96616038,0.230564779
polar,3,50,150,8,0.2,0.912325368,31.72176013,0.228081342
polar,3,50,150,8,0.4,0.90704183,30.95247962,0.226760458
polar,3,50,150,8,0.6,0.984878093,52.82857152,0.246219523
polar,3,50,150,8,0.8,0.916823067,50.76697803,0.229205767
polar,3,150,150,8,0,0.876439431,13.05171267,0.219109858
polar,3,150,150,8,0.2,0.875036935,12.94152209,0.218759234
polar,3,150,150,8,0.4,0.884903994,13.64232996,0.221225998
polar,3,150,150,8,0.6,0.896618899,13.73418543,0.224154725
polar,3,150,500,32,0,0.865747284,40.72451538,0.10821841
polar,3,150,150,8,0.8,0.847020534,13.03592742,0.211755133
polar,3,150,500,32,0.2,0.868797011,43.7574915,0.108599626
polar,3,150,500,32,0.4,0.878777739,66.70428051,0.109847217
polar,3,150,500,32,0.6,0.925357455,185.8492841,0.115669682
polar,3,150,500,32,0.8,1.061628697,310.4230689,0.132703587
polar,3,50,150,8,0,1.223782911,97.52249365,0.305945728
polar,3,50,150,8,0.2,1.216059898,97.20838649,0.304014975
polar,3,50,150,8,0.4,1.235499952,116.1131543,0.308874988
polar,3,50,150,8,0.6,1.204754553,127.2043122,0.301188638
polar,3,50,150,8,0.8,1.124493699,74.02214432,0.281123425
polar,3,150,150,8,0,1.120934383,27.53846074,0.280233596
polar,3,150,150,8,0.2,1.123618332,27.91994239,0.280904583
polar,3,150,150,8,0.4,1.137354726,28.88149576,0.284338681
polar,3,150,150,8,0.6,1.104255165,27.58761042,0.276063791
polar,3,150,150,8,0.8,1.15428501,116.257743,0.288571253
polar,3,50,150,8,0,1.167276011,83.23636471,0.291819003
polar,3,50,150,8,0.2,1.149281227,95.51088437,0.287320307
polar,3,50,150,8,0.4,1.172567939,95.18864931,0.293141985
polar,3,50,150,8,0.6,1.190988694,95.65575674,0.297747174
polar,3,50,150,8,0.8,1.118534562,74.62818033,0.279633641
polar,3,150,150,8,0,0.933756236,13.95451361,0.233439059
polar,3,150,150,8,0.2,0.932638705,14.03009774,0.233159676
polar,3,150,150,8,0.4,0.930766768,13.80519049,0.232691692
polar,3,150,150,8,0.6,0.936904222,14.29696982,0.234226055
polar,3,150,150,8,0.8,0.929286506,14.11260183,0.232321627
polar,3,150,300,64,0,1.319204325,1078.36231,0.116602291
polar,3,150,300,64,0.2,1.322117618,1045.333401,0.116859792
polar,3,150,300,64,0.4,1.322535278,1011.708588,0.116896708
polar,3,150,300,64,0.6,1.273234614,798.171541,0.112539104
polar,3,150,300,64,0.8,1.206847581,609.9014952,0.106671264
polar,3,150,300,8,0,0.848359655,32.28254767,0.212089914
polar,3,150,300,8,0.2,0.86454274,32.42670553,0.216135685
polar,3,150,300,8,0.4,0.853881308,32.27264341,0.213470327
polar,3,150,300,8,0.6,0.902772991,49.43067,0.225693248
polar,3,150,300,8,0.8,0.997961156,49.49422642,0.249490289
polar,3,300,500,32,0,0.918842926,71.70740586,0.114855366
polar,3,300,500,32,0.2,0.920375219,77.99205314,0.115046902
polar,3,300,500,32,0.4,0.921474363,88.2638468,0.115184295
polar,3,300,500,32,0.6,0.921579902,97.84096923,0.115197488
polar,3,300,500,32,0.8,0.933000786,157.2125273,0.116625098
polar,3,150,300,64,0,1.069730293,697.0196509,0.094551693
polar,3,150,300,64,0.2,1.080435823,765.7527952,0.095497937
polar,3,150,300,64,0.4,1.111489328,753.2743407,0.098242705
polar,3,150,300,64,0.6,1.154094467,908.5288668,0.102008503
polar,3,150,300,64,0.8,1.173836506,864.7388671,0.103753469
polar,3,300,500,16,0,0.882688454,24.69667042,0.156038748
polar,3,300,500,16,0.2,0.881951346,24.67178079,0.155908444
polar,3,300,500,16,0.4,0.883944537,24.69778258,0.156260794
polar,3,300,500,16,0.6,0.886368955,24.72647027,0.156689375
polar,3,300,500,16,0.8,0.897621066,27.07893752,0.158678486
polar,3,150,300,8,0,0.862702753,9.757574887,0.215675688
polar,3,150,300,8,0.2,0.869293878,9.915559498,0.21732347
polar,3,150,300,8,0.4,0.865367217,9.79531546,0.216341804
polar,3,150,300,8,0.6,0.859837752,9.741303831,0.214959438
polar,3,150,300,8,0.8,0.852830595,10.70845553,0.213207649
polar,3,150,150,16,0,0.915433779,51.16258732,0.161827358
polar,3,150,150,16,0.2,0.930153455,68.7923617,0.164429454
polar,3,150,150,16,0.4,0.944916103,71.29869846,0.167039146
polar,3,150,150,16,0.6,0.976809313,84.95702578,0.172677122
polar,3,150,150,16,0.8,1.038975544,104.7549423,0.183666663
polar,3,150,150,16,0,0.831497064,19.21719256,0.146989303
polar,3,150,150,16,0.2,0.830263524,19.20682577,0.146771242
polar,3,150,150,16,0.4,0.8421602,21.94140553,0.148874297
polar,3,150,150,16,0.6,0.871320072,63.99047649,0.154029083
polar,3,150,150,16,0.8,0.887246703,89.08482444,0.15684454
polar,3,150,150,16,0,0.911808808,22.27104001,0.161186548
polar,3,150,150,16,0.2,0.917033437,23.10183152,0.16211014
polar,3,150,150,16,0.4,0.920447806,27.77112868,0.162713721
polar,3,150,150,16,0.6,0.937032268,57.20646762,0.165645468
polar,3,150,150,16,0.8,1.039651774,169.2077754,0.183786205
polar,3,300,500,8,0,1.279738028,49.75378447,0.319934507
polar,3,300,500,8,0.2,1.295361328,77.46760485,0.323840332
polar,3,300,500,8,0.4,1.220409549,60.63751206,0.305102387
polar,3,300,500,8,0.6,1.267002097,95.97606072,0.316750524
polar,3,300,500,8,0.8,1.422143917,157.3707909,0.355535979
polar,3,150,300,64,0,1.058389668,708.4582846,0.093549314
polar,3,150,300,64,0.2,1.08443207,768.5585186,0.095851159
polar,3,150,300,8,0,0.729010089,6.71076013,0.182252522
polar,3,150,300,64,0.4,1.099799892,891.991722,0.097209495
polar,3,150,300,8,0.2,0.728957592,6.734827631,0.182239398
polar,3,150,300,8,0.4,0.731362807,6.693833042,0.182840702
polar,3,150,300,64,0.6,1.202030404,992.0902467,0.106245481
polar,3,150,300,8,0.6,0.746971894,6.98096268,0.186742974
polar,3,150,300,64,0.8,1.214389072,866.7046753,0.107337843
polar,3,150,300,8,0.8,0.701971556,6.427904408,0.175492889
polar,3,150,500,32,0,0.850337167,38.44711417,0.106292146
polar,3,150,500,32,0.2,0.848728775,45.90331749,0.106091097
polar,3,150,500,32,0.4,0.865831152,65.96308208,0.108228894
polar,3,150,500,32,0.6,0.880118164,91.7345334,0.11001477
polar,3,150,150,16,0,0.953655003,101.6792673,0.16858398
polar,3,150,150,16,0.2,0.958144093,108.0378381,0.169377546
polar,3,150,500,32,0.8,0.949870275,225.3114965,0.118733784
polar,3,150,150,16,0.4,1.025883674,121.3950476,0.181352326
polar,3,150,150,16,0.6,1.127754012,131.0901363,0.199360627
polar,3,150,150,16,0.8,1.202769248,142.8106157,0.212621573
polar,3,150,150,16,0,0.907009902,27.93341876,0.160338213
polar,3,150,150,16,0.2,0.906096369,30.16848137,0.160176722
polar,3,150,150,16,0.4,0.904492026,30.29665208,0.159893111
polar,3,150,150,16,0.6,0.907093953,28.18072012,0.160353071
polar,3,150,150,16,0.8,0.908399142,58.21612336,0.160583798
polar,3,150,150,16,0,0.901471679,26.33662607,0.159359184
polar,3,150,150,16,0.2,0.899547425,27.51116706,0.159019021
polar,3,150,150,16,0.4,0.90928271,49.55333074,0.160739993
polar,3,150,150,16,0.6,0.892822855,51.06266824,0.157830274
polar,3,150,150,16,0.8,0.921204535,80.92240389,0.162847493
polar,3,150,150,16,0,0.959281422,46.64112013,0.1695786
polar,3,150,150,16,0.2,0.962176123,64.3352454,0.170090315
polar,3,150,150,16,0.4,0.960602784,87.15524378,0.169812186
polar,3,150,150,16,0.6,1.017170703,128.8327298,0.179812075
polar,3,150,150,16,0.8,1.167571712,216.6777803,0.206399469
polar,3,150,300,8,0,1.003714674,12.36291441,0.250928669
polar,3,150,300,8,0.2,0.996005695,12.19762379,0.249001424
polar,3,150,300,8,0.4,1.035573442,14.94675699,0.258893361
polar,3,150,300,8,0.6,1.012424805,21.0333601,0.253106201
polar,3,150,300,8,0.8,1.144518403,66.59565283,0.286129601
polar,3,150,300,64,0,1.223531388,1054.532691,0.108145918
polar,3,150,300,64,0.2,1.230341465,1043.594868,0.108747849
polar,3,150,300,64,0.4,1.28065092,1027.571026,0.113194619
polar,3,150,300,64,0.6,1.256681271,942.6468237,0.111075981
polar,3,150,300,64,0.8,1.216986212,671.50113,0.1075674
polar,3,300,500,32,0,0.977468858,97.1905865,0.122183607
polar,3,300,500,32,0.2,0.980702772,97.52749236,0.122587847
polar,3,150,150,16,0,1.217126646,210.3599131,0.215159626
polar,3,300,500,32,0.4,0.981538125,123.3029129,0.122692266
polar,3,150,150,16,0.2,1.225945719,237.9213539,0.216718633
polar,3,150,150,16,0.4,1.224373255,227.7322265,0.216440658
polar,3,150,150,16,0.6,1.344534911,242.9045871,0.237682438
polar,3,150,150,16,0.8,1.175866016,153.1198437,0.207865708
polar,3,300,500,32,0.6,0.991296775,157.6096996,0.123912097
polar,3,300,500,32,0.8,1.040030898,195.4572044,0.130003862
polar,3,150,150,16,0,0.949611796,40.56282677,0.167869235
polar,3,150,150,16,0.2,0.948579499,40.67144154,0.167686749
polar,3,150,150,16,0.4,0.946878816,41.08645988,0.167386108
polar,3,150,150,16,0.6,0.943972128,52.06290858,0.166872273
polar,3,150,150,16,0.8,0.998152972,145.0753776,0.176450184
polar,3,150,150,16,0,1.080189043,77.09509155,0.190952249
polar,3,150,150,16,0.2,1.093283799,106.6973703,0.193267097
polar,3,150,150,16,0.4,1.074778377,111.6849568,0.18999577
polar,3,150,150,16,0.6,1.089434605,157.7226435,0.192586649
polar,3,150,150,16,0.8,1.211150333,201.6274535,0.214103153
polar,3,300,500,16,0,1.102482271,92.16747244,0.194893172
polar,3,300,500,16,0.2,1.105765123,118.7003332,0.195473504
polar,3,300,500,16,0.4,1.113527234,147.2286121,0.196845665
polar,3,300,500,16,0.6,1.15658198,203.5402014,0.20445674
polar,3,300,500,16,0.8,1.226154842,247.9689118,0.216755601
polar,3,150,300,8,0,0.784781699,8.617264383,0.196195425
polar,3,150,300,8,0.2,0.785788438,8.644041121,0.19644711
polar,3,150,300,8,0.4,0.784912144,8.615872503,0.196228036
polar,3,150,300,8,0.6,0.775317354,8.413293166,0.193829339
polar,3,150,300,8,0.8,0.788908123,8.744046225,0.197227031
polar,3,150,150,16,0,0.982914903,86.19125339,0.173756448
polar,3,150,150,16,0.2,0.975278502,84.93629718,0.172406511
polar,3,150,150,16,0.4,0.987508106,103.5941054,0.17456842
polar,3,150,150,16,0.6,1.020424097,149.0986381,0.1803872
polar,3,150,150,16,0.8,1.051789711,178.1566511,0.185931909
polar,3,150,300,64,0,1.304577844,999.8226734,0.11530948
polar,3,150,300,64,0.2,1.308225213,953.728797,0.115631865
polar,3,150,300,64,0.4,1.272454529,910.8657397,0.112470153
polar,3,150,300,64,0.6,1.256552141,824.3558208,0.111064567
polar,3,150,300,64,0.8,1.221890782,696.5211246,0.108000907
polar,3,150,150,16,0,1.372398824,231.8987138,0.242608129
polar,3,150,150,16,0.2,1.375717326,231.3798195,0.243194762
polar,3,150,150,16,0.4,1.341209765,244.0610184,0.23709463
polar,3,150,150,16,0.6,1.409469192,278.1877277,0.249161306
polar,3,150,150,16,0.8,1.386308343,272.2191921,0.245067008
polar,3,150,300,16,0,0.916559881,92.05044018,0.162026427
polar,3,150,300,16,0.2,0.916512722,91.59226027,0.16201809
polar,3,150,300,16,0.4,0.965433603,104.3755556,0.170666162
polar,3,150,300,16,0.6,1.040040729,112.1660469,0.183854963
polar,3,150,300,16,0.8,1.0570471,77.96492037,0.186861293
polar,3,150,500,32,0,0.845092402,37.61031201,0.10563655
polar,3,150,500,32,0.2,0.850951434,40.0069458,0.106368929
polar,3,150,500,32,0.4,0.848988872,45.08771596,0.106123609
polar,3,150,500,32,0.6,0.868086878,77.55878698,0.10851086
polar,3,150,500,32,0.8,0.965969513,219.7550451,0.120746189
polar,3,50,150,16,0,0.964600935,106.3530655,0.170518965
polar,3,50,150,16,0.2,0.998164098,117.8994019,0.176452151
polar,3,50,150,16,0.4,1.107944394,110.3752494,0.195858749
polar,3,50,150,16,0.6,1.151498076,112.7943137,0.203558024
polar,3,50,150,16,0.8,1.059293564,107.3763856,0.187258416
polar,3,150,300,8,0,0.834860075,10.60682294,0.208715019
polar,3,150,300,8,0.2,0.834705548,10.58072058,0.208676387
polar,3,150,300,8,0.4,0.838564568,10.7192289,0.209641142
polar,3,150,300,8,0.6,0.838402836,10.57340016,0.209600709
polar,3,150,300,8,0.8,0.817125438,10.37569649,0.204281359
polar,3,50,150,16,0,0.737674194,14.53437564,0.130403606
polar,3,50,150,16,0.2,0.745569794,14.85733583,0.131799364
polar,3,50,150,16,0.4,0.757995746,15.2184037,0.133995983
polar,3,50,150,16,0.6,0.756740347,20.25030312,0.133774058
polar,3,50,150,16,0.8,0.867934873,89.50090624,0.153430659
polar,3,150,300,64,0,1.059285661,957.7446354,0.093628509
polar,3,150,300,64,0.2,1.089787636,1018.652962,0.096324528
polar,3,150,300,64,0.4,1.1211271,1036.572322,0.099094572
polar,3,150,300,64,0.6,1.195428842,1060.825935,0.10566198
polar,3,150,300,64,0.8,1.187689965,808.7200413,0.104977954
polar,3,50,150,16,0,0.940548472,134.218924,0.166267051
polar,3,50,150,16,0.2,0.985526518,155.5128884,0.174218121
polar,3,50,150,16,0.4,1.096714886,189.3861337,0.193873633
polar,3,50,150,16,0.6,1.410876775,206.4073722,0.249410134
polar,3,50,150,16,0.8,1.348386498,138.1358456,0.238363309
polar,3,150,300,16,0,0.827882234,18.31519921,0.146350285
polar,3,150,300,16,0.2,0.830061447,18.37924982,0.146735519
polar,3,150,300,16,0.4,0.831866889,18.53353724,0.147054679
polar,3,150,300,16,0.6,0.820986819,18.03533305,0.145131337
polar,3,150,300,16,0.8,0.835232319,27.9405785,0.147649609
polar,3,50,150,16,0,0.979488643,89.46357614,0.173150765
polar,3,50,150,16,0.2,0.99362541,110.9880936,0.175649816
polar,3,50,150,16,0.4,1.125928176,150.8228227,0.199037862
polar,3,50,150,16,0.6,1.181489005,164.1053503,0.208859722
polar,3,50,150,16,0.8,1.377564258,177.9863818,0.243521257
polar,3,50,150,16,0,0.862656759,42.62892578,0.152497611
polar,3,50,150,16,0.2,0.877248178,68.93531906,0.155077034
polar,3,50,150,16,0.4,0.878902488,58.11986799,0.155369477
polar,3,50,150,16,0.6,0.964275652,117.6488662,0.170461463
polar,3,50,150,16,0.8,1.112050921,205.3603747,0.196584687
polar,3,150,300,8,0,0.992496693,14.97637551,0.248124173
polar,3,150,300,8,0.2,0.984793275,14.2258658,0.246198319
polar,3,150,300,8,0.4,1.007685028,15.10960718,0.251921257
polar,3,150,300,8,0.6,0.979573357,14.01411914,0.244893339
polar,3,150,300,8,0.8,1.060880122,57.18578336,0.26522003
polar,3,50,150,16,0,0.849430553,29.96214962,0.150159526
polar,3,50,150,16,0.2,0.870406692,46.79018056,0.153867619
polar,3,50,150,16,0.4,0.902444084,61.96257322,0.159531083
polar,3,50,150,16,0.6,0.941057206,82.12157796,0.166356983
polar,3,50,150,16,0.8,1.087335011,184.7793122,0.19221549
polar,3,300,500,32,0,0.948516443,102.5687745,0.118564555
polar,3,300,500,32,0.2,0.944778918,102.2535356,0.118097365
polar,3,300,500,32,0.4,0.956043572,134.7841013,0.119505447
polar,3,300,500,32,0.6,0.959904339,168.2414357,0.119988042
polar,3,300,500,32,0.8,0.995036302,255.7937851,0.124379538
polar,3,50,150,16,0,0.948005722,73.09591791,0.167585319
polar,3,50,150,16,0.2,0.973300179,90.54512431,0.172056789
polar,3,50,150,16,0.4,0.969841216,95.01900256,0.171445325
polar,3,50,150,16,0.6,1.02531274,154.491481,0.181251398
polar,3,50,150,16,0.8,1.082704666,160.0538078,0.191396953
polar,3,150,300,64,0,1.067790616,610.3476554,0.094380248
polar,3,150,300,64,0.2,1.077787134,634.5612616,0.095263824
polar,3,150,300,64,0.4,1.119005542,724.2437181,0.098907051
polar,3,150,300,64,0.6,1.114414086,760.7217164,0.09850122
polar,3,150,300,64,0.8,1.130273402,718.7485995,0.099902998
polar,3,150,300,16,0,0.851579932,18.87424981,0.150539486
polar,3,150,300,16,0.2,0.850074077,18.87122898,0.150273286
polar,3,150,300,16,0.4,0.856097033,19.98713128,0.151338004
polar,3,150,300,16,0.6,0.862208948,34.89175525,0.152418448
polar,3,150,300,16,0.8,0.889707391,59.02200314,0.157279532
polar,3,50,150,16,0,1.286928314,233.4449511,0.227498934
polar,3,50,150,16,0.2,1.362004861,232.986528,0.240770718
polar,3,50,150,16,0.4,1.267308311,208.8324835,0.224030575
polar,3,50,150,16,0.6,1.206277585,144.941979,0.213241765
polar,3,50,150,16,0.8,1.285557358,145.2346299,0.227256581
polar,3,50,150,16,0,0.841161163,32.21049749,0.148697691
polar,3,50,150,16,0.2,0.853934694,56.44820345,0.150955753
polar,3,50,150,16,0.4,0.843698867,61.30710859,0.149146298
polar,3,50,150,16,0.6,0.89339042,88.3333381,0.157930606
polar,3,300,500,16,0,0.906402434,29.335395,0.160230827
polar,3,50,150,16,0.8,0.936451718,73.18646853,0.16554284
polar,3,300,500,16,0.2,0.90681227,29.28852992,0.160303276
polar,3,300,500,16,0.4,0.906782432,29.38031211,0.160298002
polar,3,150,300,8,0,1.158019888,42.05661382,0.289504972
polar,3,150,300,8,0.2,1.165276302,58.04429155,0.291319076
polar,3,300,500,16,0.6,0.90342071,28.98039853,0.159703728
polar,3,150,300,8,0.4,1.150230447,41.37182573,0.287557612
polar,3,150,300,8,0.6,1.176394785,70.66043536,0.294098696
polar,3,150,300,8,0.8,1.271997691,109.5372857,0.317999423
polar,3,300,500,16,0.8,0.920917649,59.9766995,0.162796779
polar,3,50,150,16,0,1.029435308,125.7231863,0.181980172
polar,3,50,150,16,0.2,1.060157595,175.7546247,0.187411156
polar,3,50,150,16,0.4,1.053853497,158.3665074,0.186296739
polar,3,50,150,16,0.6,1.151502857,201.3957357,0.20355887
polar,3,50,150,16,0.8,1.14013818,152.2841856,0.20154986
polar,3,50,150,16,0,0.91191931,28.63348986,0.161206082
polar,3,50,150,16,0.2,0.91560164,41.29630574,0.161857032
polar,3,50,150,16,0.4,0.931010171,67.22813419,0.164580901
polar,3,50,150,16,0.6,1.020919143,136.2559449,0.180474712
polar,3,50,150,16,0.8,1.067027575,208.5649765,0.188625608
polar,3,150,300,64,0,1.303686358,1161.652477,0.115230683
polar,3,150,300,64,0.2,1.317836729,1162.804296,0.116481411
polar,3,150,300,64,0.4,1.326201305,1061.876017,0.117220742
polar,3,150,300,64,0.6,1.302867506,1003.555255,0.115158306
polar,3,150,300,64,0.8,1.175363646,619.3625746,0.103888451
polar,3,150,300,16,0,0.857027158,19.04395621,0.151502429
polar,3,150,300,16,0.2,0.864492856,22.52730583,0.15282219
polar,3,150,300,16,0.4,0.872523518,23.52332613,0.154241824
polar,3,150,300,16,0.6,0.890988868,58.00012039,0.157506068
polar,3,150,300,16,0.8,0.916838303,78.24868552,0.162075645
polar,3,50,150,16,0,1.243534514,167.5266612,0.219827922
polar,3,50,150,16,0.2,1.245049254,177.9361818,0.220095693
polar,3,50,150,16,0.4,1.165702827,163.1911435,0.206069093
polar,3,50,150,16,0.6,1.25355988,200.5556307,0.221600173
polar,3,50,150,16,0.8,1.253380146,194.796609,0.2215684
polar,3,150,500,32,0,0.974086553,172.717635,0.121760819
polar,3,150,500,32,0.2,0.999858196,190.8946097,0.124982274
polar,3,150,500,32,0.4,1.031724407,232.6082171,0.128965551
polar,3,150,500,32,0.6,1.205608575,264.3510978,0.150701072
polar,3,150,500,32,0.8,1.151753087,338.0269664,0.143969136
polar,3,50,300,16,0,0.76929919,15.15849405,0.135994169
polar,3,50,300,16,0.2,0.786877018,18.1130669,0.139101519
polar,3,50,300,16,0.4,0.783161269,35.76395616,0.138444661
polar,3,50,300,16,0.6,0.804363792,64.73933105,0.142192773
polar,3,50,300,16,0.8,1.056961835,149.2761936,0.18684622
polar,3,150,500,8,0,0.852122781,10.9393506,0.213030695
polar,3,150,500,8,0.2,0.865849576,25.09938516,0.216462394
polar,3,150,500,8,0.4,0.853661311,24.40201074,0.213415328
polar,3,150,500,8,0.6,0.865140872,43.78878686,0.216285218
polar,3,150,500,8,0.8,0.847495475,28.35216743,0.211873869
polar,3,150,300,16,0,0.849494387,22.60520868,0.15017081
polar,3,150,300,16,0.2,0.848407173,22.72360186,0.149978616
polar,3,150,300,16,0.4,0.852092795,27.32372254,0.150630148
polar,3,150,300,16,0.6,0.849032591,29.21405375,0.150089176
polar,3,150,300,16,0.8,0.892715555,47.89310118,0.157811306
polar,3,150,300,64,0,1.089654228,421.7023646,0.096312737
polar,3,150,300,64,0.2,1.084212459,492.6866199,0.095831748
polar,3,150,300,64,0.4,1.092644678,556.4366299,0.096577058
polar,3,150,300,64,0.6,1.08858206,572.8064591,0.09621797
polar,3,150,300,64,0.8,1.031867129,498.6483566,0.091205031
polar,3,50,300,16,0,0.911019161,84.53273408,0.161046957
polar,3,50,300,16,0.2,0.915391621,91.51390402,0.161819906
polar,3,50,300,16,0.4,0.870931389,76.30311197,0.153960373
polar,3,50,300,16,0.6,1.065525006,84.17382296,0.188359989
polar,3,50,300,16,0.8,1.072094464,86.59603437,0.189521316
polar,3,300,500,32,0,0.936646577,91.03549093,0.117080822
polar,3,300,500,32,0.2,0.938987888,112.0119523,0.117373486
polar,3,300,500,32,0.4,0.938152402,107.1819536,0.11726905
polar,3,300,500,32,0.6,0.947956732,117.9603863,0.118494591
polar,3,300,500,32,0.8,0.95988048,125.1268256,0.11998506
polar,3,150,300,16,0,0.883314699,23.48445614,0.156149453
polar,3,150,300,16,0.2,0.882525869,23.51992315,0.156010007
polar,3,150,300,16,0.4,0.89064874,26.49433273,0.157445941
polar,3,150,300,16,0.6,0.887548826,25.87562086,0.156897948
polar,3,150,300,16,0.8,0.917148362,81.30499936,0.162130457
polar,3,50,300,16,0,0.809056722,17.86411482,0.143022374
polar,3,50,300,16,0.2,0.812179143,27.0472211,0.143574345
polar,3,50,300,16,0.4,0.818415706,28.61478069,0.144676824
polar,3,50,300,16,0.6,0.834307345,39.64349187,0.147486095
polar,3,50,300,16,0.8,0.943895463,117.0376479,0.166858721
polar,3,150,500,64,0,1.484348274,445.3888353,0.131199091
polar,3,150,500,64,0.2,1.541919288,442.3844786,0.136287698
polar,3,150,500,64,0.4,1.516691178,435.9475517,0.134057827
polar,3,150,500,64,0.6,1.505914326,468.168683,0.133105279
polar,3,150,500,64,0.8,1.608719248,566.7928911,0.142192036
polar,3,300,500,16,0,0.926329344,32.79612143,0.16375344
polar,3,300,500,16,0.2,0.921605276,31.86900317,0.162918335
polar,3,300,500,16,0.4,0.929782639,42.52498137,0.164363902
polar,3,300,500,16,0.6,0.937299077,44.43247442,0.165692633
polar,3,300,500,16,0.8,0.928306754,69.38791813,0.164103
polar,3,150,500,32,0,0.894487575,46.69837814,0.111810947
polar,3,150,500,32,0.2,0.89520013,46.88437396,0.111900016
polar,3,150,500,32,0.4,0.898822077,60.02225999,0.11235276
polar,3,150,500,32,0.6,0.914875372,116.6055779,0.114359422
polar,3,150,500,32,0.8,0.956527975,190.3025829,0.119565997
polar,3,150,300,16,0,0.927377001,55.99139064,0.163938642
polar,3,150,300,16,0.2,0.932692753,63.63408095,0.164878343
polar,3,150,300,16,0.4,0.929189213,63.57307013,0.164258998
polar,3,150,300,16,0.6,0.96980543,85.72574084,0.171438999
polar,3,150,300,16,0.8,1.047003048,106.0596985,0.185085739
polar,3,150,500,8,0,0.741459433,6.891383175,0.185364858
polar,3,150,500,8,0.2,0.738996939,6.90861078,0.184749235
polar,3,150,500,8,0.4,0.744629111,6.970850977,0.186157278
polar,3,150,500,8,0.6,0.740166724,6.990047823,0.185041681
polar,3,150,500,8,0.8,0.79627964,8.064819674,0.19906991
polar,3,50,300,16,0,0.755802461,13.29754485,0.133608261
polar,3,50,300,16,0.2,0.767163491,13.62257257,0.135616627
polar,3,50,300,16,0.4,0.743558963,13.87494032,0.131443896
polar,3,50,300,16,0.6,0.831244451,33.92221049,0.146944647
polar,3,50,300,16,0.8,0.896048231,74.36928241,0.158400445
polar,3,150,300,16,0,0.932902294,45.80059727,0.164915385
polar,3,150,300,16,0.2,0.939974257,77.47489615,0.166165543
polar,3,150,300,16,0.4,0.959198857,93.22859209,0.169564004
polar,3,150,300,16,0.6,0.941447644,81.8240151,0.166426003
polar,3,150,300,16,0.8,0.953013745,109.1684221,0.16847062
polar,3,50,300,16,0,0.880917277,35.67039914,0.155725645
polar,3,50,300,16,0.2,0.892233462,52.8321767,0.157726083
polar,3,50,300,16,0.4,0.912609795,76.67377027,0.161328144
polar,3,50,300,16,0.6,0.932034331,90.00617141,0.164761949
polar,3,50,300,16,0.8,0.959922267,131.7547421,0.169691886
polar,3,300,500,32,0,1.106426684,227.529055,0.138303336
polar,3,300,500,32,0.2,1.11103397,269.9777999,0.138879246
polar,3,300,500,32,0.4,1.127006884,271.2353377,0.14087586
polar,3,300,500,32,0.6,1.178464483,342.4051979,0.14730806
polar,3,300,500,32,0.8,1.197347293,419.7973596,0.149668412
polar,3,150,300,16,0,0.893873755,28.1552988,0.158016048
polar,3,150,300,16,0.2,0.891437198,27.82040301,0.157585322
polar,3,50,300,16,0,0.908822042,77.18350213,0.160658557
polar,3,150,300,16,0.4,0.902773265,35.8374099,0.159589274
polar,3,50,300,16,0.2,0.905674683,77.22888117,0.160102177
polar,3,50,300,16,0.4,0.955848891,100.7861378,0.168971808
polar,3,150,300,16,0.6,0.900045386,32.4431825,0.159107049
polar,3,50,300,16,0.6,0.985769845,117.387005,0.174261136
polar,3,150,300,16,0.8,0.919792706,84.22773387,0.162597915
