run,agents,observations,states,Time,KL,Inaccuracy,missing,SS ratio,bias factor
0,50,150,4,0.0571334362030029,2.5581323355855865,0.2990939138569304,0.0,0.0,0.1
0,50,150,4,0.0591418743133544,2.065741566116832,0.2820576768042189,0.0,0.0,0.3
0,300,150,8,0.3169636726379394,4.3895186535861015,0.2431824425495308,0.0,0.0,0.1
0,50,150,4,0.0516083240509033,2.4236304300905926,0.2379574381812276,0.0,0.0,0.5
0,50,300,8,0.1331539154052734,4.266921600937562,0.2496841634899856,0.0,0.0,0.1
0,50,150,4,0.0445890426635742,2.355701601675581,0.2422539739667474,0.0,0.0,0.7000000000000001
0,50,150,4,0.0458261966705322,2.2229327285184244,0.2346073570836292,0.0,0.0,0.9
0,150,500,4,0.498485803604126,2.108688400145085,0.2958791623943785,0.0,0.0,0.1
0,300,150,8,0.2766923904418945,6.079431688356961,0.2308102077378667,0.0,0.0,0.3
0,50,150,4,0.0447871685028076,1.697144001152076,0.2345060159550479,0.2,0.0,0.1
0,50,150,4,0.0494415760040283,2.6181325315320056,0.3044542750605941,0.2,0.0,0.3
0,150,150,32,0.1718671321868896,27.260522120780863,0.1345639626983569,0.0,0.0,0.1
0,50,300,8,0.1289658546447754,5.814688495446962,0.2148426857976645,0.0,0.0,0.3
0,50,150,4,0.0406134128570556,2.4502750904426183,0.2606711536669169,0.2,0.0,0.5
0,300,150,8,0.293853759765625,7.803806749003046,0.2119572282610038,0.0,0.0,0.5
0,300,300,16,0.5900607109069824,9.583363300643263,0.2146907548416519,0.0,0.0,0.1
0,50,150,4,0.0463716983795166,2.1469578269061627,0.2357354389531018,0.2,0.0,0.7000000000000001
0,50,150,4,0.0397789478302001,3.1851192166146363,0.2783702921523924,0.2,0.0,0.9
0,150,500,4,0.4473159313201904,2.307845169743527,0.2802997450948374,0.0,0.0,0.3
0,50,150,4,0.0355656147003173,2.2385639001982045,0.302504023766986,0.4,0.0,0.1
0,50,300,8,0.1014258861541748,10.581911641343224,0.1917093485545656,0.0,0.0,0.5
0,300,150,8,0.2614550590515136,8.662896680004158,0.2178526214459532,0.0,0.0,0.7000000000000001
0,50,500,16,0.225360631942749,7.747101740941284,0.1884206805298937,0.0,0.0,0.1
0,50,150,4,0.0391364097595214,2.528640914999066,0.2969446966833603,0.4,0.0,0.3
0,50,150,4,0.0351228713989257,2.4221564997508054,0.224699596558836,0.4,0.0,0.5
0,50,150,4,0.0351889133453369,2.233769044934996,0.2712997166074578,0.4,0.0,0.7000000000000001
0,150,150,32,0.165205717086792,144.49387501674363,0.1200273343535241,0.0,0.0,0.3
0,300,150,8,0.27419114112854,11.369233125775422,0.2254877961634514,0.0,0.0,0.9
0,50,150,4,0.0350689888000488,3.367401784496792,0.2766190159772713,0.4,0.0,0.9
0,50,300,8,0.1146204471588134,10.342527986857194,0.199405430289909,0.0,0.0,0.7000000000000001
0,150,500,4,0.499117374420166,3.253397386142939,0.2779501586192143,0.0,0.0,0.5
0,50,150,4,0.0298480987548828,2.328016015746025,0.2899488536627861,0.6000000000000001,0.0,0.1
0,50,150,4,0.031280517578125,3.87770840340091,0.1952978300123565,0.6000000000000001,0.0,0.3
0,300,150,8,0.2310535907745361,5.357723870568723,0.2753350873910579,0.2,0.0,0.1
0,50,150,4,0.0300650596618652,1.9048191521387647,0.2227682194788597,0.6000000000000001,0.0,0.5
0,300,300,16,0.5669276714324951,18.16013312275412,0.1736093602400253,0.0,0.0,0.3
0,50,300,8,0.1220984458923339,9.338646305016752,0.1932789782755687,0.0,0.0,0.9
0,50,150,4,0.042435884475708,1.926431733267656,0.2120183446977321,0.6000000000000001,0.0,0.7000000000000001
0,50,150,4,0.0406112670898437,9.171699393803948,0.255948585289903,0.6000000000000001,0.0,0.9
0,300,150,8,0.2340736389160156,6.779656983390269,0.232054960392184,0.2,0.0,0.3
0,50,150,4,0.0263335704803466,25.85710717127215,0.2790041090003359,0.8,0.0,0.1
0,150,500,4,0.4742591381072998,3.2291142956401586,0.2617104418138616,0.0,0.0,0.7000000000000001
0,150,150,32,0.191277265548706,135.16098748624407,0.1182954579780428,0.0,0.0,0.5
0,50,150,4,0.0263252258300781,2.9313121730781786,0.2881584711353623,0.8,0.0,0.3
0,50,300,8,0.1023867130279541,8.013350793621877,0.3001166769769544,0.2,0.0,0.1
0,50,150,4,0.0260508060455322,21.287694237603603,0.3300032529907399,0.8,0.0,0.5
0,300,150,8,0.231433629989624,8.17663985831753,0.2219850256368672,0.2,0.0,0.5
0,50,500,16,0.2196190357208252,16.815625398731644,0.1594490637282248,0.0,0.0,0.3
0,50,150,4,0.0250606536865234,4.176909513190054,0.200939016336826,0.8,0.0,0.7000000000000001
0,50,150,4,0.0282962322235107,12.914903946399289,0.2489605355728169,0.8,0.0,0.9
0,150,500,4,0.4624972343444824,2.768437108300472,0.2652470194159717,0.0,0.0,0.9
0,300,150,8,0.2300407886505127,8.816458350777117,0.2148708876604313,0.2,0.0,0.7000000000000001
0,50,300,8,0.0982129573822021,5.93981797649407,0.2257768083348952,0.2,0.0,0.3
0,300,500,32,1.0389764308929443,24.23957975862956,0.1379431149772138,0.0,0.0,0.1
0,150,300,64,0.4279382228851318,153.41222562177944,0.094044774565791,0.0,0.0,0.1
0,300,300,16,0.5959877967834473,21.40041697844165,0.162650818544536,0.0,0.0,0.5
0,150,150,32,0.1640312671661377,108.18727975292698,0.1176325571498771,0.0,0.0,0.7000000000000001
0,50,150,4,0.0484023094177246,2.327712545908536,0.2931043491182642,0.2,0.2,0.1
