run,state,missing,SS ratio,agents,observations,Time,RFN,KL,Inaccuracy
1,32,0.6,0.8,150,300,0,0.745294743,18.70477844,0.093161843
1,4,0.2,0,300,150,0,0.438593034,0.622899228,0.155066054
1,16,0.8,0.6,150,150,0.088816404,0.714719838,7.117001923,0.126345811
1,4,0.4,0.8,50,500,0.092166185,0.474832032,0.659110351,0.167878475
1,16,0.2,0.8,150,150,0,0.712709308,7.093287177,0.125990396
1,4,0.4,0,300,150,0.188829899,0.446744613,0.6440976,0.157948073
1,8,0,0,150,150,0.141355753,0.665736305,2.947679559,0.166434076
1,16,0.4,0.8,150,150,0.084635019,0.712709308,7.093287177,0.125990396
1,8,0.2,0,150,150,0,0.662843457,2.905390968,0.165710864
1,4,0.6,0,300,150,0,0.426675199,0.598834787,0.150852463
1,4,0.6,0.8,50,500,0,0.474832032,0.659110351,0.167878475
1,32,0.8,0.8,150,300,0.216542959,0.745623984,19.23005483,0.093202998
1,8,0.6,0.6,300,300,0,0.616471396,2.613120551,0.154117849
1,8,0.4,0,150,150,0.111817837,0.689176516,3.095121176,0.172294129
1,4,0.8,0,300,150,0.139925241,0.428296313,0.605488875,0.151425614
1,16,0.6,0.8,150,150,0,0.712709308,7.093287177,0.125990396
1,8,0.6,0,150,150,0,0.665470766,3.027923071,0.166367691
1,4,0.8,0.8,50,500,0.08868885,0.475900489,0.663358513,0.168256231
1,8,0.8,0,150,150,0.071638346,0.70237598,3.776515997,0.175593995
1,16,0.8,0.8,150,150,0.087157011,0.713178039,7.113330085,0.126073257
1,4,0,0,150,150,0.126890659,0.581693768,1.536693493,0.205659804
1,16,0,0,300,500,0.944951773,0.680841914,6.147372582,0.120356984
1,4,0.2,0,150,150,0,0.571004838,1.485495373,0.201880697
1,8,0.8,0.6,300,300,0.300915241,0.617041238,2.60791373,0.15426031
1,4,0.4,0,150,150,0.100282431,0.576760837,1.508561235,0.203915749
1,4,0.6,0,150,150,0,0.591643957,1.588773828,0.209177727
1,32,0.8,0.2,300,500,0.63876605,0.722054304,14.06351185,0.090256788
1,4,0.2,0.2,300,150,0,0.4440823,0.638983584,0.157006803
1,4,0.8,0,150,150,0.06774807,0.57706533,1.513791573,0.204023404
1,8,0.2,0.2,150,150,0,0.668133245,2.970170469,0.167033311
1,8,0.4,0.2,150,150,0.102361679,0.668885875,2.943178377,0.167221469
1,4,0.4,0.2,300,150,0.206626177,0.444301162,0.640000947,0.157084182
1,8,0.6,0.2,150,150,0,0.684828392,3.151243666,0.171207098
1,8,0.2,0.8,300,300,0,0.615723386,2.601624403,0.153930846
1,8,0.8,0.2,150,150,0.07531023,0.694461559,3.266751111,0.17361539
1,16,0.2,0,300,500,0,0.6832296,6.204604211,0.120779071
1,4,0.2,0.2,150,150,0,0.576934125,1.511672945,0.203977016
1,4,0.6,0.2,300,150,0,0.456686276,0.669423381,0.161462981
1,8,0.2,0.4,150,150,0,0.670484045,2.996185501,0.167621011
1,4,0.4,0.2,150,150,0.106272459,0.57656708,1.511582052,0.203847246
1,4,0.8,0.2,300,150,0.137326956,0.453279089,0.663956725,0.160258359
1,8,0.4,0.4,150,150,0.112290382,0.670484045,2.996185501,0.167621011
1,16,0,0,150,300,0.298210382,0.704051596,6.467193324,0.124459914
1,4,0.6,0.2,150,150,0,0.570646425,1.506262914,0.201753978
1,8,0.4,0.8,300,300,0.306299448,0.615723386,2.601624403,0.153930846
1,8,0.6,0.4,150,150,0,0.668602171,2.984941467,0.167150543
1,4,0.2,0.4,300,150,0,0.453263533,0.662121718,0.160252859
1,16,0.2,0,150,300,0,0.705666363,6.493042232,0.124745368
1,4,0.8,0.2,150,150,0.081656933,0.537574258,1.375835772,0.190061202
1,8,0.8,0.4,150,150,0.089339256,0.632472498,2.808311016,0.158118124
1,16,0.4,0,300,500,0.786664724,0.684427666,6.228856317,0.120990861
1,4,0.2,0.4,150,150,0,0.5645103,1.470235712,0.199584531
1,32,0.2,0.4,300,500,0,0.687700207,12.49414915,0.085962526
1,16,0.4,0,150,300,0.246721268,0.709403609,6.590678317,0.125406026
1,8,0.2,0.6,150,150,0,0.653250622,2.884617637,0.163312656
1,4,0.4,0.4,300,150,0.189426661,0.453263533,0.662121718,0.160252859
1,4,0.4,0.4,150,150,0.099814892,0.5645103,1.470235712,0.199584531
1,8,0.4,0.6,150,150,0.082154036,0.653250622,2.884617637,0.163312656
1,16,0.6,0,150,300,0,0.709123437,6.484988109,0.125356498
1,8,0.6,0.8,300,300,0,0.615723386,2.601624403,0.153930846
1,4,0.6,0.4,150,150,0,0.569458813,1.481992413,0.201334094
1,8,0.6,0.6,150,150,0,0.653250622,2.884617637,0.163312656
1,4,0.6,0.4,300,150,0,0.455686779,0.667664637,0.161109606
1,16,0.8,0,150,300,0.191056252,0.775127301,11.60172092,0.137024443
1,4,0.8,0.4,150,150,0.073657036,0.560860642,1.445012863,0.198294181
1,8,0.8,0.6,150,150,0.074693441,0.655324068,2.897056059,0.163831017
1,16,0.6,0,300,500,0,0.680222244,6.150198855,0.12024744
1,4,0.8,0.4,300,150,0.143909216,0.458527578,0.67355004,0.16211398
1,4,0.2,0.6,150,150,0,0.56457621,1.457042001,0.199607833
1,8,0.2,0.8,150,150,0,0.657280602,2.92884772,0.16432015
1,4,0.4,0.6,150,150,0.086610079,0.56457621,1.457042001,0.199607833
1,8,0.4,0.8,150,150,0.085790157,0.657280602,2.92884772,0.16432015
1,8,0.8,0.8,300,300,0.292234182,0.614589759,2.590229962,0.15364744
1,4,0.2,0.6,300,150,0,0.453539645,0.66181025,0.160350479
1,4,0.6,0.6,150,150,0,0.56457621,1.457042001,0.199607833
1,8,0.6,0.8,150,150,0,0.657280602,2.92884772,0.16432015
1,16,0.8,0,300,500,0.544924974,0.691704557,6.337175072,0.122277246
1,4,0.8,0.6,150,150,0.093477726,0.542068662,1.362800226,0.191650213
1,8,0.8,0.8,150,150,0.078454733,0.661518766,2.952131854,0.165379692
1,4,0.4,0.6,300,150,0.173636913,0.453539645,0.66181025,0.160350479
1,4,0.2,0.8,150,150,0,0.544898291,1.378588479,0.192650638
1,32,0.4,0.4,300,500,0.787294626,0.687700207,12.49414915,0.085962526
1,4,0.6,0.6,300,150,0,0.453539645,0.66181025,0.160350479
1,4,0.4,0.8,150,150,0.08224225,0.544898291,1.378588479,0.192650638
1,4,0.6,0.8,150,150,0,0.544898291,1.378588479,0.192650638
1,4,0.8,0.6,300,150,0.142981291,0.444937936,0.640325977,0.157309316
1,4,0.8,0.8,150,150,0.076691151,0.544432741,1.37680581,0.192486042
1,8,0,0,150,300,0.270361423,0.639859106,2.655428454,0.159964777
1,4,0.2,0.8,300,150,0,0.445963804,0.64243121,0.157672015
1,8,0.2,0,150,300,0,0.643550737,2.692156275,0.160887684
1,4,0.4,0.8,300,150,0.152849197,0.445963804,0.64243121,0.157672015
1,4,0,0,150,300,0.279689789,0.621914421,1.466897408,0.219879952
1,32,0,0,150,500,0.604734182,0.68580588,12.40381879,0.085725735
1,8,0.4,0,150,300,0.202480793,0.637857998,2.634459918,0.1594645
1,16,0.2,0.2,150,300,0,0.706193692,6.503278728,0.124838587
1,4,0.6,0.8,300,150,0,0.445963804,0.64243121,0.157672015
1,4,0.2,0,150,300,0,0.623046192,1.470843175,0.220280094
1,8,0.6,0,150,300,0,0.638589745,2.652127388,0.159647436
1,32,0.6,0.4,300,500,0,0.688057005,12.51183683,0.086007126
1,8,0,0,300,500,0.900346041,0.559331447,1.913157605,0.139832862
1,8,0.8,0,150,300,0.155882597,0.674539163,2.987460445,0.168634791
1,4,0.4,0,150,300,0.197069883,0.618779379,1.45112893,0.218771547
1,4,0.8,0.8,300,150,0.162608862,0.445289731,0.641072047,0.157433694
1,32,0.2,0,150,500,0,0.690085355,12.56972347,0.086260669
1,4,0.6,0,150,300,0,0.619472003,1.458114478,0.219016427
1,16,0.4,0.2,150,300,0.234362841,0.713118646,6.643287946,0.126062758
1,4,0.8,0,150,300,0.149952888,0.64959312,1.571709496,0.22966585
1,32,0.4,0,150,500,0.491270542,0.697762687,12.94588468,0.087220336
1,16,0.6,0.2,150,300,0,0.711473071,6.639332575,0.125771858
1,8,0.2,0,300,500,0,0.561964834,1.932662324,0.140491209
1,4,0,0,300,300,0.519868851,0.565772734,1.051652265,0.200030868
1,32,0.6,0,150,500,0,0.714604036,13.66366478,0.089325505
1,16,0.8,0.2,150,300,0.188633442,0.723190456,6.86896297,0.127843219
1,32,0.8,0.4,300,500,0.612148523,0.699704826,13.0084794,0.087463103
1,32,0.8,0,150,500,0.34439683,0.794346362,58.22572416,0.099293295
1,16,0.2,0.4,150,300,0,0.702444655,6.425950167,0.124175845
1,4,0.2,0,300,300,0,0.565764648,1.038786627,0.200028009
1,8,0.4,0,300,500,0.692366123,0.563188975,1.943839271,0.140797244
1,16,0.4,0.4,150,300,0.227328062,0.702444655,6.425950167,0.124175845
1,4,0.4,0,300,300,0.392401695,0.557019937,1.029069773,0.196936287
1,8,0.2,0.2,150,300,0,0.637783562,2.646462184,0.15944589
1,8,0.6,0,300,500,0,0.569001234,1.962287454,0.142250308
1,4,0.6,0,300,300,0,0.571620781,1.079160993,0.202098465
1,16,0.6,0.4,150,300,0,0.702735457,6.451329285,0.124227252
1,64,0,0,150,500,0.687909365,0.711860345,27.66548777,0.06292016
1,4,0.2,0.2,150,300,0,0.62045404,1.460282918,0.219363629
1,4,0.8,0,300,300,0.271712065,0.568661208,1.054805648,0.201052098
1,8,0.4,0.2,150,300,0.215491295,0.637322204,2.636939006,0.159330551
1,8,0.8,0,300,500,0.479405642,0.566630029,2.00976258,0.141657507
1,16,0.8,0.4,150,300,0.181446314,0.711430439,6.635602386,0.125764322
1,32,0.2,0.6,300,500,0,0.693109182,12.71433257,0.086638648
1,4,0.4,0.2,150,300,0.213473082,0.630929863,1.502897681,0.223067392
1,8,0.6,0.2,150,300,0,0.637283798,2.67947292,0.15932095
1,64,0.2,0,150,500,0,0.720609265,28.57211406,0.063693462
1,16,0.2,0.6,150,300,0,0.702786007,6.451833067,0.124236188
1,8,0.8,0.2,150,300,0.153411627,0.627688737,2.585298183,0.156922184
1,4,0.6,0.2,150,300,0,0.623221845,1.470503752,0.220342196
1,16,0.4,0.6,150,300,0.186394453,0.702786007,6.451833067,0.124236188
1,64,0.4,0,150,500,0.610656977,0.750668962,33.63288704,0.066350389
1,8,0.2,0.4,150,300,0,0.63496291,2.626755767,0.158740728
1,4,0.8,0.2,150,300,0.164115667,0.631965817,1.501583829,0.223433657
1,16,0.6,0.6,150,300,0,0.702786007,6.451833067,0.124236188
1,8,0.4,0.4,150,300,0.20706296,0.63496291,2.626755767,0.158740728
1,4,0.2,0.4,150,300,0,0.626009739,1.480676784,0.221327866
1,16,0.8,0.6,150,300,0.191016674,0.702552318,6.488800054,0.124194877
1,64,0.6,0,150,500,0,0.80294824,96.38357986,0.070971268
1,32,0.4,0.6,300,500,0.679312229,0.693109182,12.71433257,0.086638648
1,8,0.6,0.4,150,300,0,0.63867961,2.659716072,0.159669903
1,4,0.4,0.4,150,300,0.216189146,0.626009739,1.480676784,0.221327866
1,16,0.2,0.2,300,500,0,0.678849416,6.111551701,0.120004756
1,16,0.2,0.8,150,300,0,0.701052193,6.456553718,0.12392969
1,4,0.6,0.4,150,300,0,0.624156955,1.471045949,0.220672808
1,8,0.8,0.4,150,300,0.17212081,0.633640822,2.619203782,0.158410205
1,64,0.8,0,150,500,0.529569387,1.087558488,580.2468422,0.096127498
1,16,0.4,0.8,150,300,0.197445154,0.701052193,6.456553718,0.12392969
1,8,0.2,0.6,150,300,0,0.631253467,2.588617813,0.157813367
1,4,0.8,0.4,150,300,0.181541443,0.623800241,1.46455279,0.22054669
1,4,0.2,0.2,300,300,0,0.565955832,1.057156075,0.200095603
1,16,0.6,0.8,150,300,0,0.701052193,6.456553718,0.12392969
1,8,0.4,0.6,150,300,0.193515062,0.631253467,2.588617813,0.157813367
1,4,0.2,0.6,150,300,0,0.620676875,1.457706492,0.219442414
1,16,0.8,0.8,150,300,0.181918144,0.700145177,6.445628282,0.123769351
1,8,0.6,0.6,150,300,0,0.631253467,2.588617813,0.157813367
1,4,0.4,0.6,150,300,0.169734716,0.620676875,1.457706492,0.219442414
1,32,0.6,0.6,300,500,0,0.693109182,12.71433257,0.086638648
1,4,0.4,0.2,300,300,0.431994915,0.562531176,1.041167467,0.198884805
1,16,0.4,0.2,300,500,0.773678064,0.680890774,6.150443996,0.120365621
1,4,0.6,0.6,150,300,0,0.620676875,1.457706492,0.219442414
1,8,0.8,0.6,150,300,0.168379784,0.62991526,2.582378255,0.157478815
1,4,0.8,0.6,150,300,0.160821199,0.618013192,1.443230414,0.218500659
1,8,0.2,0.8,150,300,0,0.631250222,2.590143161,0.157812555
1,4,0.6,0.2,300,300,0,0.561502595,1.047410057,0.198521146
1,4,0.2,0.8,150,300,0,0.617638131,1.441306796,0.218368055
1,8,0.4,0.8,150,300,0.184122324,0.631250222,2.590143161,0.157812555
1,4,0.8,0.2,300,300,0.28418088,0.572434915,1.069026378,0.202386305
1,4,0.4,0.8,150,300,0.15132761,0.617638131,1.441306796,0.218368055
1,8,0.6,0.8,150,300,0,0.631250222,2.590143161,0.157812555
1,32,0.8,0.6,300,500,0.602649689,0.697853964,12.92529905,0.087231745
1,32,0.2,0.2,150,500,0,0.688394718,12.51628227,0.08604934
1,4,0.6,0.8,150,300,0,0.617638131,1.441306796,0.218368055
1,8,0.8,0.8,150,300,0.152433395,0.632032863,2.597304526,0.158008216
1,16,0.6,0.2,300,500,0,0.679747639,6.13613324,0.120163541
1,4,0.2,0.4,300,300,0,0.557722976,1.03044142,0.197184849
1,4,0.8,0.8,150,300,0.150029659,0.616421384,1.435717273,0.21793787
1,32,0.4,0.2,150,500,0.467583418,0.691420555,12.6902226,0.086427569
1,16,0,0,150,500,0.479635239,0.642826612,5.642722495,0.113636764
1,4,0.4,0.4,300,300,0.349219799,0.557722976,1.03044142,0.197184849
1,16,0.2,0,150,500,0,0.649108658,5.727427965,0.114747284
1,32,0.2,0.8,300,500,0,0.697391422,12.90740886,0.087173928
1,4,0.6,0.4,300,300,0,0.559092683,1.036235318,0.197669114
1,16,0.8,0.2,300,500,0.511241198,0.676879286,6.083253796,0.119656483
1,32,0.6,0.2,150,500,0,0.698496933,12.97265968,0.087312117
1,8,0.2,0.2,300,500,0,0.56014442,1.91563081,0.140036105
1,8,0,0,150,500,0.4606812,0.615103348,2.474340766,0.153775837
1,16,0.4,0,150,500,0.381593704,0.638499835,5.553476787,0.112871891
1,16,0.6,0,150,500,0,0.648536254,5.787100393,0.114646096
1,4,0.8,0.4,300,300,0.283066034,0.556410048,1.050718721,0.196720659
1,8,0.2,0,150,500,0,0.6178592,2.499968836,0.1544648
1,32,0.8,0.2,150,500,0.345077515,0.742460278,19.48759714,0.092807535
1,16,0.8,0,150,500,0.284305334,0.695072028,6.877363267,0.122872536
1,8,0.4,0,150,500,0.341385365,0.616493375,2.4857272,0.154123344
1,4,0.2,0.6,300,300,0,0.554100998,1.029339337,0.195904286
1,8,0.6,0,150,500,0,0.626728416,2.588750507,0.156682104
1,16,0.2,0.4,300,500,0,0.679514772,6.135416851,0.120122376
1,32,0.4,0.8,300,500,0.570580482,0.697391422,12.90740886,0.087173928
1,32,0.2,0.4,150,500,0,0.691135878,12.63951293,0.086391985
1,8,0.8,0,150,500,0.240977526,0.63776442,2.641972774,0.159441105
1,8,0.4,0.2,300,500,0.663081884,0.561440452,1.923309674,0.140360113
1,64,0.2,0.2,150,500,0,0.718090988,28.31966574,0.063470876
1,4,0.4,0.6,300,300,0.286521196,0.554100998,1.029339337,0.195904286
1,32,0.4,0.4,150,500,0.425433636,0.691135878,12.63951293,0.086391985
1,4,0.6,0.6,300,300,0,0.554100998,1.029339337,0.195904286
1,64,0.4,0.2,150,500,0.560525894,0.731534693,29.70942794,0.064659143
1,16,0.4,0.4,300,500,0.637731552,0.679514772,6.135416851,0.120122376
1,32,0.6,0.8,300,500,0,0.697391422,12.90740886,0.087173928
1,4,0.8,0.6,300,300,0.275236607,0.560957539,1.05178998,0.19832844
1,32,0.6,0.4,150,500,0,0.692215555,12.67968239,0.086526944
1,8,0.6,0.2,300,500,0,0.558721639,1.897268619,0.13968041
1,64,0.6,0.2,150,500,0,0.771698838,46.65692145,0.068209185
1,4,0.2,0.8,300,300,0,0.562383189,1.06092335,0.198832483
1,32,0.8,0.4,150,500,0.366927862,0.714076996,13.82254801,0.089259625
1,16,0.6,0.4,300,500,0,0.679751364,6.139740145,0.1201642
1,4,0.4,0.8,300,300,0.283210039,0.562383189,1.06092335,0.198832483
1,8,0.8,0.2,300,500,0.48098278,0.565942248,1.96341737,0.141485562
1,32,0.2,0.6,150,500,0,0.703369523,13.27678097,0.08792119
1,64,0.8,0.2,150,500,0.500533581,0.907832638,290.702892,0.080241827
1,32,0.8,0.8,300,500,0.641794443,0.697308371,12.90505137,0.087163546
1,4,0.6,0.8,300,300,0,0.562383189,1.06092335,0.198832483
1,32,0.4,0.6,150,500,0.388282061,0.703369523,13.27678097,0.08792119
1,64,0.2,0.4,150,500,0,0.741143168,31.05354973,0.06550842
1,4,0.8,0.8,300,300,0.305049896,0.563358128,1.068762858,0.199177176
1,16,0.8,0.4,300,500,0.526213884,0.674912592,6.029599578,0.119308818
1,8,0.2,0.4,300,500,0,0.561204841,1.92608622,0.14030121
1,32,0.6,0.6,150,500,0,0.703369523,13.27678097,0.08792119
1,64,0.4,0.4,150,500,0.58555913,0.741143168,31.05354973,0.06550842
1,32,0.8,0.6,150,500,0.362066269,0.711430624,13.65760806,0.088928828
1,16,0.2,0.2,150,500,0,0.644386765,5.669679823,0.113912563
1,4,0,0,300,500,0.892445326,0.502228092,0.744150621,0.177564445
1,16,0.2,0.6,300,500,0,0.675933656,6.065361363,0.119489318
1,64,0.6,0.4,150,500,0,0.746149755,32.19570743,0.065950944
1,8,0.4,0.4,300,500,0.632540703,0.561204841,1.92608622,0.14030121
1,64,0,0,50,150,0.124387026,0.867030297,215.7723292,0.076635375
1,8,0.2,0.2,150,500,0,0.617692756,2.495202157,0.154423189
1,32,0.2,0.8,150,500,0,0.711551229,13.65077868,0.088943904
1,64,0.2,0,50,150,0,0.960778377,401.7245411,0.084921613
1,64,0.4,0,50,150,0.106812716,1.118785989,618.9773715,0.098887645
1,16,0.4,0.2,150,500,0.448703766,0.644317375,5.684940192,0.113900296
1,64,0.6,0,50,150,0,1.54487762,910.7837486,0.13654918
1,64,0.8,0,50,150,0.09274888,3.068484517,1100.249846,0.271218276
1,4,0.2,0,300,500,0,0.500418795,0.740177438,0.176924762
1,8,0.4,0.2,150,500,0.351255417,0.614558783,2.470628951,0.153639696
1,32,0.4,0.8,150,500,0.345238447,0.711551229,13.65077868,0.088943904
1,64,0.8,0.4,150,500,0.478225231,0.831381261,152.0516323,0.073484416
1,16,0.6,0.2,150,500,0,0.643974365,5.686457087,0.11383966
1,64,0.2,0.2,50,150,0,0.9239863,314.1206688,0.081669622
1,16,0.4,0.6,300,500,0.54189992,0.675933656,6.065361363,0.119489318
1,64,0.4,0.2,50,150,0.117821693,1.010789678,469.6653678,0.089342029
1,4,0.4,0,300,500,0.635048866,0.500560528,0.739376524,0.176974872
1,8,0.6,0.4,300,500,0,0.562996535,1.936775039,0.140749134
1,64,0.6,0.2,50,150,0,1.2366364,725.5144717,0.109304248
1,8,0.6,0.2,150,500,0,0.616548662,2.487704179,0.154137166
1,32,0.6,0.8,150,500,0,0.711551229,13.65077868,0.088943904
1,64,0.8,0.2,50,150,0.093188763,2.092681807,1059.292884,0.184968687
1,64,0.2,0.6,150,500,0,0.786811658,63.08954452,0.069544982
1,16,0.8,0.2,150,500,0.278523207,0.65136509,5.763263925,0.115146168
1,64,0.2,0.4,50,150,0,1.084582318,583.6032542,0.095864439
1,4,0.6,0,300,500,0,0.512183784,0.772297119,0.181084314
1,64,0.4,0.4,50,150,0.120447874,1.084582318,583.6032542,0.095864439
1,8,0.8,0.2,150,500,0.252802372,0.626765941,2.545646786,0.156691485
1,64,0.6,0.4,50,150,0,1.129297413,634.1438252,0.099816732
1,32,0.8,0.8,150,500,0.365096331,0.710575739,13.60477297,0.088821967
1,64,0.8,0.4,50,150,0.102807283,1.628849018,945.8459488,0.143971273
1,16,0.2,0.4,150,500,0,0.646267374,5.719954636,0.114245011
1,4,0.8,0,300,500,0.461264133,0.514989849,0.792370377,0.182076407
1,64,0.2,0.6,50,150,0,1.377258578,838.5731198,0.12173361
1,64,0.4,0.6,150,500,0.492708206,0.786811658,63.08954452,0.069544982
1,16,0.6,0.6,300,500,0,0.675933656,6.065361363,0.119489318
1,64,0.4,0.6,50,150,0.098345757,1.377258578,838.5731198,0.12173361
1,8,0.2,0.4,150,500,0,0.618064592,2.497736862,0.154516148
1,64,0.6,0.6,50,150,0,1.377258578,838.5731198,0.12173361
1,8,0.8,0.4,300,500,0.495411873,0.567399913,1.972422618,0.141849978
1,64,0.8,0.6,50,150,0.103092432,1.536091655,915.7044614,0.135772603
1,16,0.4,0.4,150,500,0.359973431,0.646267374,5.719954636,0.114245011
1,64,0.2,0.8,50,150,0,1.501390872,903.8920336,0.132705458
1,8,0.4,0.4,150,500,0.324295282,0.618064592,2.497736862,0.154516148
1,64,0.4,0.8,50,150,0.102687597,1.501390872,903.8920336,0.132705458
1,64,0.6,0.6,150,500,0,0.786811658,63.08954452,0.069544982
1,64,0.6,0.8,50,150,0,1.501390872,903.8920336,0.132705458
1,64,0.8,0.8,50,150,0.102364302,1.54303613,920.8483764,0.136386414
1,16,0.6,0.4,150,500,0,0.65110941,5.796422497,0.11510097
1,32,0,0,300,150,0.28838563,0.705378209,13.41443425,0.088172276
1,8,0.6,0.4,150,500,0,0.623367499,2.539332915,0.155841875
1,16,0.8,0.6,300,500,0.518791676,0.680550804,6.145777366,0.120305522
1,32,0.2,0,300,150,0,0.711191781,13.70558181,0.088898973
1,64,0.8,0.6,150,500,0.495234728,0.806152854,98.60281857,0.071254519
1,8,0.2,0.6,300,500,0,0.561908324,1.940783075,0.140477081
1,32,0.4,0,300,150,0.246267319,0.713855465,14.59942468,0.089231933
1,16,0.8,0.4,150,500,0.306576729,0.66727839,6.022687955,0.117959269
1,32,0.6,0,300,150,0,0.731568015,17.50810839,0.091446002
1,8,0.8,0.4,150,500,0.260130167,0.620492858,2.531959962,0.155123215
1,32,0.8,0,300,150,0.165534496,0.878585341,120.7502035,0.109823168
1,16,0.2,0.6,150,500,0,0.660692238,5.944174248,0.11679499
1,64,0.2,0.8,150,500,0,0.804896187,96.70056709,0.071143444
1,8,0.2,0.6,150,500,0,0.620331383,2.515363799,0.155082846
1,16,0.2,0.8,300,500,0,0.68021639,6.137182894,0.120246406
1,32,0.2,0.2,300,150,0,0.706743678,13.52734223,0.08834296
1,8,0.4,0.6,300,500,0.504593372,0.561908324,1.940783075,0.140477081
1,16,0.4,0.6,150,500,0.309035778,0.660692238,5.944174248,0.11679499
1,8,0.4,0.6,150,500,0.271548271,0.620331383,2.515363799,0.155082846
1,32,0.4,0.2,300,150,0.222557306,0.704438804,13.41846594,0.08805485
1,64,0.4,0.8,150,500,0.484086275,0.804896187,96.70056709,0.071143444
1,32,0.6,0.2,300,150,0,0.716121041,14.58833994,0.08951513
1,16,0.6,0.6,150,500,0,0.660692238,5.944174248,0.11679499
1,8,0.6,0.6,150,500,0,0.620331383,2.515363799,0.155082846
1,32,0.8,0.2,300,150,0.182533979,0.794484148,40.22410428,0.099310518
1,64,0.6,0.8,150,500,0,0.804896187,96.70056709,0.071143444
1,16,0.4,0.8,300,500,0.520111561,0.68021639,6.137182894,0.120246406
1,32,0.2,0.4,300,150,0,0.712359202,13.8317917,0.0890449
1,8,0.6,0.6,300,500,0,0.561908324,1.940783075,0.140477081
1,16,0.8,0.6,150,500,0.285081387,0.658942433,5.948945697,0.116485666
1,8,0.8,0.6,150,500,0.25005579,0.616906026,2.484814652,0.154226506
1,32,0.4,0.4,300,150,0.212544918,0.712359202,13.8317917,0.0890449
1,32,0.6,0.4,300,150,0,0.71891885,14.14842268,0.089864856
1,64,0.8,0.8,150,500,0.48110795,0.806446246,98.60443617,0.071280451
1,16,0.2,0.8,150,500,0,0.658706506,5.935578427,0.116443959
1,8,0.2,0.8,150,500,0,0.618078227,2.491307728,0.154519557
1,32,0.8,0.4,300,150,0.181040049,0.760388674,20.16854671,0.095048584
1,32,0.2,0.6,300,150,0,0.737221473,15.62339951,0.092152684
1,8,0.4,0.8,150,500,0.272060633,0.618078227,2.491307728,0.154519557
1,16,0.6,0.8,300,500,0,0.68021639,6.137182894,0.120246406
1,16,0.4,0.8,150,500,0.330061674,0.658706506,5.935578427,0.116443959
1,8,0.8,0.6,300,500,0.487089396,0.565516626,1.964607111,0.141379157
1,32,0.4,0.6,300,150,0.175525665,0.737221473,15.62339951,0.092152684
1,4,0.2,0.2,300,500,0,0.502229085,0.742880973,0.177564796
1,64,0,0,50,300,0.23154521,0.782377415,62.09474189,0.069153047
1,32,0.6,0.6,300,150,0,0.737221473,15.62339951,0.092152684
1,8,0.6,0.8,150,500,0,0.618078227,2.491307728,0.154519557
1,16,0.6,0.8,150,500,0,0.658706506,5.935578427,0.116443959
1,64,0.2,0,50,300,0,0.822049105,140.879434,0.072659562
1,32,0.8,0.6,300,150,0.170049429,0.738806101,18.28442092,0.092350763
1,64,0.4,0,50,300,0.209077358,0.925046243,340.8943998,0.081763309
1,8,0.8,0.8,150,500,0.261565208,0.61817591,2.490772639,0.154543977
1,64,0.6,0,50,300,0,1.167370465,673.4745962,0.103181947
1,32,0.2,0.8,300,150,0,0.739329339,17.66574324,0.092416167
1,16,0.8,0.8,150,500,0.287563801,0.659662698,5.954027013,0.116612992
1,64,0.8,0,50,300,0.199535847,2.095533252,1057.209316,0.185220722
1,16,0.8,0.8,300,500,0.526128292,0.680123837,6.132342947,0.120230044
1,8,0.2,0.8,300,500,0,0.565800494,1.966214177,0.141450124
1,32,0.4,0.8,300,150,0.168540955,0.739329339,17.66574324,0.092416167
1,32,0.6,0.8,300,150,0,0.739329339,17.66574324,0.092416167
1,4,0.4,0.2,300,500,0.65513134,0.500288548,0.739435212,0.176878713
1,64,0,0,300,150,0.314080477,0.729528556,29.58033206,0.064481824
1,16,0,0,300,150,0.259080648,0.635594649,5.323424018,0.112358322
1,32,0.8,0.8,300,150,0.16705513,0.743170723,19.14140741,0.09289634
1,64,0.2,0,300,150,0,0.746424737,34.12122977,0.065975249
1,16,0.2,0,300,150,0,0.637744651,5.363001036,0.112738392
1,16,0.4,0,300,150,0.200551748,0.639818436,5.417093355,0.113104989
1,64,0.4,0,300,150,0.254550695,0.787252592,65.49281622,0.069583956
1,32,0,0,50,150,0.075525761,0.708547763,13.94087639,0.08856847
1,16,0.6,0,300,150,0,0.651959601,5.582464033,0.115251264
1,32,0.2,0,50,150,0,0.729800514,20.00821324,0.091225064
1,8,0.4,0.8,300,500,0.503623009,0.565800494,1.966214177,0.141450124
1,32,0.4,0,50,150,0.065519094,0.786835278,64.33131549,0.09835441
1,64,0.6,0,300,150,0,0.882199692,237.1304968,0.077976173
1,32,0.6,0,50,150,0,0.924695884,182.6632215,0.115586985
1,16,0.8,0,300,150,0.143518686,0.696386134,6.459105022,0.123104839
1,32,0.8,0,50,150,0.055519819,1.73540718,471.4555583,0.216925898
1,64,0.8,0,300,150,0.195555449,1.31318948,796.967852,0.116070648
1,4,0.6,0.2,300,500,0,0.50040571,0.737522864,0.176920135
1,64,0.2,0.2,50,300,0,0.8092112,100.9385682,0.071524841
1,32,0.2,0.2,50,150,0,0.71581383,16.59279017,0.089476729
1,32,0.4,0.2,50,150,0.070528269,0.757973846,33.04876193,0.094746731
