run,state,missing,Time,KL,Inaccuracy,agents,observations,imputed,imputed time,EM,EM time
0,64,0.6,0.093841553,910.4266892,0.135864783,50,150,0.32304839,8.205303669,0.087894982,32.84322238
0,16,0.6,0.584368944,5.632912954,0.114650098,300,500,0.314135728,227.8494375,0.17120439,896.8504224
0,8,0.6,0.554384232,2.89200213,0.162165727,300,500,0.328108429,218.8117328,0.241283604,862.092478
0,64,0.8,0.097774029,1134.590159,0.267432209,50,150,0.419583889,8.272427082,0.087940743,41.0664475
0,64,0,0.223570824,62.61847822,0.068752952,50,300,0.068752952,0.4776299,0.087801036,1.507718801
0,64,0.2,0.291218519,31.9659142,0.065867625,300,150,0.123711053,23.78558564,0.087808569,166.9251828
0,64,0.4,0.259180307,65.05177708,0.068853756,300,150,0.215826046,23.90503287,0.087859715,95.35849595
0,64,0.2,0.226948977,143.5002395,0.072515815,50,300,0.122446056,32.79473639,0.087712819,228.5621643
0,64,0.6,0.225733042,231.0189007,0.077291469,300,150,0.315247438,23.89475703,0.087816489,95.31586766
0,32,0.6,0.388434172,13.05789497,0.087432448,300,300,0.321634259,84.88964176,0.123505866,339.3499498
0,64,0.8,0.198447704,808.7828989,0.119961215,300,150,0.417148406,23.80656195,0.088194474,95.10683489
0,64,0,0.662170172,27.29491702,0.062792775,300,300,0.062792775,1.32841897,0.087744846,5.082903862
0,64,0.4,0.199412107,346.9840867,0.081947382,50,300,0.214997888,32.70008111,0.087786179,130.6708202
0,64,0.6,0.192121983,669.2240583,0.102915062,50,300,0.314973584,32.75014782,0.087982637,130.6621869
0,32,0.8,0.324807882,43.61317438,0.096422254,300,300,0.416009278,84.36992955,0.123785138,339.0807791
0,64,0.8,0.180944681,1067.784479,0.201960989,50,300,0.416066137,32.7895937,0.087994997,130.6885118
0,64,0,0.392105579,35.33528825,0.065403955,50,500,0.065403955,0.844321966,0.087751072,2.580862045
0,4,0.4,0.615998507,0.949430996,0.159062525,300,500,0.170243305,209.7630033,0.286869117,837.9925752
0,64,0.2,0.574867249,28.19662792,0.063663814,300,300,0.118981896,95.39041543,0.087792699,380.886096
0,8,0.8,0.456370831,2.887165716,0.162522342,300,500,0.410551428,211.6294742,0.244992971,847.1969905
0,16,0,0.05823946,5.75926717,0.117733148,50,150,0.117733148,0.13440299,0.170880648,0.501401901
0,16,0.8,0.494249344,6.114849331,0.118476103,300,500,0.410707172,220.5127437,0.171131983,880.3362665
0,32,0,0.084810495,15.55044621,0.090921921,50,150,0.090921921,0.176118612,0.123046354,0.597204447
0,16,0.2,0.053608418,6.203824423,0.120896969,50,150,0.152210418,4.411165953,0.170427935,17.65096974
0,32,0.2,0.07411623,19.27401284,0.094136604,50,150,0.136016105,5.70074296,0.123045047,28.42228508
0,16,0.4,0.047685385,5.887985325,0.116977205,50,150,0.226064444,4.383137226,0.17192025,17.71558857
0,16,0.6,0.043693066,8.695040611,0.1266697,50,150,0.321102832,4.425736427,0.170977129,17.63095284
0,32,0.4,0.064074039,70.42094427,0.10235751,50,150,0.221740976,5.633618355,0.123193609,22.55092978
0,16,0.8,0.037546873,103.8911089,0.161600796,50,150,0.409451456,4.410802841,0.172382735,17.54717946
0,16,0,0.115711451,5.657646455,0.115559577,50,300,0.115559577,0.266335964,0.171053788,0.984723091
0,32,0.6,0.059172392,200.4309985,0.120686202,50,150,0.313666546,5.636394978,0.123401968,22.51595736
0,32,0.8,0.056090117,475.7483167,0.212828356,50,150,0.412940001,5.695272446,0.123743728,22.61142135
0,32,0,0.163467407,13.54273674,0.087904918,50,300,0.087904918,0.345910788,0.122917698,1.162692785
0,16,0.2,0.108876705,5.714934835,0.11573335,50,300,0.150109273,17.53648567,0.170533595,69.87734866
0,64,0.2,0.379722834,56.17771846,0.068033388,50,500,0.121675116,90.269979,0.087743394,359.6817894
0,16,0.4,0.094782352,5.921199859,0.118362586,50,300,0.242092026,17.56010318,0.170549729,70.09906697
0,32,0.2,0.140871048,15.59349704,0.09131433,50,300,0.139137883,22.48927283,0.123064521,112.5260832
0,64,0.4,0.512387514,31.72332531,0.065416735,300,300,0.209040043,94.48575497,0.087776422,378.070606
0,16,0.6,0.086404562,6.00282423,0.118378424,50,300,0.316780453,17.36155248,0.173087277,69.56734419
0,32,0.4,0.13290143,19.21552658,0.092827685,50,300,0.220960104,22.4634428,0.123047474,112.4195397
0,16,0.8,0.077391386,42.48810569,0.148769143,50,300,0.424452518,17.49140072,0.171175151,70.04404593
0,32,0.6,0.124730349,82.79332143,0.104109631,50,300,0.320045493,22.55986595,0.123332272,89.20228386
0,64,0.4,0.334368229,157.6876122,0.073788778,50,500,0.214445887,89.97033978,0.08775091,357.9000342
0,32,0.8,0.113090277,329.0190931,0.139788467,50,300,0.408038003,22.25174665,0.124225493,88.90521765
0,32,0,0.247421503,12.49687024,0.085553527,50,500,0.085553527,0.55121088,0.122970291,1.896384478
0,64,0.6,0.460515022,77.98473604,0.07018429,300,300,0.306397968,94.55064273,0.087925714,375.3041005
0,4,0.6,0.515042305,0.931374223,0.156417392,300,500,0.18869993,207.5913353,0.329543155,826.9471269
0,64,0.6,0.306394577,461.8941745,0.089253616,50,500,0.311773027,88.94598961,0.087857993,355.3465939
0,32,0.2,0.235266685,12.67872555,0.086074285,50,500,0.135987866,61.65584087,0.123222726,491.9528837
0,64,0.8,0.388245106,523.1804743,0.092048258,300,300,0.406147721,93.21701288,0.088055672,374.2641842
0,64,0,1.056150675,26.77963336,0.062340707,300,500,0.062340707,2.167437792,0.087698446,8.239709377
0,64,0.8,0.303169966,967.8959211,0.150369922,50,500,0.413206984,89.5188899,0.087929936,355.7668984
0,64,0,0.190765619,38.55328216,0.06697121,150,150,0.06697121,0.409017563,0.087687989,1.448563576
0,32,0.4,0.214979649,13.88381576,0.089075181,50,500,0.220669456,61.5875845,0.123168951,246.0692749
0,64,0.2,0.17065835,70.57553398,0.06991449,150,150,0.123390956,14.1660099,0.087782503,141.6645377
0,64,0.4,0.156381607,193.8084252,0.075888582,150,150,0.216252737,14.16170955,0.087675885,56.58768654
0,64,0.6,0.146296263,533.3536502,0.092613352,150,150,0.311929529,14.1725266,0.087917256,70.82996488
0,32,0.6,0.200865507,27.87636471,0.095681893,50,500,0.315865328,61.62777829,0.123441896,245.914917
0,4,0.8,0.429723024,1.014401299,0.166757788,300,500,0.215011076,205.1320908,0.310838594,821.7073672
0,8,0,0.049086332,3.365759965,0.171329889,50,150,0.171329889,0.112312317,0.234522682,0.440841198
0,64,0.8,0.132018805,977.625351,0.154793583,150,150,0.413678282,14.18393683,0.087888715,56.55308318
0,8,0.2,0.043552876,3.434762167,0.172656227,50,150,0.176650352,3.755478382,0.233363944,18.7179389
0,8,0.4,0.03852725,3.457715688,0.174331183,50,150,0.249680408,3.712070227,0.235491526,14.89101696
0,8,0.6,0.034086943,3.553205068,0.177680765,50,150,0.303354858,3.713708878,0.237483774,14.88708305
0,8,0.8,0.030059576,4.88419649,0.197033171,50,150,0.417854872,3.709819317,0.239365174,14.85792494
0,32,0.8,0.186826706,248.09574,0.125057933,50,500,0.41875833,61.31574798,0.124025216,244.2790735
0,64,0.2,0.931994915,27.23907428,0.06273111,300,500,0.118144899,259.3681476,0.087816497,1815.745856
0,64,0.4,0.811795235,28.35861186,0.063812189,300,500,0.210958211,259.6511569,0.08785545,1036.898391
0,64,0.6,0.745645761,39.11860767,0.066109696,300,500,0.305603146,259.5052338,0.087856182,1038.242543
0,64,0.8,0.657623768,290.0220475,0.07987506,300,500,0.404368084,259.4576311,0.088022161,1037.047321
