run,agents,observations,states,loud,outliers,missing,Time,RFN,KL,Inaccuracy
0,300,150,8,maj,0.1,0.4,0.454964876,0.795038723,4.346804623,0.198759681
0,150,150,4,maj,0.2,0,0.250339031,0.715279999,1.357704032,0.252889669
0,300,500,4,min,0.1,0.2,1.315979242,0.868779853,2.390211155,0.307160063
0,50,150,4,maj,0.4,0.6,0.070167065,0.709790565,2.016077858,0.250948861
0,50,150,8,maj,0.3,0.2,0.08526969,0.767002672,3.782015077,0.191750668
0,50,150,16,maj,0.2,0.4,0.10430789,0.785929654,7.245772619,0.138934047
0,300,150,4,maj,0.1,0.6,0.425833702,0.763530386,1.27301811,0.269948757
0,50,500,16,min,0.1,0,0.409791708,0.792229113,6.841962422,0.140047644
0,50,300,4,maj,0.2,0.6,0.159939528,0.73727299,1.834030777,0.260665366
0,50,150,4,maj,0.4,0.8,0.066707373,0.71080997,2.073291628,0.251309275
0,150,150,8,min,0.2,0.4,0.190007448,0.798429725,4.260246211,0.199607431
0,50,150,8,maj,0.3,0.4,0.082166672,0.763478053,3.691786318,0.190869513
0,50,300,8,min,0.2,0,0.178487301,0.789981628,4.446840692,0.197495407
0,50,300,16,maj,0.1,0.6,0.222082138,0.780316491,7.406237246,0.137941771
0,50,150,16,maj,0.2,0.6,0.104739428,0.783731926,7.214993072,0.13854554
0,150,300,16,min,0.1,0.6,0.367072344,0.807429144,7.885509227,0.142734656
0,50,500,8,maj,0.1,0.4,0.307940722,0.758465075,4.040182133,0.189616269
0,150,300,8,maj,0.1,0.2,0.512074947,0.776671915,3.620598782,0.194167979
0,50,150,8,maj,0.3,0.6,0.082731485,0.771101756,3.782655591,0.192775439
0,150,500,8,min,0.1,0.4,0.612411499,0.776827665,3.613163095,0.194206916
0,150,150,4,maj,0.2,0.2,0.216113806,0.715947338,1.354775241,0.253125609
0,50,300,4,maj,0.2,0.8,0.150967121,0.735568373,1.825163266,0.260062692
0,50,150,16,maj,0.2,0.8,0.096853495,0.784096856,7.25391866,0.138610051
0,150,150,8,min,0.2,0.6,0.168509483,0.797667966,4.235910429,0.199416992
0,50,150,8,maj,0.3,0.8,0.080251932,0.774110852,3.813750159,0.193527713
0,150,500,4,min,0.1,0.8,0.430808544,0.809057074,2.190725566,0.286044872
0,300,300,4,min,0.1,0.8,0.509526014,0.72927332,1.846497107,0.257837055
0,50,300,8,min,0.2,0.2,0.164500237,0.789420953,4.468391214,0.197355238
0,150,300,4,maj,0.1,0.6,0.455376863,0.733574517,1.705313564,0.259357758
0,50,300,16,maj,0.1,0.8,0.206205845,0.778833859,7.367739605,0.137679676
0,300,300,8,min,0.1,0.6,0.606365442,0.765723382,3.605364975,0.191430845
0,300,150,8,maj,0.1,0.6,0.444828749,0.794955864,4.345812898,0.198738966
0,50,500,16,min,0.1,0.2,0.340041876,0.791427341,6.854043615,0.13990591
0,150,150,4,maj,0.2,0.4,0.211611986,0.715590196,1.355974715,0.25299934
0,50,150,4,min,0.5,0,0.081213236,0.728959186,2.015978182,0.257725992
0,150,150,8,min,0.2,0.8,0.149986982,0.806483733,4.363335977,0.201620933
0,50,300,8,min,0.2,0.4,0.148479939,0.787413036,4.39756778,0.196853259
0,50,500,8,maj,0.1,0.6,0.287860155,0.759156335,4.04363784,0.189789084
0,150,300,16,min,0.1,0.8,0.317492962,0.807386546,7.797155886,0.142727125
0,300,150,4,maj,0.1,0.8,0.414197683,0.763711569,1.27302898,0.270012815
0,50,150,4,min,0.5,0.2,0.075152636,0.732275637,2.043038413,0.258898534
0,150,500,16,min,0.1,0,0.859600544,0.815716205,8.053039507,0.144199615
0,50,150,4,min,0.5,0.4,0.069687128,0.726613813,2.013849917,0.256896777
0,50,300,8,min,0.2,0.6,0.139354229,0.793943995,4.536270376,0.198485999
0,150,150,4,maj,0.2,0.6,0.212611198,0.7187655,1.363054761,0.25412198
0,50,150,4,min,0.5,0.6,0.065738678,0.734870719,2.065428487,0.259816034
0,150,300,8,maj,0.1,0.4,0.466922045,0.77691094,3.621931543,0.194227735
0,150,150,8,maj,0.2,0,0.242179394,0.798187931,4.220162201,0.199546983
0,50,150,4,min,0.5,0.8,0.059122086,0.731466204,2.046990976,0.258612357
0,50,300,8,min,0.2,0.8,0.123368502,0.797632296,4.623650642,0.199408074
0,50,500,16,min,0.1,0.4,0.298317671,0.79120637,6.900698764,0.139866847
0,150,500,8,min,0.1,0.6,0.53407836,0.783250315,3.698072578,0.195812579
0,50,500,8,maj,0.1,0.8,0.296367168,0.759823825,4.052071966,0.189955956
0,50,150,4,maj,0.5,0,0.079739571,0.728959186,2.015978182,0.257725992
0,150,300,4,maj,0.1,0.8,0.447731018,0.734029495,1.70858181,0.259518617
0,50,500,4,min,0.2,0,0.283830643,0.88741797,2.672554707,0.313749632
0,300,150,8,maj,0.1,0.8,0.430691481,0.794929966,4.34521896,0.198732491
0,150,150,4,maj,0.2,0.8,0.213053942,0.719338216,1.365232715,0.254324465
0,50,150,8,min,0.4,0,0.09323144,0.74051426,3.162350401,0.185128565
0,50,150,4,maj,0.5,0.2,0.07517457,0.72723167,2.005076986,0.257115223
0,50,300,8,maj,0.2,0,0.179478884,0.789981628,4.446840692,0.197495407
0,150,150,8,maj,0.2,0.2,0.229161739,0.797387257,4.212693292,0.199346814
0,50,300,4,min,0.3,0,0.176547527,0.791330201,3.42285052,0.279777476
0,150,150,16,min,0.2,0,0.254731894,0.804802873,7.773620933,0.142270392
0,300,300,8,min,0.1,0.8,0.528506756,0.768384209,3.654390456,0.192096052
0,50,150,4,maj,0.5,0.4,0.073251486,0.726130671,1.989671966,0.256725961
0,50,150,8,min,0.4,0.2,0.082772017,0.73839387,3.128701374,0.184598468
0,300,500,8,min,0.1,0.2,1.40974164,0.818018827,4.280231409,0.204504707
0,150,300,16,maj,0.1,0,0.519986391,0.805563876,7.78484258,0.14240492
0,50,150,4,maj,0.5,0.6,0.067662001,0.728418837,2.008147321,0.25753495
0,50,500,16,min,0.1,0.6,0.300857544,0.802639389,7.197529791,0.141887939
0,50,150,8,min,0.4,0.4,0.077689648,0.739160869,3.098064661,0.184790217
0,50,500,4,min,0.2,0.2,0.242770195,0.890536381,2.674043795,0.314852157
0,150,500,4,maj,0.1,0,0.768295527,0.800918835,2.166041356,0.28316757
0,50,300,4,min,0.3,0.2,0.149947882,0.793686535,3.47326117,0.280610566
0,50,300,8,maj,0.2,0.2,0.179610252,0.789739391,4.434816715,0.197434848
0,50,150,4,maj,0.5,0.8,0.061221838,0.725007978,1.980647192,0.256329029
0,50,150,8,min,0.4,0.6,0.077753782,0.749935329,3.262645926,0.187483832
0,150,150,8,maj,0.2,0.4,0.218242168,0.797078304,4.192007862,0.199269576
0,150,300,8,maj,0.1,0.6,0.473963022,0.776739887,3.621345213,0.194184972
0,300,500,4,min,0.1,0.4,1.136445284,0.867152747,2.373996323,0.306584794
0,150,150,16,min,0.2,0.2,0.223731041,0.809656285,7.918817789,0.143128362
0,50,150,8,min,0.4,0.8,0.069266796,0.749918453,3.20031171,0.187479613
0,300,300,4,maj,0.1,0,0.899712801,0.736495283,1.882491174,0.260390404
0,50,300,4,min,0.3,0.4,0.131917238,0.786560432,3.338893687,0.278091108
0,300,150,4,min,0.2,0,0.457919598,0.896928017,3.416108813,0.317111942
0,150,500,8,min,0.1,0.8,0.47206831,0.782897622,3.741408806,0.195724405
0,50,300,8,maj,0.2,0.4,0.187138081,0.78851513,4.412905336,0.197128783
0,50,150,8,maj,0.4,0,0.086272955,0.74051426,3.162350401,0.185128565
0,50,500,4,min,0.2,0.4,0.23423171,0.889828828,2.737102636,0.314601999
0,50,500,16,min,0.1,0.8,0.259375334,0.818572886,7.985644636,0.14470461
0,150,500,16,min,0.1,0.2,0.747779846,0.820064985,8.144285851,0.144968378
0,50,150,16,min,0.3,0,0.11131072,0.792537662,7.696404122,0.140102189
0,50,300,4,min,0.3,0.6,0.128786325,0.782206936,3.248968487,0.276551914
0,150,150,8,maj,0.2,0.6,0.217669487,0.796502679,4.185666289,0.19912567
0,150,150,4,min,0.3,0,0.240332127,0.921946096,2.410960456,0.325957168
0,150,150,16,min,0.2,0.4,0.205628872,0.814730683,8.188098242,0.144025398
0,50,150,8,maj,0.4,0.2,0.086262465,0.738421469,3.178378562,0.184605367
0,50,150,16,min,0.3,0.2,0.097294331,0.803578536,8.186478344,0.142053958
0,50,300,8,maj,0.2,0.6,0.167961121,0.790656623,4.448490763,0.197664156
0,50,150,8,maj,0.4,0.4,0.082681417,0.736163423,3.1505944,0.184040856
0,50,300,4,min,0.3,0.8,0.11834383,0.776493711,3.154763309,0.274531984
0,50,500,4,min,0.2,0.6,0.199027061,0.884114471,2.743984706,0.312581669
0,50,150,16,min,0.3,0.4,0.092275858,0.799487559,7.925545837,0.141330769
0,150,300,16,maj,0.1,0.2,0.502593517,0.806072704,7.807714341,0.142494869
0,50,150,8,maj,0.4,0.6,0.078773737,0.739769158,3.196956657,0.184942289
0,150,150,16,min,0.2,0.6,0.194022655,0.81841883,8.256594135,0.144677376
0,150,150,8,maj,0.2,0.8,0.20805788,0.795608735,4.177510578,0.198902184
0,150,150,4,min,0.3,0.2,0.205557823,0.922897842,2.400942162,0.326293661
0,150,300,8,maj,0.1,0.8,0.458805084,0.77673437,3.618451128,0.194183593
0,50,150,8,maj,0.4,0.8,0.075191021,0.741222374,3.233257699,0.185305593
0,50,150,16,min,0.3,0.6,0.088735342,0.790864243,7.900717794,0.139806367
