run,agents,observations,states,loud,outliers,missing,Time,RFN,KL,Inaccuracy
0,150,300,32,maj,0.5,0.8,0.442631006,0.821080899,15.3332741,0.102635112
0,150,150,64,maj,0.5,0.2,0.367109537,0.850972614,49.6232822,0.075216063
0,50,500,64,min,0.2,0.6,0.660666466,0.895285586,179.6429327,0.079132814
0,150,500,32,maj,0.3,0.6,0.898741484,0.826657437,15.93857119,0.10333218
0,300,500,64,maj,0.1,0,1.969030142,0.828525335,28.48808175,0.073231985
0,150,150,64,maj,0.5,0.4,0.315071583,0.86355727,69.75172164,0.0763284
0,150,150,64,maj,0.5,0.6,0.297067881,0.877381473,87.97452733,0.077550299
0,300,500,32,maj,0.2,0.4,1.637929916,0.82359262,15.23309769,0.102949077
0,150,150,64,maj,0.5,0.8,0.297079325,0.88279521,103.7408439,0.07802881
0,50,500,64,min,0.2,0.8,0.677165508,0.940280279,303.7553615,0.08310982
0,300,500,4,min,0.5,0.8,1.15349865,0.724721395,1.553373487,0.256227706
0,150,500,32,maj,0.3,0.8,0.970448732,0.827625986,15.99848429,0.103453248
0,300,500,8,min,0.5,0,1.556629896,0.799345645,4.441375831,0.199836411
0,50,500,64,maj,0.2,0,0.662721395,0.847086059,39.3834606,0.074872537
0,50,500,32,min,0.5,0,0.439607859,0.800714333,14.50425954,0.100089292
0,300,500,32,maj,0.2,0.6,1.548947573,0.823482738,15.23917481,0.102935342
0,50,500,64,maj,0.2,0.2,0.675178289,0.849835908,41.55067349,0.075115592
0,300,500,64,maj,0.1,0.2,1.995049715,0.828938589,28.56722507,0.073268512
0,300,500,4,maj,0.5,0,1.393182516,0.722977991,1.54996017,0.25561132
0,300,300,64,min,0.2,0,1.126635075,0.837152638,30.74896829,0.073994538
0,50,500,32,min,0.5,0.2,0.442612648,0.804466498,14.67949127,0.100558312
0,300,500,8,min,0.5,0.2,1.388689518,0.799095372,4.438411818,0.199773843
0,50,500,64,maj,0.2,0.4,0.679691315,0.851300974,41.88504572,0.075245086
0,50,500,32,min,0.5,0.4,0.42810154,0.807240419,14.92301783,0.100905052
0,50,500,32,min,0.5,0.6,0.401600838,0.808863025,15.17812691,0.101107878
0,300,300,32,min,0.4,0,0.936729431,0.819132216,14.60144437,0.102391527
0,300,150,64,min,0.4,0,0.532126665,0.840402765,32.3316461,0.074281812
0,300,300,64,min,0.2,0.2,1.027250767,0.841908812,31.53366051,0.074414929
0,50,500,64,maj,0.2,0.6,0.656147242,0.854266746,44.94415126,0.075507226
0,300,500,32,maj,0.2,0.8,1.477886677,0.823386911,15.21472356,0.102923364
0,300,500,4,maj,0.5,0.2,1.325837374,0.722565893,1.545598072,0.255465621
0,50,500,32,min,0.5,0.8,0.398586035,0.809932857,15.16664401,0.101241607
0,300,500,16,min,0.4,0,1.462878227,0.805717026,7.868445348,0.142431993
0,300,500,8,min,0.5,0.4,1.257295847,0.799263108,4.441952169,0.199815777
0,300,150,64,min,0.4,0.2,0.515119553,0.842559639,33.33816268,0.074472454
0,300,500,64,maj,0.1,0.4,1.871277571,0.828966503,28.54335865,0.073270979
0,50,500,32,maj,0.5,0,0.435906172,0.800714333,14.50425954,0.100089292
0,50,500,64,maj,0.2,0.8,0.667464256,0.853741258,45.98473593,0.075460779
0,300,300,32,min,0.4,0.2,0.920510769,0.817705321,14.56876552,0.102213165
0,300,150,64,min,0.4,0.4,0.475401402,0.851044504,37.46831331,0.075222417
0,300,300,64,min,0.2,0.4,0.958541632,0.844053676,32.43539702,0.07460451
0,50,500,32,maj,0.5,0.2,0.421603441,0.802097845,14.60829997,0.100262231
0,50,300,64,min,0.4,0,0.381099224,0.85214762,79.13233026,0.07531992
0,300,500,4,maj,0.5,0.4,1.215085983,0.7228234,1.555513861,0.255556664
0,300,150,64,min,0.4,0.6,0.451122522,0.856485269,44.15495515,0.075703318
0,50,500,32,maj,0.5,0.4,0.40309,0.806392051,14.83573448,0.100799006
0,300,500,8,min,0.5,0.6,1.1735847,0.800785212,4.462675295,0.200196303
0,300,500,16,min,0.4,0.2,1.363111973,0.806358735,7.883691248,0.142545432
0,300,300,32,min,0.4,0.4,0.837721348,0.817427479,14.5194528,0.102178435
0,50,300,64,min,0.4,0.2,0.38109684,0.863808345,116.1106418,0.076350592
0,300,150,64,min,0.4,0.8,0.425600767,0.861139309,54.88177324,0.076114681
0,300,300,64,min,0.2,0.6,0.86619401,0.850067149,35.50927614,0.075136031
0,50,500,32,maj,0.5,0.6,0.398106337,0.805233551,14.98219458,0.100654194
0,50,300,64,min,0.4,0.4,0.365602493,0.882899283,159.6643585,0.078038009
0,50,500,32,maj,0.5,0.8,0.376601934,0.807113044,15.14984716,0.10088913
0,300,150,64,maj,0.4,0,0.521127462,0.840402765,32.3316461,0.074281812
0,300,500,64,maj,0.1,0.6,1.796450377,0.829604449,28.65464061,0.073327366
0,50,300,64,min,0.4,0.6,0.372585773,0.905702839,218.964588,0.080053577
0,300,300,32,min,0.4,0.6,0.780687094,0.822005098,14.80713116,0.102750637
0,300,500,4,maj,0.5,0.6,1.121779919,0.721533578,1.544955613,0.255100643
0,150,300,64,min,0.3,0,0.656157732,0.836010876,32.32317009,0.07389362
0,300,300,64,min,0.2,0.8,0.785201788,0.858298515,43.39337729,0.075863588
0,300,500,8,min,0.5,0.8,1.114788294,0.800009342,4.452431512,0.200002335
0,50,300,64,min,0.4,0.8,0.354598284,0.918416594,270.3995488,0.081177325
0,300,150,64,maj,0.4,0.2,0.493625641,0.841852305,33.01123219,0.074409934
0,300,500,16,min,0.4,0.4,1.24233532,0.804706313,7.837159751,0.142253323
0,150,300,64,min,0.3,0.2,0.585144043,0.839770235,35.08407469,0.074225903
0,300,300,32,min,0.4,0.8,0.719682217,0.821525018,14.75551306,0.102690627
0,50,300,64,maj,0.4,0,0.371101856,0.85214762,79.13233026,0.07531992
0,300,150,64,maj,0.4,0.4,0.473421812,0.845662319,33.91280337,0.074746695
0,300,500,4,maj,0.5,0.8,1.023055315,0.721822825,1.551709388,0.255202907
0,50,300,64,maj,0.4,0.2,0.389904022,0.861920937,100.7835695,0.076183767
0,150,300,64,min,0.3,0.4,0.572955847,0.852021338,39.88975935,0.075308758
0,300,300,64,maj,0.2,0,1.070583582,0.837152638,30.74896829,0.073994538
0,300,150,64,maj,0.4,0.6,0.460124016,0.848250108,34.85390756,0.074975425
0,50,300,64,maj,0.4,0.4,0.357578754,0.873710098,131.6621219,0.077225792
0,300,500,16,min,0.4,0.6,1.107582808,0.805142062,7.863257338,0.142330353
0,300,300,32,maj,0.4,0,0.88252902,0.819132216,14.60144437,0.102391527
0,300,500,8,maj,0.5,0,1.40965724,0.799345645,4.441375831,0.199836411
0,300,500,64,maj,0.1,0.8,1.794764042,0.829518572,28.62716061,0.073319776
0,300,150,64,maj,0.4,0.8,0.445102692,0.85206096,36.72977143,0.07531226
0,150,300,64,min,0.3,0.6,0.549656391,0.857802852,50.56307882,0.075819777
0,50,300,64,maj,0.4,0.6,0.366600037,0.875760991,154.3698368,0.077407067
0,50,300,64,maj,0.4,0.8,0.338099957,0.881754272,167.642132,0.077936803
0,150,500,32,min,0.4,0,0.839706659,0.815789881,14.49885165,0.101973735
0,150,300,64,min,0.3,0.8,0.527127266,0.863530658,68.69945754,0.076326048
0,300,300,64,maj,0.2,0.2,1.089782953,0.838668798,30.99934283,0.074128549
0,300,300,32,maj,0.4,0.2,0.91723156,0.817859065,14.57850686,0.102232383
0,300,500,16,min,0.4,0.8,1.027257681,0.802806716,7.805407958,0.141917518
0,150,300,64,maj,0.3,0,0.629100323,0.836010876,32.32317009,0.07389362
0,300,500,8,maj,0.5,0.2,1.304792404,0.79847992,4.427290724,0.19961998
0,150,500,32,min,0.4,0.2,0.807155132,0.817083769,14.61239664,0.102135471
0,300,300,32,maj,0.4,0.4,0.819151402,0.819869285,14.67076985,0.102483661
0,300,300,64,maj,0.2,0.4,1.026203156,0.839682505,31.22777999,0.074218149
0,150,300,64,maj,0.3,0.2,0.61965704,0.838958659,32.7372643,0.07415417
0,150,500,64,min,0.2,0,1.037726641,0.833374192,29.87692589,0.073660568
0,150,500,32,min,0.4,0.4,0.724185705,0.815693234,14.55817372,0.101961654
0,300,500,16,maj,0.4,0,1.410507917,0.805717026,7.868445348,0.142431993
0,300,300,32,maj,0.4,0.6,0.789392948,0.820546519,14.74826556,0.102568315
0,300,500,8,maj,0.5,0.4,1.184485912,0.799258081,4.43979376,0.19981452
0,150,300,64,maj,0.3,0.4,0.616778135,0.839282994,33.39486064,0.074182837
0,300,300,64,maj,0.2,0.6,1.034892321,0.839729694,31.24301494,0.07422232
0,150,500,32,min,0.4,0.6,0.75830555,0.815466474,14.63039595,0.101933309
0,150,500,64,min,0.2,0.2,1.095902205,0.838083552,30.8997603,0.07407682
0,150,300,64,maj,0.3,0.6,0.66214776,0.842906732,33.61439617,0.074503133
0,300,300,32,maj,0.4,0.8,0.798128366,0.821152064,14.7960629,0.102644008
0,150,500,32,min,0.4,0.8,0.699674845,0.817519368,14.68406721,0.102189921
0,300,500,8,maj,0.5,0.6,1.193733215,0.799136001,4.432642014,0.199784
0,300,500,16,maj,0.4,0.2,1.421297789,0.806744162,7.899886648,0.142613567
0,150,300,64,maj,0.3,0.8,0.584145069,0.845356682,34.43475309,0.07471968
0,300,300,64,maj,0.2,0.8,1.044751883,0.840937293,31.35659551,0.074329058
0,300,500,32,min,0.3,0,1.626030207,0.829018849,15.82850974,0.103627356
0,150,500,64,min,0.2,0.4,0.938232183,0.845584011,32.22824265,0.074739774
0,300,150,64,min,0.5,0,0.504635572,0.8353266,31.30472346,0.073833138
0,150,500,32,maj,0.4,0,0.85973525,0.815789881,14.49885165,0.101973735
0,300,500,8,maj,0.5,0.8,1.06629324,0.798868641,4.434802681,0.19971716
0,300,150,64,min,0.5,0.2,0.460632563,0.83930518,32.57172639,0.074184798
0,150,500,64,min,0.2,0.6,0.850152016,0.854677379,37.4901467,0.075543521
0,300,500,16,maj,0.4,0.4,1.260729313,0.806250561,7.872308747,0.14252631
0,300,500,32,min,0.3,0.2,1.311787605,0.829679568,15.84646854,0.103709946
0,150,500,32,maj,0.4,0.2,0.821653605,0.816312519,14.54056208,0.102039065
0,300,150,64,min,0.5,0.4,0.455545902,0.842473822,34.92057133,0.074464869
0,150,500,64,min,0.2,0.8,0.767714739,0.867474238,53.93470527,0.076674615
0,300,150,64,min,0.5,0.6,0.42462492,0.847214743,39.92563037,0.074883911
0,150,500,32,maj,0.4,0.4,0.770197392,0.817013521,14.62291552,0.10212669
0,300,150,64,min,0.5,0.8,0.359071493,0.848407242,41.76457018,0.074989314
0,300,500,16,maj,0.4,0.6,1.171926737,0.806740603,7.908982907,0.142612938
0,300,500,32,min,0.3,0.4,1.180616379,0.828909188,15.90309129,0.103613649
0,300,150,64,maj,0.5,0,0.445679665,0.8353266,31.30472346,0.073833138
0,150,500,64,maj,0.2,0,0.993800879,0.833374192,29.87692589,0.073660568
0,150,500,32,maj,0.4,0.6,0.733725548,0.819060827,14.72539316,0.102382603
0,300,150,64,maj,0.5,0.2,0.49511838,0.843498792,32.47341432,0.074555464
0,300,500,16,maj,0.4,0.8,1.11452508,0.807026355,7.901642268,0.142663452
0,300,150,64,maj,0.5,0.4,0.448363543,0.846319768,34.47163257,0.074804806
0,150,500,32,maj,0.4,0.8,0.699429035,0.819117964,14.73503782,0.102389746
0,300,500,32,min,0.3,0.6,1.160573959,0.826619611,15.66161636,0.103327451
0,300,300,32,min,0.5,0,0.842493296,0.823140343,15.21243553,0.102892543
0,150,500,64,maj,0.2,0.2,1.033028841,0.835478153,30.23868313,0.073846533
0,300,150,64,maj,0.5,0.6,0.4446311,0.848081481,37.72624546,0.074960521
0,50,300,64,min,0.5,0,0.375907183,0.847117641,65.35684341,0.074875329
0,300,150,64,maj,0.5,0.8,0.375351906,0.85437659,41.77025651,0.075516935
0,50,300,64,min,0.5,0.2,0.341541529,0.859747141,92.16140067,0.075991629
0,300,500,32,min,0.3,0.8,0.999008894,0.8319065,16.08455187,0.103988313
0,300,300,32,min,0.5,0.2,0.835956097,0.825337499,15.32751999,0.103167187
0,150,500,64,maj,0.2,0.4,0.981009483,0.836504907,30.33137469,0.073937287
0,50,300,64,min,0.5,0.4,0.31757617,0.869272942,131.8310352,0.076833599
0,50,500,64,min,0.3,0,0.56862998,0.83091961,35.49420391,0.073443611
0,50,300,64,min,0.5,0.6,0.320068598,0.875788248,163.0906055,0.077409476
0,300,300,32,min,0.5,0.4,0.756700754,0.825383314,15.3434254,0.103172914
0,50,300,64,min,0.5,0.8,0.338604212,0.890885665,205.4944618,0.078743912
0,50,500,64,min,0.3,0.2,0.582760811,0.840460763,48.49434126,0.074286938
0,150,500,64,maj,0.2,0.6,0.979844093,0.835222168,30.22548573,0.073823907
0,300,500,32,maj,0.3,0,1.348947525,0.829018849,15.82850974,0.103627356
0,50,300,64,maj,0.5,0,0.371198893,0.847117641,65.35684341,0.074875329
0,300,300,32,min,0.5,0.6,0.771806717,0.825863581,15.38032409,0.103232948
0,50,300,64,maj,0.5,0.2,0.365097523,0.859811277,90.27368852,0.075997298
0,50,500,64,min,0.3,0.4,0.580147505,0.854736179,68.50473135,0.075548719
0,50,300,64,maj,0.5,0.4,0.343080282,0.872409732,130.1552165,0.077110855
0,150,500,64,maj,0.2,0.8,0.985237598,0.835964452,30.33734272,0.073889517
0,50,500,64,min,0.3,0.6,0.526629925,0.862158771,120.0821646,0.076204789
0,300,300,32,min,0.5,0.8,0.733187199,0.82549238,15.38327138,0.103186548
0,50,300,64,maj,0.5,0.6,0.35709095,0.881794328,163.7057171,0.077940344
0,50,300,64,maj,0.5,0.8,0.314072132,0.890108164,194.0924349,0.07867519
0,300,500,32,maj,0.3,0.2,1.401840448,0.829123268,15.84597395,0.103640409
0,50,500,64,min,0.3,0.8,0.514621258,0.882438474,182.3577785,0.077997279
0,300,500,16,min,0.5,0,1.277814627,0.795818362,6.966169648,0.14068214
0,150,300,64,min,0.4,0,0.580643892,0.840405804,31.89302517,0.07428208
0,300,300,32,maj,0.5,0,0.867223501,0.823140343,15.21243553,0.102892543
0,300,300,64,min,0.3,0,0.937749624,0.82884471,29.33580824,0.073260214
0,50,500,64,maj,0.3,0,0.597149849,0.83091961,35.49420391,0.073443611
0,150,300,64,min,0.4,0.2,0.564636707,0.847276703,33.51744988,0.074889388
0,300,300,32,maj,0.5,0.2,0.788178921,0.824226877,15.30180185,0.10302836
0,50,500,64,maj,0.3,0.2,0.583149195,0.835151679,40.3119497,0.073817677
0,150,300,64,min,0.4,0.4,0.545142651,0.853638741,36.72269694,0.075451718
0,300,500,32,maj,0.3,0.4,1.323845148,0.828906543,15.82977002,0.103613318
0,300,500,16,min,0.5,0.2,1.24930048,0.795857944,6.973510694,0.140689137
0,300,300,64,min,0.3,0.2,0.886699677,0.830841024,29.79476346,0.073436665
0,50,500,64,maj,0.3,0.4,0.547617912,0.841978962,44.97371117,0.074421129
0,150,300,64,min,0.4,0.6,0.543126345,0.855438806,43.87304305,0.075610823
0,300,300,32,maj,0.5,0.4,0.781678915,0.823646344,15.26150227,0.102955793
0,300,500,64,min,0.2,0,1.647414923,0.829158355,29.01189392,0.073287937
0,300,300,64,min,0.3,0.4,0.863693714,0.833603,30.60102754,0.073680792
0,150,300,64,min,0.4,0.8,0.472610474,0.862560975,52.46248753,0.076240339
0,50,500,64,maj,0.3,0.6,0.564140797,0.845757634,48.85663047,0.07475512
0,300,500,16,min,0.5,0.4,1.09276247,0.796276484,6.965381774,0.140763125
0,300,500,32,maj,0.3,0.6,1.252784252,0.829799615,15.90861532,0.103724952
0,150,500,32,min,0.5,0,0.784681559,0.819928154,15.42994873,0.102491019
0,300,300,32,maj,0.5,0.6,0.683154345,0.823167215,15.24744106,0.102895902
0,150,300,64,maj,0.4,0,0.571133852,0.840405804,31.89302517,0.07428208
0,50,500,64,maj,0.3,0.8,0.564119339,0.846220671,51.14404672,0.074796047
0,300,300,64,min,0.3,0.6,0.733179808,0.835783165,32.19716769,0.073873493
0,300,300,32,maj,0.5,0.8,0.64766407,0.825015294,15.39939455,0.103126912
0,150,500,32,min,0.5,0.2,0.693163872,0.820186267,15.4822647,0.102523283
0,150,300,64,maj,0.4,0.2,0.515118599,0.843646936,32.53484018,0.074568559
0,300,500,16,min,0.5,0.6,1.0467453,0.795839551,6.952737663,0.140685886
0,300,500,32,maj,0.3,0.8,1.097249031,0.83015508,15.9281762,0.103769385
0,300,300,64,min,0.3,0.8,0.713159323,0.843023144,34.38355027,0.074513423
0,300,500,64,min,0.2,0.2,1.48883605,0.831214287,29.41871685,0.073469657
0,150,300,64,maj,0.4,0.4,0.497104883,0.848299819,33.78348175,0.074979819
0,150,500,32,min,0.5,0.4,0.653131962,0.821331726,15.56902722,0.102666466
0,150,300,64,maj,0.4,0.6,0.488610983,0.847234313,34.90837828,0.074885641
0,300,500,16,min,0.5,0.8,0.875197172,0.796874216,6.979682899,0.14086879
0,300,300,64,maj,0.3,0,0.856179237,0.82884471,29.33580824,0.073260214
0,150,500,32,min,0.5,0.6,0.593133688,0.820802179,15.6156289,0.102600272
0,150,300,64,maj,0.4,0.8,0.436125994,0.850441998,36.25045973,0.075169163
0,300,500,64,min,0.2,0.4,1.212773323,0.835036367,30.00089387,0.073807485
0,150,500,32,min,0.5,0.8,0.58363533,0.820546591,15.60376539,0.102568324
0,300,300,64,maj,0.3,0.2,0.834210634,0.831629232,29.60967771,0.073506334
0,300,500,16,maj,0.5,0,1.129769325,0.795818362,6.966169648,0.14068214
0,150,500,32,maj,0.5,0,0.652166605,0.819928154,15.42994873,0.102491019
0,300,500,64,min,0.2,0.6,1.207295656,0.837025417,30.61386629,0.073983294
0,300,300,64,maj,0.3,0.4,0.856683493,0.83120244,29.74908423,0.07346861
0,150,500,32,maj,0.5,0.2,0.662141562,0.821608495,15.50816836,0.102701062
0,300,500,16,maj,0.5,0.2,1.17627883,0.796387389,6.988215602,0.140782731
0,300,300,64,maj,0.3,0.6,0.788684607,0.832444968,29.84839494,0.073578435
0,150,500,32,maj,0.5,0.4,0.66515708,0.820005573,15.43554263,0.102500697
0,300,500,64,min,0.2,0.8,1.016729355,0.841189507,33.21677692,0.074351351
0,300,500,16,maj,0.5,0.4,1.003225803,0.796906066,7.018194719,0.140874421
0,150,500,32,maj,0.5,0.6,0.600636482,0.822501105,15.58060711,0.102812638
0,300,300,64,maj,0.3,0.8,0.767177582,0.834720751,30.08729877,0.073779588
0,150,500,32,maj,0.5,0.8,0.52814579,0.823593464,15.62198545,0.102949183
0,300,500,64,maj,0.2,0,1.412352324,0.829158355,29.01189392,0.073287937
0,300,500,16,maj,0.5,0.6,0.975749016,0.79641672,7.008661561,0.140787916
0,300,500,32,min,0.4,0,1.120777369,0.821402909,15.02880701,0.102675364
0,300,500,16,maj,0.5,0.8,0.853698015,0.796213978,6.994247166,0.140752076
0,300,500,64,maj,0.2,0.2,1.349812984,0.83026127,29.14576194,0.073385422
0,150,500,64,min,0.3,0,0.729666233,0.830870785,29.3341199,0.073439296
0,300,500,32,min,0.4,0.2,1.00574851,0.821025246,15.00254552,0.102628156
0,150,500,64,min,0.3,0.2,0.635162592,0.830453552,29.6422758,0.073402417
0,150,300,64,min,0.5,0,0.466624975,0.829400537,31.1552569,0.073309343
0,300,500,64,maj,0.2,0.4,1.170310736,0.830432783,29.21574744,0.073400582
0,150,300,64,min,0.5,0.2,0.415601492,0.832326351,31.9689281,0.073567951
0,150,500,64,min,0.3,0.4,0.645168781,0.837709281,31.08403121,0.074043739
0,300,500,32,min,0.4,0.4,0.97424984,0.819064537,14.92206998,0.102383067
0,150,300,64,min,0.5,0.4,0.402586699,0.833744559,32.86721209,0.073693304
0,150,300,64,min,0.5,0.6,0.39409852,0.835135389,34.44601132,0.073816237
0,150,500,64,min,0.3,0.6,0.729665279,0.843245154,33.17290365,0.074533046
0,300,500,32,min,0.4,0.6,0.880715609,0.819327361,14.96860362,0.10241592
0,300,500,64,maj,0.2,0.6,1.362336397,0.831503221,29.35333399,0.073495196
0,150,300,64,min,0.5,0.8,0.389598608,0.832814242,36.58339177,0.073611075
0,150,500,64,min,0.3,0.8,0.653165579,0.851146084,36.98324094,0.075231396
0,50,500,64,min,0.4,0,0.455616474,0.828739544,38.45743382,0.073250919
0,150,300,64,maj,0.5,0,0.442126513,0.829400537,31.1552569,0.073309343
0,300,500,32,min,0.4,0.8,0.845213413,0.818223744,14.88168444,0.102277968
0,50,500,64,min,0.4,0.2,0.425105572,0.835438657,46.93908214,0.073843042
0,150,300,64,maj,0.5,0.2,0.462601662,0.83646477,33.33346097,0.073933739
0,150,500,64,maj,0.3,0,0.750185966,0.830870785,29.3341199,0.073439296
0,300,500,64,maj,0.2,0.8,1.231298923,0.831756469,29.40093928,0.07351758
0,50,500,64,min,0.4,0.4,0.457102776,0.846228626,63.87218746,0.07479675
0,150,300,64,maj,0.5,0.4,0.499115944,0.839690186,34.51767391,0.074218828
0,300,300,64,min,0.4,0,0.845690012,0.830746137,29.99617624,0.073428278
0,50,500,64,min,0.4,0.6,0.379586935,0.864571919,86.77200423,0.076418083
0,300,500,32,maj,0.4,0,1.095259666,0.821402909,15.02880701,0.102675364
0,150,300,64,maj,0.5,0.6,0.371097326,0.848896154,40.54234005,0.075032528
0,150,500,64,maj,0.3,0.2,0.792677402,0.83256546,29.60323575,0.073589085
0,50,500,64,min,0.4,0.8,0.37309432,0.870504013,119.659155,0.076942411
0,150,300,64,maj,0.5,0.8,0.42007947,0.855597975,42.68727786,0.075624891
0,300,300,64,min,0.4,0.2,0.689646721,0.832191126,30.53649063,0.073555999
0,50,500,64,maj,0.4,0,0.40357852,0.828739544,38.45743382,0.073250919
0,150,500,64,maj,0.3,0.4,0.749158144,0.834222801,29.95741575,0.073735575
0,300,500,32,maj,0.4,0.2,1.026724815,0.822598799,15.1077883,0.10282485
0,50,500,64,maj,0.4,0.2,0.415582418,0.832757877,42.35046725,0.073606093
0,300,300,64,min,0.4,0.4,0.698148489,0.83560985,30.99924361,0.073858174
0,50,500,64,maj,0.4,0.4,0.423113108,0.834333756,50.02213097,0.073745382
0,150,500,64,maj,0.3,0.6,0.651651144,0.83562882,30.15224478,0.073859851
0,300,300,64,min,0.4,0.6,0.672635794,0.839513925,33.00114119,0.074203249
0,50,500,64,maj,0.4,0.6,0.388060331,0.843244293,57.02645004,0.07453297
0,300,500,32,maj,0.4,0.4,0.955682516,0.821987077,15.10993135,0.102748385
0,150,500,64,maj,0.3,0.8,0.701125622,0.834920404,30.10476466,0.073797235
0,50,500,64,maj,0.4,0.8,0.397573948,0.845338566,66.19325927,0.074718079
0,300,300,64,min,0.4,0.8,0.572116613,0.841600863,32.65158397,0.07438771
0,300,500,32,maj,0.4,0.6,0.905686378,0.825568241,15.26151798,0.10319603
0,300,300,64,maj,0.4,0,0.793165684,0.830746137,29.99617624,0.073428278
0,300,500,32,maj,0.4,0.8,0.893205643,0.824498903,15.2445979,0.103062363
0,300,300,64,maj,0.4,0.2,0.747679949,0.832498167,30.23133157,0.073583137
0,300,300,64,maj,0.4,0.4,0.66865015,0.832348289,30.2559314,0.07356989
0,300,300,64,maj,0.4,0.6,0.731647015,0.836702429,30.79194776,0.073954745
0,300,300,64,maj,0.4,0.8,0.735681295,0.836219441,30.83342933,0.073912055
0,300,500,32,min,0.5,0,1.017261744,0.823821599,15.20152206,0.1029777
0,300,500,64,min,0.3,0,1.220288277,0.829735666,29.64812495,0.073338964
0,300,500,32,min,0.5,0.2,0.967718363,0.823852724,15.20312905,0.102981591
0,300,500,64,min,0.3,0.2,1.160297155,0.828834709,29.74639713,0.07325933
0,300,500,32,min,0.5,0.4,0.888201714,0.826129302,15.3566681,0.103266163
0,50,500,64,min,0.5,0,0.427567244,0.837432544,37.30498236,0.074019279
0,50,500,64,min,0.5,0.2,0.391075611,0.843489996,43.21617188,0.074554687
0,150,500,64,min,0.4,0,0.756130695,0.835343646,31.15786182,0.073834645
0,300,500,64,min,0.3,0.4,1.074690819,0.83391701,30.3750417,0.073708547
0,300,500,32,min,0.5,0.6,0.864668369,0.825262047,15.2811524,0.103157756
0,50,500,64,min,0.5,0.4,0.409583807,0.853682118,53.89506342,0.075455552
0,300,300,64,min,0.5,0,0.727641582,0.825440964,28.78485379,0.072959363
0,50,500,64,min,0.5,0.6,0.402079105,0.858978431,64.937112,0.075923684
0,150,500,64,min,0.4,0.2,0.715139866,0.838867514,31.90023517,0.074146113
0,300,300,64,min,0.5,0.2,0.678640366,0.827086085,29.18311009,0.073104772
0,50,500,64,min,0.5,0.8,0.373579025,0.862634321,77.56257658,0.076246822
0,300,500,32,min,0.5,0.8,0.802158594,0.82472913,15.29933587,0.103091141
0,300,500,64,min,0.3,0.6,0.99819684,0.834027744,30.6710453,0.073718334
0,50,500,64,maj,0.5,0,0.397576571,0.837432544,37.30498236,0.074019279
0,150,500,64,min,0.4,0.4,0.692626238,0.84173504,32.50587046,0.074399569
0,300,300,64,min,0.5,0.4,0.653139591,0.830892799,29.75233431,0.073441242
0,50,500,64,maj,0.5,0.2,0.417090893,0.843600923,41.81517849,0.074564492
0,300,500,64,min,0.3,0.8,0.898236036,0.83461081,31.08226743,0.07376987
0,300,500,32,maj,0.5,0,0.982756853,0.823821599,15.20152206,0.1029777
0,150,500,64,min,0.4,0.6,0.594167709,0.844055407,33.34369988,0.074604663
0,50,500,64,maj,0.5,0.4,0.39811635,0.853896878,55.43394812,0.075474534
0,300,300,64,min,0.5,0.6,0.67366147,0.828625553,29.64083395,0.073240843
0,50,500,64,maj,0.5,0.6,0.373061895,0.861900926,69.83721197,0.076181999
0,150,500,64,min,0.4,0.8,0.60759449,0.848171229,34.46375831,0.074968453
0,300,300,64,min,0.5,0.8,0.605609179,0.830066747,30.12053697,0.073368228
0,300,500,32,maj,0.5,0.2,0.986682892,0.824410135,15.25253883,0.103051267
0,50,500,64,maj,0.5,0.8,0.414592028,0.866311352,81.1074939,0.076571829
0,300,500,64,maj,0.3,0,1.239230871,0.829735666,29.64812495,0.073338964
0,150,500,64,maj,0.4,0,0.711673021,0.835343646,31.15786182,0.073834645
0,300,300,64,maj,0.5,0,0.701655149,0.825440964,28.78485379,0.072959363
0,300,500,32,maj,0.5,0.4,0.894732475,0.824922402,15.28397927,0.1031153
0,150,500,64,maj,0.4,0.2,0.750684977,0.839483752,31.58292217,0.074200582
0,300,300,64,maj,0.5,0.2,0.771692991,0.827870238,29.18132484,0.073174082
0,300,500,64,maj,0.3,0.2,1.235306025,0.831085022,29.82470497,0.073458232
0,300,500,32,maj,0.5,0.6,0.823672295,0.825126811,15.27825399,0.103140851
0,150,500,64,maj,0.4,0.4,0.673649311,0.839602525,31.89459027,0.07421108
0,300,300,64,maj,0.5,0.4,0.609132767,0.832537959,29.83261791,0.073586655
0,150,500,64,maj,0.4,0.6,0.662645578,0.841943299,32.21520574,0.074417977
0,300,500,32,maj,0.5,0.8,0.808669329,0.825106531,15.31943134,0.103138316
0,300,300,64,maj,0.5,0.6,0.627636671,0.832152138,30.02631682,0.073552552
0,300,500,64,maj,0.3,0.4,1.15523982,0.83053983,29.8296789,0.073410043
0,150,500,64,maj,0.4,0.8,0.624659061,0.842429056,32.41499216,0.074460912
0,300,300,64,maj,0.5,0.8,0.571644783,0.837628982,30.50366162,0.074036642
0,300,500,64,maj,0.3,0.6,1.035770655,0.832046155,30.03543296,0.073543185
0,300,500,64,maj,0.3,0.8,1.03681159,0.833328003,30.16999191,0.073656485
0,150,500,64,min,0.5,0,0.652195215,0.832104434,30.10756651,0.073548336
0,150,500,64,min,0.5,0.2,0.631654739,0.832514968,30.37493949,0.073584622
0,150,500,64,min,0.5,0.4,0.611627579,0.835344124,31.03818945,0.073834687
