Scenario,states,missing,SS ratio,agents,observations,Inaccuracy
polarization,2,0.2,0.6,300,300,0.12826713
polarization,2,0.8,0,50,300,0.145642442
polarization,2,0.8,0.8,150,150,0.354905116
polarization,4,0,0,50,150,0.067232888
polarization,4,0.2,0,50,150,0.070043765
polarization,4,0.4,0,50,150,0.080031607
polarization,2,0.6,0.8,150,150,0.13508714
polarization,4,0.6,0,50,150,0.098726363
polarization,2,0.6,0.2,150,300,0.152477628
polarization,4,0.8,0,50,150,0.179607577
polarization,2,0.4,0.8,50,300,0.466840881
polarization,2,0.8,0.4,150,500,0.220749807
polarization,4,0,0,150,150,0.152643883
polarization,4,0.2,0.2,50,150,0.067162163
polarization,2,0.2,0.2,50,300,0.13528214
polarization,2,0.8,0.8,150,150,0.23529563
polarization,4,0.2,0,150,150,0.152901397
polarization,4,0.4,0.2,50,150,0.093012705
polarization,2,0,0,300,150,0.174062448
polarization,2,0.2,0.8,50,500,0.233273679
polarization,4,0.4,0,150,150,0.155742691
polarization,4,0.6,0.2,50,150,0.151595093
polarization,4,0.6,0,150,150,0.164017404
polarization,2,0.6,0.8,50,300,0.460130183
polarization,4,0.8,0,150,150,0.202434466
polarization,4,0.8,0.2,50,150,0.08432396
polarization,2,0.4,0.2,50,300,0.134333465
polarization,2,0.2,0,300,150,0.174405586
polarization,2,0,0,150,300,0.338872265
polarization,2,0.8,0.2,150,300,0.13257775
polarization,4,0.2,0.4,50,150,0.104754524
polarization,4,0.2,0.2,150,150,0.155351399
polarization,4,0.4,0.4,50,150,0.127944887
polarization,2,0.4,0,300,150,0.174825942
polarization,2,0.2,0,150,300,0.334914237
polarization,4,0.4,0.2,150,150,0.164194788
polarization,4,0.6,0.4,50,150,0.186555713
polarization,2,0.8,0.8,50,300,0.511754444
polarization,2,0.6,0.2,50,300,0.131746661
polarization,2,0.4,0.6,300,300,0.329054981
polarization,4,0.8,0.4,50,150,0.08475858
polarization,4,0.6,0.2,150,150,0.194577755
polarization,2,0.4,0.6,300,300,0.136576279
polarization,2,0.6,0,300,150,0.17515317
polarization,2,0.4,0,150,300,0.342702049
polarization,2,0,0,50,300,0.288532959
polarization,4,0.2,0.6,50,150,0.173829199
polarization,2,0.2,0,50,300,0.286733598
polarization,4,0.8,0.2,150,150,0.160214905
polarization,2,0.4,0,50,300,0.287244855
polarization,4,0.4,0.6,50,150,0.270072025
polarization,2,0.8,0,300,150,0.181820385
polarization,2,0.6,0,50,300,0.286153677
polarization,2,0.4,0.8,50,500,0.243016441
polarization,2,0.8,0.2,50,300,0.067992214
polarization,2,0.6,0,150,300,0.339572054
polarization,2,0.8,0,50,300,0.290084185
polarization,4,0.6,0.6,50,150,0.350266714
polarization,4,0.8,0.6,50,150,0.308310603
polarization,2,0.2,0.4,150,300,0.153623438
polarization,4,0.2,0.4,150,150,0.172735001
polarization,2,0.8,0,150,300,0.34176447
polarization,2,0.2,0.2,50,300,0.284803327
polarization,4,0.2,0.8,50,150,0.169872845
polarization,4,0.4,0.4,150,150,0.18752842
polarization,4,0.4,0.8,50,150,0.234347413
polarization,2,0.2,0.2,300,150,0.17116612
polarization,4,0.6,0.8,50,150,0.341150416
polarization,4,0.6,0.4,150,150,0.225630446
polarization,2,0.2,0.4,50,300,0.148566452
polarization,2,0.4,0.2,50,300,0.28498422
polarization,4,0.8,0.8,50,150,0.34584361
polarization,8,0,0,50,150,0.256794427
polarization,4,0.8,0.4,150,150,0.362359296
polarization,2,0.4,0.4,150,300,0.155548629
polarization,8,0.2,0,50,150,0.254032552
polarization,2,0.6,0.6,300,300,0.316621653
polarization,2,0.4,0.2,300,150,0.169711897
polarization,8,0.4,0,50,150,0.258207201
polarization,8,0.6,0,50,150,0.270716264
polarization,8,0.8,0,50,150,0.317345452
polarization,2,0.2,0.2,150,300,0.34305152
polarization,2,0.2,0.6,150,500,0.208292509
polarization,2,0.6,0.6,300,300,0.162701024
polarization,8,0.2,0.2,50,150,0.271464344
polarization,2,0.6,0.2,300,500,0.155698688
polarization,4,0.2,0.6,150,150,0.204318092
polarization,2,0.6,0.2,50,300,0.256183742
polarization,2,0.4,0.4,50,300,0.151778774
polarization,8,0.4,0.2,50,150,0.274734993
polarization,2,0.6,0.2,300,150,0.168673365
polarization,2,0.6,0.8,50,500,0.237780781
polarization,8,0.6,0.2,50,150,0.297890932
polarization,4,0.4,0.6,150,150,0.232007846
polarization,8,0.8,0.2,50,150,0.260396546
polarization,2,0.4,0.2,150,300,0.338336094
polarization,2,0.6,0.4,150,300,0.168076009
polarization,4,0.6,0.6,150,150,0.325568377
polarization,2,0.8,0.2,300,150,0.065671083
polarization,2,0.8,0.2,50,300,0.1528275
polarization,8,0.2,0.4,50,150,0.277186333
polarization,2,0.6,0.4,50,300,0.165596886
polarization,8,0.4,0.4,50,150,0.293413082
polarization,4,0.8,0.6,150,150,0.338659057
polarization,8,0.6,0.4,50,150,0.353170419
polarization,8,0.8,0.4,50,150,0.355306855
polarization,4,0.2,0.8,150,150,0.210903835
polarization,2,0.8,0.4,50,300,0.26012164
polarization,2,0.2,0.4,300,150,0.168858374
polarization,2,0.8,0.6,300,300,0.323459561
polarization,8,0.2,0.6,50,150,0.303811277
polarization,2,0.6,0.2,150,300,0.355919215
polarization,2,0.8,0.4,150,300,0.235306139
polarization,8,0.4,0.6,50,150,0.343277338
polarization,4,0.4,0.8,150,150,0.240764579
polarization,2,0.2,0.4,50,300,0.280493991
polarization,2,0.8,0.6,300,300,0.278814118
polarization,2,0.8,0.8,50,500,0.29216968
polarization,8,0.6,0.6,50,150,0.390248433
polarization,2,0.4,0.4,300,150,0.177705651
polarization,4,0.6,0.8,150,150,0.286993255
polarization,8,0.8,0.6,50,150,0.293832282
polarization,4,0.8,0.8,150,150,0.36121313
polarization,8,0.2,0.8,50,150,0.315150263
polarization,2,0.4,0.4,50,300,0.281080111
polarization,2,0.2,0.6,50,300,0.162152715
polarization,2,0.4,0.6,150,500,0.2059006
polarization,2,0.8,0.2,150,300,0.314341884
polarization,8,0.4,0.8,50,150,0.341625728
polarization,2,0.6,0.4,300,150,0.169678784
polarization,4,0,0,150,150,0.132605145
polarization,8,0.6,0.8,50,150,0.345655289
polarization,4,0.2,0,150,150,0.134197482
polarization,2,0,0,50,500,0.246619687
polarization,8,0.8,0.8,50,150,0.339787709
polarization,4,0.4,0,150,150,0.136799795
polarization,2,0.2,0.6,150,300,0.170377997
polarization,2,0.6,0.4,50,300,0.273227121
polarization,8,0,0,50,150,0.21688875
polarization,2,0.2,0,50,500,0.247765519
polarization,2,0.4,0.6,50,300,0.177396257
polarization,8,0.2,0,50,150,0.215805903
polarization,4,0.6,0,150,150,0.148936401
polarization,8,0.4,0,50,150,0.21971106
polarization,2,0.8,0.4,300,150,0.191575723
polarization,8,0.6,0,50,150,0.221212645
polarization,8,0.8,0,50,150,0.248050007
polarization,2,0.4,0,50,500,0.2425166
polarization,4,0.8,0,150,150,0.189479503
polarization,8,0.2,0.2,50,150,0.230461663
polarization,2,0.6,0,50,500,0.244039668
polarization,8,0.4,0.2,50,150,0.244557461
polarization,2,0.8,0,50,500,0.248776595
polarization,4,0.2,0.2,150,150,0.136388429
polarization,2,0.8,0.4,50,300,0.284478755
polarization,2,0.6,0.6,50,300,0.187561267
polarization,8,0.6,0.2,50,150,0.269533684
polarization,4,0.4,0.2,150,150,0.148334564
polarization,8,0.8,0.2,50,150,0.177900789
polarization,2,0.2,0.6,300,150,0.189885513
polarization,2,0.2,0.4,150,300,0.333982878
polarization,2,0.8,0.2,300,500,0.134300226
polarization,2,0.4,0.6,150,300,0.176519805
polarization,2,0.2,0.8,300,300,0.131046211
polarization,4,0.6,0.2,150,150,0.183194569
polarization,8,0.2,0.4,50,150,0.217694649
polarization,2,0.8,0.6,50,300,0.36001889
polarization,8,0.4,0.4,50,150,0.227413677
polarization,2,0.2,0.8,300,300,0.346620845
polarization,4,0.8,0.2,150,150,0.153714376
polarization,2,0.4,0.6,300,150,0.193392661
polarization,8,0.6,0.4,50,150,0.242578051
polarization,2,0.2,0.2,50,500,0.2386349
polarization,2,0.2,0.6,50,300,0.276049093
polarization,8,0.8,0.4,50,150,0.205608717
polarization,4,0.2,0.4,150,150,0.169421175
polarization,8,0.2,0.6,50,150,0.260476039
polarization,2,0.4,0.4,150,300,0.33745222
polarization,2,0.6,0.6,150,500,0.2087161
polarization,2,0.6,0.6,300,150,0.207881756
polarization,2,0.6,0.6,150,300,0.193903112
polarization,8,0.4,0.6,50,150,0.28024762
polarization,4,0.4,0.4,150,150,0.178805862
polarization,2,0.4,0.6,50,300,0.272803661
polarization,8,0.6,0.6,50,150,0.372856848
polarization,2,0.2,0.8,50,300,0.17703939
polarization,4,0.6,0.4,150,150,0.224444995
polarization,8,0.8,0.6,50,150,0.29585749
polarization,2,0.8,0.6,300,150,0.210560566
polarization,8,0.2,0.8,50,150,0.265357303
polarization,4,0.8,0.4,150,150,0.351995209
polarization,8,0.4,0.8,50,150,0.294411562
polarization,2,0.6,0.6,50,300,0.282011043
polarization,2,0.4,0.2,50,500,0.231886584
polarization,2,0.4,0.8,50,300,0.186863233
polarization,2,0.6,0.4,150,300,0.326817976
polarization,2,0.4,0.8,300,300,0.140388639
polarization,2,0.8,0.6,150,300,0.268346532
polarization,8,0.6,0.8,50,150,0.337033531
polarization,4,0.2,0.6,150,150,0.18743694
polarization,2,0.4,0.8,300,300,0.344855297
polarization,8,0.8,0.8,50,150,0.358275624
polarization,8,0,0,50,150,0.146615278
polarization,2,0.2,0.8,300,150,0.165126288
polarization,4,0.4,0.6,150,150,0.208663758
polarization,8,0.2,0,50,150,0.149336069
polarization,8,0.4,0,50,150,0.150282283
polarization,8,0.6,0,50,150,0.163399467
polarization,2,0.8,0.6,50,300,0.251569504
polarization,2,0.6,0.8,50,300,0.229423636
polarization,8,0.8,0,50,150,0.227986001
polarization,4,0.6,0.6,150,150,0.272402672
polarization,8,0.2,0.2,50,150,0.146160662
polarization,8,0.4,0.2,50,150,0.161150836
polarization,2,0.4,0.8,300,150,0.167384676
polarization,2,0.8,0.4,150,300,0.332644712
polarization,4,0.8,0.6,150,150,0.349281204
polarization,8,0.6,0.2,50,150,0.219062912
polarization,2,0.8,0.8,50,300,0.395358815
polarization,8,0.8,0.2,50,150,0.147281788
polarization,2,0.2,0.8,150,300,0.169060898
polarization,2,0.8,0.6,150,500,0.2361632
polarization,4,0.2,0.8,150,150,0.206615599
polarization,2,0.2,0.8,50,300,0.254197745
polarization,2,0.6,0.8,300,150,0.18375127
polarization,8,0.2,0.4,50,150,0.182456559
polarization,2,0.6,0.2,50,500,0.234764944
polarization,2,0,0,50,300,0.067592605
polarization,4,0.4,0.8,150,150,0.236315001
polarization,8,0.4,0.4,50,150,0.186521211
polarization,2,0.2,0,50,300,0.066540085
polarization,2,0.4,0,50,300,0.070589165
polarization,8,0.6,0.4,50,150,0.251257539
polarization,2,0.6,0.8,300,300,0.167256579
polarization,2,0.6,0,50,300,0.079783263
polarization,4,0.6,0.8,150,150,0.312800792
polarization,2,0.8,0,50,300,0.105984577
polarization,2,0.6,0.8,300,300,0.363871563
polarization,8,0.8,0.4,50,150,0.347564644
polarization,2,0.8,0.8,300,150,0.207954205
polarization,2,0.4,0.8,50,300,0.261655449
polarization,4,0.8,0.8,150,150,0.315024879
polarization,2,0.4,0.8,150,300,0.18263073
polarization,8,0.2,0.6,50,150,0.169418403
polarization,2,0.2,0.6,150,300,0.310087229
polarization,2,0.2,0.2,50,300,0.072856555
polarization,8,0.4,0.6,50,150,0.204987509
polarization,4,0,0,150,150,0.088176452
polarization,8,0.6,0.6,50,150,0.282473808
polarization,4,0.2,0,150,150,0.0897285
polarization,2,0,0,300,150,0.099259515
polarization,2,0.6,0.8,50,300,0.279942283
polarization,8,0.8,0.6,50,150,0.357302019
polarization,4,0.4,0,150,150,0.093924463
polarization,2,0.4,0.2,50,300,0.060671272
polarization,4,0.6,0,150,150,0.108091576
polarization,2,0.2,0,300,150,0.098021628
polarization,8,0.2,0.8,50,150,0.162245274
polarization,4,0.8,0,150,150,0.163078571
polarization,2,0.8,0.2,50,500,0.160310425
polarization,2,0.4,0.6,150,300,0.316341964
polarization,8,0.4,0.8,50,150,0.217942372
polarization,2,0.6,0.8,150,300,0.210627879
polarization,2,0.8,0.8,50,300,0.342493307
polarization,4,0.2,0.2,150,150,0.091271369
polarization,8,0.6,0.8,50,150,0.329781132
polarization,2,0.6,0.2,50,300,0.104191888
polarization,2,0.4,0,300,150,0.101400552
polarization,8,0.8,0.8,50,150,0.30969632
polarization,2,0,0,50,300,0.236668565
polarization,2,0.8,0.8,300,300,0.265833687
polarization,4,0.4,0.2,150,150,0.09989665
polarization,8,0,0,50,150,0.087613768
polarization,2,0.2,0,50,300,0.234953663
polarization,8,0.2,0,50,150,0.091504378
polarization,8,0.4,0,50,150,0.098297143
polarization,2,0.8,0.8,300,300,0.34710179
polarization,8,0.6,0,50,150,0.119287039
polarization,2,0.4,0,50,300,0.236480943
polarization,8,0.8,0,50,150,0.174139402
polarization,2,0.6,0,300,150,0.104573245
polarization,2,0.6,0,50,300,0.243966233
polarization,2,0.8,0,50,300,0.22123644
polarization,8,0.2,0.2,50,150,0.079922159
polarization,4,0.6,0.2,150,150,0.150618482
polarization,2,0.8,0.2,50,300,0.038814127
polarization,2,0.6,0.6,150,300,0.303832021
polarization,8,0.4,0.2,50,150,0.072281873
polarization,2,0.8,0.8,150,300,0.324667141
polarization,2,0.8,0,300,150,0.104795402
polarization,4,0.8,0.2,150,150,0.088104222
polarization,8,0.6,0.2,50,150,0.152977466
polarization,2,0.2,0.2,50,300,0.205057248
polarization,2,0.2,0.4,300,500,0.144610485
polarization,8,0.8,0.2,50,150,0.077642509
polarization,2,0.2,0.8,150,500,0.207388834
polarization,4,0.2,0.4,150,150,0.130968818
polarization,2,0,0,300,300,0.09299975
polarization,8,0.2,0.4,50,150,0.123063938
polarization,2,0,0,150,300,0.085057443
polarization,2,0.2,0.2,300,150,0.10050266
polarization,8,0.4,0.4,50,150,0.145837984
polarization,2,0.4,0.2,50,300,0.205624804
polarization,4,0.4,0.4,150,150,0.153363151
polarization,2,0.2,0.4,50,300,0.06375069
polarization,2,0.8,0.6,150,300,0.359495717
polarization,8,0.6,0.4,50,150,0.235107575
polarization,4,0.6,0.4,150,150,0.214569828
polarization,8,0.8,0.4,50,150,0.37392375
polarization,2,0.2,0,150,300,0.084785312
polarization,2,0,0,300,300,0.317519702
polarization,2,0.4,0.2,300,150,0.099676673
polarization,4,0.8,0.4,150,150,0.335066044
polarization,8,0.2,0.6,50,150,0.123373509
polarization,2,0.4,0.4,50,300,0.073227636
polarization,2,0.6,0.2,50,300,0.202674923
polarization,2,0.2,0.4,50,500,0.194608041
polarization,2,0.4,0,150,300,0.087599969
polarization,8,0.4,0.6,50,150,0.152888492
polarization,4,0.2,0.6,150,150,0.144313182
polarization,8,0.6,0.6,50,150,0.275128706
polarization,2,0.2,0,300,300,0.093792979
polarization,2,0.6,0.2,300,150,0.116553374
polarization,8,0.8,0.6,50,150,0.329846943
polarization,2,0.6,0,150,300,0.090101509
polarization,4,0.4,0.6,150,150,0.173739955
polarization,2,0.6,0.4,50,300,0.111783448
polarization,2,0.8,0.2,50,300,0.014167998
polarization,8,0.2,0.8,50,150,0.159154499
polarization,4,0.6,0.6,150,150,0.261531903
polarization,2,0.8,0,150,300,0.10987079
polarization,2,0.8,0.2,300,150,0.020946488
polarization,8,0.4,0.8,50,150,0.22689895
polarization,2,0.2,0.8,150,300,0.294470687
polarization,8,0.6,0.8,50,150,0.305456354
polarization,4,0.8,0.6,150,150,0.33263613
polarization,2,0.2,0,300,300,0.3183787
polarization,2,0.8,0.4,50,300,0.292090194
polarization,8,0.8,0.8,50,150,0.334109586
polarization,2,0.4,0.8,150,500,0.206965314
polarization,12,0,0,50,150,0.271942541
polarization,12,0.2,0,50,150,0.27514645
polarization,12,0.4,0,50,150,0.271154188
polarization,12,0.6,0,50,150,0.286843371
polarization,2,0.2,0.4,50,300,0.116955174
polarization,12,0.8,0,50,150,0.311398656
polarization,4,0.2,0.8,150,150,0.168420607
polarization,2,0.2,0.4,300,150,0.105789013
polarization,2,0.4,0,300,300,0.094709029
polarization,12,0.2,0.2,50,150,0.273937357
polarization,2,0.4,0.4,50,500,0.206446026
polarization,2,0.2,0.2,150,300,0.085017343
polarization,12,0.4,0.2,50,150,0.302769297
polarization,4,0.4,0.8,150,150,0.210343109
polarization,2,0.4,0.8,150,300,0.30626068
polarization,12,0.6,0.2,50,150,0.32470251
polarization,2,0.2,0.6,50,300,0.100907549
polarization,2,0.4,0.4,50,300,0.120271481
polarization,4,0.6,0.8,150,150,0.317781503
polarization,2,0.4,0.4,300,150,0.119380105
polarization,12,0.8,0.2,50,150,0.26302283
polarization,2,0.4,0,300,300,0.316541638
polarization,4,0.8,0.8,150,150,0.329636509
polarization,12,0.2,0.4,50,150,0.293641002
polarization,12,0.4,0.4,50,150,0.301347515
polarization,2,0.4,0.2,150,300,0.08387322
polarization,2,0.4,0.6,50,300,0.114263974
polarization,2,0.6,0.4,300,150,0.127165604
polarization,2,0.6,0.4,50,300,0.118036033
polarization,4,0,0,150,150,0.052227594
polarization,12,0.6,0.4,50,150,0.334568332
polarization,2,0.6,0.8,150,300,0.291347799
polarization,2,0.6,0,300,300,0.098243783
polarization,4,0.2,0,150,150,0.055825846
polarization,12,0.8,0.4,50,150,0.348257406
polarization,4,0.4,0,150,150,0.063492746
polarization,2,0.8,0.4,300,150,0.110430408
polarization,4,0.6,0,150,150,0.081895746
polarization,12,0.2,0.6,50,150,0.335420571
polarization,2,0.6,0.6,50,300,0.151744742
polarization,2,0.4,0.4,300,500,0.147563609
polarization,2,0.6,0.4,50,500,0.20978958
polarization,2,0.8,0.4,50,300,0.114074635
polarization,4,0.8,0,150,150,0.149182184
polarization,12,0.4,0.6,50,150,0.344433865
polarization,2,0.6,0.2,150,300,0.094170849
polarization,2,0.6,0,300,300,0.316171292
polarization,12,0.6,0.6,50,150,0.364337034
polarization,4,0.2,0.2,150,150,0.059564582
polarization,12,0.8,0.6,50,150,0.291857658
polarization,2,0.6,0.8,150,500,0.214724492
polarization,2,0.2,0.6,300,150,0.119778066
polarization,2,0.8,0.8,150,300,0.326634085
polarization,2,0.8,0.6,50,300,0.323503783
polarization,4,0.4,0.2,150,150,0.072750452
polarization,12,0.2,0.8,50,150,0.350923477
polarization,2,0.8,0,300,300,0.113403037
polarization,12,0.4,0.8,50,150,0.347646195
polarization,4,0.6,0.2,150,150,0.122114158
polarization,2,0.2,0.6,50,300,0.131807733
polarization,12,0.6,0.8,50,150,0.376473394
polarization,2,0.4,0.6,300,150,0.129927687
polarization,2,0.8,0.2,150,300,0.040452888
polarization,4,0.8,0.2,150,150,0.067953602
polarization,12,0.8,0.8,50,150,0.275579901
polarization,12,0,0,50,150,0.22768751
polarization,2,0,0,150,300,0.216885681
polarization,12,0.2,0,50,150,0.230574081
polarization,2,0.8,0,300,300,0.319061173
polarization,12,0.4,0,50,150,0.234245009
polarization,12,0.6,0,50,150,0.243560071
polarization,2,0.2,0.8,50,300,0.110855687
polarization,12,0.8,0,50,150,0.304645428
polarization,2,0.4,0.6,50,300,0.146948938
polarization,2,0.8,0.4,50,500,0.233186107
polarization,2,0.6,0.6,300,150,0.124876706
polarization,4,0.2,0.4,150,150,0.078365662
polarization,12,0.2,0.2,50,150,0.226101764
polarization,2,0.2,0,150,300,0.217566077
polarization,12,0.4,0.2,50,150,0.235808204
polarization,4,0.4,0.4,150,150,0.104434857
polarization,12,0.6,0.2,50,150,0.28192081
polarization,2,0.4,0.8,50,300,0.136938253
polarization,2,0.8,0.6,300,150,0.14955702
polarization,12,0.8,0.2,50,150,0.182286671
polarization,4,0.6,0.4,150,150,0.159741062
polarization,2,0.6,0.6,50,300,0.163165987
polarization,2,0.4,0,150,300,0.218572273
polarization,12,0.2,0.4,50,150,0.246948169
polarization,2,0.2,0.4,150,300,0.082239837
polarization,4,0.8,0.4,150,150,0.334319316
polarization,12,0.4,0.4,50,150,0.282834576
polarization,2,0.6,0,150,300,0.21336817
polarization,2,0.6,0.8,50,300,0.18312224
polarization,12,0.6,0.4,50,150,0.317819013
polarization,2,0.8,0.6,50,300,0.137699144
polarization,4,0.2,0.6,150,150,0.109268959
polarization,2,0.8,0.8,150,500,0.235618796
polarization,12,0.8,0.4,50,150,0.247237409
polarization,2,0.2,0.2,300,300,0.095355138
polarization,2,0.2,0.8,300,150,0.116531145
polarization,2,0.8,0,150,300,0.221327126
polarization,12,0.2,0.6,50,150,0.235819877
polarization,4,0.4,0.6,150,150,0.141619412
polarization,2,0.8,0.8,50,300,0.343674117
polarization,12,0.4,0.6,50,150,0.301452076
polarization,2,0.4,0.4,150,300,0.089819255
polarization,4,0.6,0.6,150,150,0.224179645
polarization,12,0.6,0.6,50,150,0.310785364
polarization,2,0.4,0.8,300,150,0.124545202
polarization,2,0.2,0.2,300,300,0.311187708
polarization,12,0.8,0.6,50,150,0.358695892
polarization,4,0,0,50,300,0.274465926
polarization,2,0.2,0.8,50,300,0.128863195
polarization,4,0.8,0.6,150,150,0.370662726
polarization,4,0.2,0,50,300,0.271798948
polarization,4,0.4,0,50,300,0.279372243
polarization,2,0.2,0.2,150,300,0.208642356
