run,agents,observations,states,Time,TVD,Norm Diff,loud,outliers,missing
0,50,300,16,0.0682823657989502,5.989768178959185,0.7013963704938689,min,0.1,0.8
0,50,150,8,0.03308248519897461,5.043219882320997,1.0568975310545006,maj,0.30000000000000004,0.4
0,50,150,16,0.0617828369140625,1.7960030877690463,0.17358241052490947,min,0.4,0.2
0,50,150,4,0.03507113456726074,1.5263827158487469,0.6421950765541741,maj,0.30000000000000004,0.4
0,150,150,8,0.08781599998474121,1.9756338038964891,0.4322475584632167,maj,0.1,0.6000000000000001
0,150,150,4,0.08722066879272461,0.4499114232570623,0.16073649451878638,maj,0.1,0.6000000000000001
0,50,300,8,0.06776690483093262,2.2536265609851136,0.5516784102862133,min,0.1,0.8
0,50,150,8,0.031072139739990234,4.351128780634897,1.06911720655885,maj,0.30000000000000004,0.6000000000000001
0,50,150,4,0.03208494186401367,0.933554823379295,0.4156432902425265,maj,0.30000000000000004,0.6000000000000001
0,50,300,16,0.0721893310546875,5.989768178959185,0.7013963704938689,maj,0.1,0.0
0,150,150,8,0.08530926704406738,2.4141955101672643,0.7001697296446029,maj,0.1,0.8
0,150,150,8,0.2221546173095703,0.32590753911452686,0.05989467582901389,min,0.2,0.0
0,150,150,4,0.0863037109375,0.15706298821672193,0.07847870354607404,maj,0.1,0.8
0,150,150,4,0.1950671672821045,0.15154565325528468,0.05606513943573964,min,0.2,0.0
0,50,150,16,0.05424332618713379,2.975512710457061,0.30980587203955856,min,0.4,0.4
0,50,300,8,0.06874680519104004,2.2536265609851136,0.5516784102862133,maj,0.1,0.0
0,50,150,8,0.03007197380065918,4.224895365641482,1.0644239720738686,maj,0.30000000000000004,0.8
0,50,150,8,0.07028365135192871,0.4060973261622106,0.07281109576445817,min,0.4,0.0
0,50,150,4,0.03017735481262207,0.8915752562090725,0.6171695415831113,maj,0.30000000000000004,0.8
0,50,150,4,0.06929683685302734,0.15965511341098448,0.05430559334052001,min,0.4,0.0
0,50,300,16,0.0706627368927002,5.639787523680612,0.610461519904873,maj,0.1,0.2
0,50,300,8,0.06679463386535645,1.9431201668938394,0.4731409133230317,maj,0.1,0.2
0,50,300,16,0.06630945205688477,5.169463656033022,0.5169913990805374,maj,0.1,0.4
0,50,150,16,0.04912900924682617,7.574459100172216,0.8915437440529853,min,0.4,0.6000000000000001
0,50,150,8,0.0636594295501709,0.49607358472952334,0.09011280598338908,min,0.4,0.2
0,50,300,4,0.06675553321838379,1.5711545381150849,0.6325486430809449,min,0.1,0.8
0,50,150,4,0.06215810775756836,0.18707411737501314,0.060894383408065564,min,0.4,0.2
0,50,300,8,0.06265878677368164,1.4138212899876637,0.32446649204200023,maj,0.1,0.4
0,50,300,16,0.06314277648925781,5.044792260707194,0.5117722445944072,maj,0.1,0.6000000000000001
0,50,300,4,0.0661468505859375,1.5711545381150849,0.6325486430809449,maj,0.1,0.0
0,50,150,16,0.04560661315917969,13.608043976693342,1.7877481184300232,min,0.4,0.8
0,50,300,8,0.06015467643737793,1.2814385041404102,0.2536954124505455,maj,0.1,0.6000000000000001
0,50,150,8,0.05565190315246582,0.9190295843777068,0.17827237587502445,min,0.4,0.4
0,50,150,4,0.05363774299621582,0.35746497632930097,0.12468168712014507,min,0.4,0.4
0,150,150,16,0.1750929355621338,0.9495523438617439,0.08786988740942517,min,0.2,0.2
0,50,300,16,0.0631401538848877,4.987841695842003,0.5112514632052364,maj,0.1,0.8
0,50,300,16,0.13595342636108398,0.9011765937634854,0.08266676600835272,min,0.2,0.0
0,50,300,4,0.06466054916381836,1.395914953206342,0.5593573464759725,maj,0.1,0.2
0,50,150,16,0.04412484169006348,13.608043976693342,1.7877481184300232,maj,0.4,0.0
0,50,300,8,0.061745643615722656,2.022660953091607,0.794755608387103,maj,0.1,0.8
0,50,300,8,0.13394927978515625,0.32919110552675246,0.062308285305227924,min,0.2,0.0
0,50,150,4,0.04725313186645508,1.088766887022097,0.4301364793186022,min,0.4,0.6000000000000001
0,50,150,8,0.04722237586975098,3.1080892570331926,0.649062193803587,min,0.4,0.6000000000000001
0,50,300,4,0.06779050827026367,0.917582069903632,0.36761422596803,maj,0.1,0.4
0,50,150,16,0.03959488868713379,13.587158544069764,1.7635707039160353,maj,0.4,0.2
0,50,150,16,0.03557634353637695,13.589884747730991,1.8003092151878506,maj,0.4,0.4
0,150,150,8,0.17408418655395508,0.3830074081727919,0.07055503476523191,min,0.2,0.2
0,50,300,4,0.06530451774597168,0.3687062724797743,0.153124056991281,maj,0.1,0.6000000000000001
0,50,150,4,0.050130367279052734,1.9198811909812286,0.7709352303879271,min,0.4,0.8
0,150,150,4,0.19571280479431152,0.17227538112872814,0.0643778372315853,min,0.2,0.2
0,50,150,8,0.043671607971191406,5.762900553637753,1.1963973657439704,min,0.4,0.8
0,50,150,16,0.031584739685058594,11.137271712802589,1.5431414543305197,maj,0.4,0.6000000000000001
0,50,300,4,0.058641910552978516,0.6837981906349208,0.5805564111420994,maj,0.1,0.8
0,50,300,4,0.1414625644683838,0.15227999901696643,0.05076455907845814,min,0.2,0.0
0,50,150,4,0.048235177993774414,1.9198811909812286,0.7709352303879271,maj,0.4,0.0
0,50,150,8,0.045746564865112305,5.762900553637753,1.1963973657439704,maj,0.4,0.0
0,50,150,16,0.028554677963256836,9.541015003730656,1.313825889970135,maj,0.4,0.8
0,50,150,16,0.06367826461791992,1.6070539676636248,0.15467823397301037,min,0.5,0.0
0,50,150,4,0.04058980941772461,1.8831484222859918,0.7515194124052688,maj,0.4,0.2
0,50,150,8,0.04322171211242676,5.688134167126181,1.1762728192384064,maj,0.4,0.2
0,50,150,16,0.06166648864746094,2.1603385650882476,0.21391524688680572,min,0.5,0.2
0,150,150,16,0.14446687698364258,1.6053794677107045,0.15224371849370957,min,0.2,0.4
0,50,150,4,0.0436100959777832,1.67127156398193,0.67225120520908,maj,0.4,0.4
0,50,150,8,0.03959250450134277,5.459543940042325,1.1933888404513178,maj,0.4,0.4
0,300,150,8,0.23227477073669434,0.9643785643172367,0.18996583669343287,min,0.1,0.6000000000000001
0,300,150,4,0.22327280044555664,0.3370602657984283,0.12729308743194032,min,0.1,0.6000000000000001
0,50,150,16,0.05598306655883789,3.7226671382247014,0.4076634561697902,min,0.5,0.4
0,50,150,4,0.030972957611083984,1.0133998637211552,0.44795657650213005,maj,0.4,0.6000000000000001
0,50,150,8,0.030577898025512695,5.4341548720688575,1.3120617635962293,maj,0.4,0.6000000000000001
0,50,300,16,0.1224069595336914,1.0673184072755648,0.09981262936920553,min,0.2,0.2
0,50,300,8,0.13387656211853027,0.36014669639086094,0.06907386541874326,min,0.2,0.2
0,50,150,16,0.06426525115966797,8.371031567903698,0.9601324151462094,min,0.5,0.6000000000000001
0,50,150,4,0.029072284698486328,0.46182171706178826,0.30519675127206514,maj,0.4,0.8
0,50,150,4,0.08221197128295898,0.3673602193529238,0.15588146864606076,min,0.5,0.0
0,50,150,8,0.0377047061920166,4.391807902545145,1.1126949938614494,maj,0.4,0.8
0,150,150,8,0.1428525447845459,0.5429571418234114,0.09910413844152745,min,0.2,0.4
0,50,150,8,0.0908505916595459,0.47900273389635983,0.08763119771518846,min,0.5,0.0
0,150,150,4,0.31209254264831543,0.25321196681241626,0.09867510566150162,min,0.2,0.4
0,50,150,16,0.05612993240356445,13.008415364224655,1.6291653688871008,min,0.5,0.8
0,50,150,4,0.10775518417358398,0.4634788804958335,0.1877435948780412,min,0.5,0.2
0,50,150,8,0.09144282341003418,0.6889539760539016,0.12995162115330755,min,0.5,0.2
0,50,500,16,0.16167020797729492,1.4158023079587583,0.14219925955012222,min,0.1,0.4
0,50,500,8,0.15399932861328125,0.4466070319492985,0.0846725710992804,min,0.1,0.4
0,50,150,16,0.04979372024536133,13.008415364224655,1.6291653688871008,maj,0.5,0.0
0,50,150,4,0.055144548416137695,0.7547815807100834,0.30513391583659977,min,0.5,0.4
0,50,300,4,0.1263108253479004,0.16045772549287832,0.052892846149949206,min,0.2,0.2
0,50,500,4,0.1726689338684082,0.16926165654382264,0.057557152495254386,min,0.1,0.4
0,50,150,8,0.0972137451171875,1.3164425370363506,0.2657534978643675,min,0.5,0.4
0,50,150,16,0.0431065559387207,12.908737773264285,1.6393603163459345,maj,0.5,0.2
0,150,150,16,0.12395143508911133,4.43655775322911,0.5054687410821759,min,0.2,0.6000000000000001
0,50,150,4,0.06477212905883789,1.4280043298659424,0.5706079625383084,min,0.5,0.6000000000000001
0,50,150,16,0.036083221435546875,11.959100149648524,1.5684281149283477,maj,0.5,0.4
0,50,150,8,0.05577230453491211,3.409402867999679,0.7131445288672481,min,0.5,0.6000000000000001
0,50,150,16,0.03106999397277832,10.634276708223407,1.479176221138404,maj,0.5,0.6000000000000001
0,50,150,4,0.09536981582641602,1.996688837074591,0.8126032504185271,min,0.5,0.8
0,150,150,8,0.1214287281036377,1.765609487493851,0.33937657004926636,min,0.2,0.6000000000000001
0,50,300,16,0.10385680198669434,1.9842376418601377,0.1931558821039318,min,0.2,0.4
0,50,150,8,0.08222293853759766,5.678008377352074,1.1220702718345201,min,0.5,0.8
0,50,150,16,0.029575824737548828,8.53962558263848,1.1240120407156888,maj,0.5,0.8
0,50,300,8,0.1018829345703125,0.5768327437479007,0.10493413375980726,min,0.2,0.4
0,300,150,16,0.4154489040374756,0.6082045518397002,0.0551859495593071,min,0.1,0.0
0,150,150,4,0.12900996208190918,0.6735959224600204,0.30542887690818643,min,0.2,0.6000000000000001
0,50,150,4,0.05163168907165527,1.996688837074591,0.8126032504185271,maj,0.5,0.0
0,50,150,8,0.04712963104248047,5.678008377352074,1.1220702718345201,maj,0.5,0.0
0,150,300,8,0.2794971466064453,0.41106032920933294,0.07470539114197829,min,0.1,0.4
0,50,150,4,0.04261469841003418,1.985252460641063,0.7981158711718913,maj,0.5,0.2
0,50,150,8,0.04370689392089844,5.747892405354124,1.136460821753028,maj,0.5,0.2
0,150,150,16,0.11092591285705566,11.937336011777791,1.5281029583826735,min,0.2,0.8
0,50,150,4,0.03625035285949707,1.7672793174771917,0.7002183579939174,maj,0.5,0.4
0,50,150,8,0.03808450698852539,5.697585914030157,1.0919121918713721,maj,0.5,0.4
0,150,150,16,0.10938358306884766,11.937336011777791,1.5281029583826735,maj,0.2,0.0
0,50,300,4,0.10085105895996094,0.23479797912446887,0.08298863743617821,min,0.2,0.4
0,300,300,8,0.6841237545013428,0.2587679039608601,0.049424179438303656,min,0.1,0.2
0,150,300,4,0.2928483486175537,0.21086811188127003,0.07429617557910528,min,0.1,0.4
0,300,300,4,0.6942367553710938,0.16995720491044297,0.05581119422660556,min,0.1,0.2
0,50,150,4,0.03270530700683594,1.3554936303480303,0.6234953333289376,maj,0.5,0.6000000000000001
0,50,150,8,0.03317904472351074,5.481483211483706,1.3727589187841545,maj,0.5,0.6000000000000001
0,150,300,16,0.286029577255249,1.1933693908473404,0.10970466331296819,min,0.1,0.4
0,300,150,8,0.19678807258605957,4.640967638830851,0.9197081265969985,min,0.1,0.8
0,300,150,4,0.19270110130310059,1.122589062613443,0.46253942838025675,min,0.1,0.8
0,150,150,16,0.10940146446228027,12.088563075169876,1.5255534639527903,maj,0.2,0.2
0,150,150,8,0.10990405082702637,5.1951499371222125,1.0275855951633261,min,0.2,0.8
0,50,150,8,0.026055335998535156,3.916132072455106,0.9734998019678834,maj,0.5,0.8
0,50,150,4,0.059261322021484375,0.6648785200919685,0.399032790901097,maj,0.5,0.8
0,300,150,8,0.21623492240905762,4.640967638830851,0.9197081265969985,maj,0.1,0.0
0,150,150,16,0.09383893013000488,12.058192043384448,1.3812090758502646,maj,0.2,0.4
0,150,150,4,0.1093740463256836,1.7689379389023463,0.7465074062819776,min,0.2,0.8
0,300,300,16,1.0974187850952148,0.6246190351395343,0.058429502544807485,min,0.1,0.0
0,150,150,8,0.14199376106262207,5.1951499371222125,1.0275855951633261,maj,0.2,0.0
0,300,150,4,0.2157275676727295,1.122589062613443,0.46253942838025675,maj,0.1,0.0
0,50,300,16,0.08275008201599121,5.24298191649523,0.6158477734776462,min,0.2,0.6000000000000001
0,300,500,16,1.9796161651611328,0.6009613147345794,0.057279939323713024,min,0.1,0.0
0,50,300,8,0.07981061935424805,1.706353677254815,0.3385285579599188,min,0.2,0.6000000000000001
0,300,150,8,0.18971991539001465,4.1979050728612615,0.8541583012680587,maj,0.1,0.2
0,150,150,16,0.08672738075256348,11.478641795291875,1.3838217469849476,maj,0.2,0.6000000000000001
0,150,150,8,0.1042790412902832,5.058593609048565,1.0121660948520848,maj,0.2,0.2
0,150,150,4,0.1189110279083252,1.7689379389023463,0.7465074062819776,maj,0.2,0.0
0,300,150,4,0.21070623397827148,0.8869181460440334,0.37016886476231653,maj,0.1,0.2
0,150,150,16,0.08835124969482422,10.519760637595958,1.3486607017398304,maj,0.2,0.8
0,150,150,16,0.20158147811889648,0.9223018446738204,0.08550682290024476,min,0.30000000000000004,0.0
0,300,150,8,0.18171072006225586,2.939496484643826,0.5977388278278287,maj,0.1,0.4
0,150,150,8,0.09021663665771484,4.337416690732165,0.8590097067693857,maj,0.2,0.4
0,150,150,4,0.11286473274230957,1.6519069999805236,0.7072863278403327,maj,0.2,0.2
0,300,150,4,0.34873342514038086,0.4665583304561857,0.19268124436197226,maj,0.1,0.4
0,300,150,8,0.17754793167114258,1.8588753277503913,0.36929350658016274,maj,0.1,0.6000000000000001
0,150,150,8,0.0918576717376709,2.905515597808897,0.5881506427637925,maj,0.2,0.6000000000000001
0,150,150,4,0.09678888320922852,1.2746357309013545,0.5691014704813236,maj,0.2,0.4
0,300,150,4,0.2002274990081787,0.2256362856261343,0.08251940614270918,maj,0.1,0.6000000000000001
0,50,300,4,0.07938718795776367,0.6559300762727204,0.2834211687412086,min,0.2,0.6000000000000001
0,300,150,8,0.18666982650756836,1.970455413142336,0.4518520281774281,maj,0.1,0.8
