Scenario,state,missing,agents,observations,inaccuracy
polarization,4,0.6,150,300,0.339572054
polarization,4,0.8,50,300,0.290084185
polarization,4,0.8,150,300,0.34176447
polarization,32,0,50,150,0.256794427
polarization,32,0.2,50,150,0.254032552
polarization,32,0.4,50,150,0.258207201
polarization,32,0.6,50,150,0.270716264
polarization,32,0.8,50,150,0.317345452
polarization,64,0,150,150,0.132605145
polarization,64,0.2,150,150,0.134197482
polarization,8,0,50,500,0.246619687
polarization,64,0.4,150,150,0.136799795
polarization,32,0,50,150,0.21688875
polarization,8,0.2,50,500,0.247765519
polarization,32,0.2,50,150,0.215805903
polarization,64,0.6,150,150,0.148936401
polarization,32,0.4,50,150,0.21971106
polarization,32,0.6,50,150,0.221212645
polarization,32,0.8,50,150,0.248050007
polarization,8,0.4,50,500,0.2425166
polarization,64,0.8,150,150,0.189479503
polarization,8,0.6,50,500,0.244039668
polarization,8,0.8,50,500,0.248776595
polarization,32,0,50,150,0.146615278
polarization,32,0.2,50,150,0.149336069
polarization,32,0.4,50,150,0.150282283
polarization,32,0.6,50,150,0.163399467
polarization,32,0.8,50,150,0.227986001
polarization,16,0,50,300,0.067592605
polarization,16,0.2,50,300,0.066540085
polarization,16,0.4,50,300,0.070589165
polarization,16,0.6,50,300,0.079783263
polarization,16,0.8,50,300,0.105984577
polarization,64,0,150,150,0.088176452
polarization,64,0.2,150,150,0.0897285
polarization,8,0,300,150,0.099259515
polarization,64,0.4,150,150,0.093924463
polarization,64,0.6,150,150,0.108091576
polarization,8,0.2,300,150,0.098021628
polarization,64,0.8,150,150,0.163078571
polarization,8,0.4,300,150,0.101400552
polarization,4,0,50,300,0.236668565
polarization,32,0,50,150,0.087613768
polarization,4,0.2,50,300,0.234953663
polarization,32,0.2,50,150,0.091504378
polarization,32,0.4,50,150,0.098297143
polarization,32,0.6,50,150,0.119287039
polarization,4,0.4,50,300,0.236480943
polarization,32,0.8,50,150,0.174139402
polarization,8,0.6,300,150,0.104573245
polarization,4,0.6,50,300,0.243966233
polarization,4,0.8,50,300,0.22123644
polarization,8,0.8,300,150,0.104795402
polarization,64,0,300,300,0.09299975
polarization,32,0,150,300,0.085057443
polarization,32,0.2,150,300,0.084785312
polarization,4,0,300,300,0.317519702
polarization,32,0.4,150,300,0.087599969
polarization,64,0.2,300,300,0.093792979
polarization,32,0.6,150,300,0.090101509
polarization,32,0.8,150,300,0.10987079
polarization,4,0.2,300,300,0.3183787
polarization,32,0,50,150,0.271942541
polarization,32,0.2,50,150,0.27514645
polarization,32,0.4,50,150,0.271154188
polarization,32,0.6,50,150,0.286843371
polarization,32,0.8,50,150,0.311398656
polarization,64,0.4,300,300,0.094709029
polarization,4,0.4,300,300,0.316541638
polarization,64,0,150,150,0.052227594
polarization,64,0.6,300,300,0.098243783
polarization,64,0.2,150,150,0.055825846
polarization,64,0.4,150,150,0.063492746
polarization,64,0.6,150,150,0.081895746
polarization,64,0.8,150,150,0.149182184
polarization,4,0.6,300,300,0.316171292
polarization,64,0.8,300,300,0.113403037
polarization,32,0,50,150,0.22768751
polarization,4,0,150,300,0.216885681
polarization,32,0.2,50,150,0.230574081
polarization,4,0.8,300,300,0.319061173
polarization,32,0.4,50,150,0.234245009
polarization,32,0.6,50,150,0.243560071
polarization,32,0.8,50,150,0.304645428
polarization,4,0.2,150,300,0.217566077
polarization,4,0.4,150,300,0.218572273
polarization,4,0.6,150,300,0.21336817
polarization,4,0.8,150,300,0.221327126
polarization,16,0,50,300,0.274465926
polarization,16,0.2,50,300,0.271798948
polarization,16,0.4,50,300,0.279372243
polarization,16,0.6,50,300,0.276801063
polarization,16,0.8,50,300,0.300244704
polarization,16,0,150,500,0.167270347
polarization,32,0,50,150,0.170805103
polarization,32,0.2,50,150,0.173679421
polarization,32,0.4,50,150,0.177360119
polarization,32,0.6,50,150,0.193873589
polarization,32,0.8,50,150,0.24309258
polarization,16,0.2,150,500,0.167914915
polarization,8,0,300,150,0.348281867
polarization,64,0,150,150,0.201066508
polarization,64,0.2,150,150,0.201196588
polarization,8,0.2,300,150,0.347535708
polarization,64,0.4,150,150,0.205009475
polarization,64,0.6,150,150,0.212583382
polarization,4,0,50,300,0.113848301
polarization,64,0.8,150,150,0.254082021
polarization,8,0.4,300,150,0.350442363
polarization,4,0.2,50,300,0.111429281
polarization,16,0.4,150,500,0.169386693
polarization,4,0.4,50,300,0.112340151
polarization,4,0.6,50,300,0.123507743
polarization,4,0.8,50,300,0.100625407
polarization,8,0.6,300,150,0.349215355
polarization,8,0.8,300,150,0.353720307
polarization,16,0.6,150,500,0.166120317
polarization,16,0.8,150,500,0.171767985
polarization,32,0,50,150,0.092322956
polarization,32,0.2,50,150,0.093563548
polarization,32,0.4,50,150,0.101400025
polarization,32,0.6,50,150,0.115730085
polarization,32,0.8,50,150,0.200656806
polarization,32,0,50,150,0.28411869
polarization,32,0.2,50,150,0.287565541
polarization,64,0,150,150,0.167182418
polarization,32,0.4,50,150,0.286779239
polarization,32,0.6,50,150,0.288864197
polarization,32,0.8,50,150,0.309763392
polarization,64,0.2,150,150,0.169368425
polarization,64,0.4,150,150,0.17102251
polarization,64,0.6,150,150,0.17850131
polarization,64,0.8,150,150,0.217058182
polarization,32,0,150,300,0.047499361
polarization,32,0,50,150,0.229612968
polarization,32,0.2,50,150,0.230539224
polarization,32,0.4,50,150,0.228466218
polarization,32,0.6,50,150,0.246861617
polarization,32,0.8,50,150,0.277659188
polarization,16,0,50,300,0.239164545
polarization,32,0.2,150,300,0.047777533
polarization,16,0.2,50,300,0.239709317
polarization,16,0.4,50,300,0.243042311
polarization,16,0.6,50,300,0.249326131
polarization,16,0.8,50,300,0.246138425
polarization,32,0.4,150,300,0.051548384
polarization,32,0.6,150,300,0.057874196
polarization,32,0.8,150,300,0.084625267
polarization,8,0,300,150,0.280142098
polarization,64,0,150,150,0.115150066
polarization,8,0,50,500,0.155391065
polarization,8,0.2,300,150,0.27935583
polarization,64,0.2,150,150,0.116294062
polarization,8,0.2,50,500,0.154522342
polarization,64,0.4,150,150,0.118427499
polarization,8,0.4,50,500,0.156772258
polarization,64,0.6,150,150,0.127464732
polarization,4,0,50,500,0.34571382
polarization,8,0.4,300,150,0.279253778
polarization,8,0.6,50,500,0.159249262
polarization,64,0.8,150,150,0.173671218
polarization,32,0,50,150,0.155710012
polarization,32,0.2,50,150,0.157404556
polarization,4,0.2,50,500,0.346924154
polarization,8,0.8,50,500,0.161266368
polarization,32,0.4,50,150,0.16147828
polarization,32,0.6,50,150,0.17346965
polarization,32,0.8,50,150,0.219663041
polarization,4,0.4,50,500,0.330923646
polarization,8,0.6,300,150,0.282716573
polarization,4,0.6,50,500,0.345187453
polarization,4,0.8,50,500,0.344087493
polarization,8,0.8,300,150,0.279288276
polarization,4,0,150,300,0.171180594
polarization,4,0.2,150,300,0.17035271
polarization,4,0.4,150,300,0.173340337
polarization,32,0,50,150,0.097542874
polarization,32,0.2,50,150,0.100164831
polarization,32,0.4,50,150,0.103155043
polarization,32,0.6,50,150,0.119546507
polarization,32,0.8,50,150,0.196634931
polarization,4,0.6,150,300,0.166355307
polarization,4,0.8,150,300,0.173793807
polarization,64,0,150,150,0.066718556
polarization,64,0.2,150,150,0.070930579
polarization,64,0.4,150,150,0.074747536
polarization,64,0.6,150,150,0.09073511
polarization,64,0.8,150,150,0.154744272
polarization,32,0,50,300,0.158500854
polarization,32,0.2,50,300,0.160503066
polarization,32,0.4,50,300,0.161232829
polarization,32,0.6,50,300,0.165724471
polarization,32,0.8,50,300,0.194774982
polarization,16,0,50,300,0.163029181
polarization,16,0.2,50,300,0.164886587
polarization,16,0.4,50,300,0.165927925
polarization,16,0.6,50,300,0.167995342
polarization,16,0.8,50,300,0.179706308
polarization,8,0,300,150,0.209302889
polarization,8,0.2,300,150,0.211088096
polarization,64,0,150,150,0.237056427
polarization,64,0.2,150,150,0.239389838
polarization,64,0.4,150,150,0.240188105
polarization,8,0.4,300,150,0.208961302
polarization,64,0.6,150,150,0.243654295
polarization,64,0.8,150,150,0.285558069
polarization,8,0.6,300,150,0.207743129
polarization,8,0.8,300,150,0.212739604
polarization,32,0,150,300,0.212779374
polarization,64,0,300,300,0.062181785
polarization,32,0.2,150,300,0.213061978
polarization,4,0,300,300,0.261092765
polarization,32,0.4,150,300,0.213383781
polarization,32,0.6,150,300,0.214657291
polarization,32,0.8,150,300,0.221952482
polarization,64,0.2,300,300,0.062388179
polarization,4,0.2,300,300,0.26060534
polarization,64,0,150,150,0.196120844
polarization,64,0.2,150,150,0.197767376
polarization,64,0.4,150,150,0.202052522
polarization,64,0.6,150,150,0.20584438
polarization,64,0.8,150,150,0.240209093
polarization,64,0.4,300,300,0.065145518
polarization,32,0,50,300,0.136194294
polarization,32,0.2,50,300,0.137720414
polarization,4,0.4,300,300,0.260845568
polarization,32,0.4,50,300,0.139472499
polarization,32,0.6,50,300,0.149314059
polarization,32,0.8,50,300,0.186428185
polarization,64,0.6,300,300,0.067807912
polarization,4,0.6,300,300,0.258679997
polarization,16,0,50,300,0.097175879
polarization,16,0.2,50,300,0.096860826
polarization,16,0.4,50,300,0.100601521
polarization,16,0.6,50,300,0.104154644
polarization,16,0.8,50,300,0.121021146
polarization,64,0.8,300,300,0.089575718
polarization,4,0.8,300,300,0.260845026
polarization,4,0,150,300,0.129953192
polarization,4,0.2,150,300,0.129720942
polarization,4,0.4,150,300,0.12795645
polarization,8,0,300,150,0.125154271
polarization,4,0.6,150,300,0.126074592
polarization,8,0.2,300,150,0.125859813
polarization,4,0.8,150,300,0.125872804
polarization,64,0,150,150,0.137297636
polarization,64,0.2,150,150,0.138145143
polarization,64,0.4,150,150,0.147187542
polarization,8,0.4,300,150,0.124923803
polarization,64,0.6,150,150,0.147230043
polarization,64,0.8,150,150,0.187286955
polarization,8,0.6,300,150,0.123094515
polarization,8,0.8,300,150,0.125125957
polarization,8,0,50,500,0.102531481
polarization,8,0.2,50,500,0.101368517
polarization,64,0,150,150,0.079427371
polarization,8,0.4,50,500,0.104361337
polarization,64,0.2,150,150,0.081598829
polarization,8,0.6,50,500,0.09991636
polarization,64,0.4,150,150,0.086517799
polarization,8,0.8,50,500,0.11355471
polarization,64,0.6,150,150,0.099133333
polarization,32,0,50,300,0.090468916
polarization,64,0.8,150,150,0.156236583
polarization,32,0.2,50,300,0.093876058
polarization,32,0.4,50,300,0.09539536
polarization,32,0.6,50,300,0.103849512
polarization,32,0.8,50,300,0.144526976
polarization,4,0,50,500,0.26589295
polarization,4,0.2,50,500,0.267505203
polarization,4,0.4,50,500,0.263290497
polarization,4,0.6,50,500,0.265671388
polarization,4,0.8,50,500,0.279914805
polarization,16,0,50,300,0.313314637
polarization,16,0.2,50,300,0.306238473
polarization,16,0.4,50,300,0.312791644
polarization,16,0.6,50,300,0.315546644
polarization,16,0.8,50,300,0.312204828
polarization,16,0,150,500,0.116359164
polarization,32,0,150,300,0.173372315
polarization,16,0.2,150,500,0.115801016
polarization,32,0.2,150,300,0.173579474
polarization,32,0.4,150,300,0.174311392
polarization,32,0,300,500,0.129377069
polarization,8,0,300,300,0.275442891
polarization,64,0,150,150,0.25629377
polarization,32,0.6,150,300,0.177479155
polarization,16,0.4,150,500,0.116805133
polarization,64,0.2,150,150,0.259588439
polarization,64,0.4,150,150,0.257809098
polarization,64,0.6,150,150,0.264542042
polarization,32,0.8,150,300,0.183607029
polarization,64,0.8,150,150,0.308676802
polarization,16,0.6,150,500,0.119000458
polarization,8,0.2,300,300,0.274857814
polarization,16,0.8,150,500,0.122807844
polarization,8,0.4,300,300,0.274864297
polarization,32,0.2,300,500,0.129417613
polarization,8,0.6,300,300,0.282978988
polarization,8,0.8,300,300,0.279079319
polarization,4,0,150,500,0.371754259
polarization,32,0.4,300,500,0.130610133
polarization,64,0,150,150,0.208934959
polarization,64,0.2,150,150,0.210911848
polarization,32,0,50,300,0.050054613
polarization,32,0.2,50,300,0.052921556
polarization,64,0.4,150,150,0.213583027
polarization,32,0.4,50,300,0.06111509
polarization,32,0.6,50,300,0.078512333
polarization,64,0.6,150,150,0.218207031
polarization,32,0.8,50,300,0.128873274
polarization,64,0.8,150,150,0.250956463
polarization,4,0.2,150,500,0.370895799
polarization,4,0.4,150,500,0.370852709
polarization,16,0,50,300,0.273168952
polarization,16,0.2,50,300,0.273437107
polarization,16,0.4,50,300,0.270343582
polarization,16,0.6,50,300,0.265992316
polarization,16,0.8,50,300,0.294993862
polarization,4,0.6,150,500,0.371030718
polarization,32,0.6,300,500,0.130466966
polarization,4,0.8,150,500,0.379396893
polarization,32,0.8,300,500,0.137985572
polarization,64,0,150,150,0.137361356
polarization,64,0.2,150,150,0.138904795
polarization,64,0.4,150,150,0.139874075
polarization,64,0.6,150,150,0.149828508
polarization,64,0.8,150,150,0.188341604
polarization,32,0,50,300,0.218406615
polarization,32,0.2,50,300,0.216296469
polarization,32,0.4,50,300,0.219067886
polarization,32,0.6,50,300,0.225314231
polarization,32,0.8,50,300,0.255106134
polarization,32,0,150,300,0.12166159
polarization,64,0,150,150,0.081980829
polarization,4,0,300,300,0.169234848
polarization,64,0.2,150,150,0.084756647
polarization,32,0.2,150,300,0.121342169
polarization,64,0.4,150,150,0.089585093
polarization,64,0.6,150,150,0.102972405
polarization,64,0.8,150,150,0.157054874
polarization,64,0,300,300,0.034689161
polarization,32,0.4,150,300,0.12513595
polarization,32,0.6,150,300,0.125294991
polarization,16,0,50,300,0.199616776
polarization,16,0.2,50,300,0.199564638
polarization,16,0.4,50,300,0.205268273
polarization,4,0.2,300,300,0.169052209
polarization,16,0.6,50,300,0.203291635
polarization,16,0.8,50,300,0.208237686
polarization,32,0.8,150,300,0.136060177
polarization,64,0.2,300,300,0.036364552
polarization,4,0.4,300,300,0.168038746
polarization,64,0.4,300,300,0.0384877
polarization,4,0.6,300,300,0.170502775
polarization,64,0.6,300,300,0.046492954
polarization,4,0.8,300,300,0.16854254
polarization,8,0,50,500,0.320898709
polarization,64,0.8,300,300,0.074916069
polarization,8,0.2,50,500,0.3176619
polarization,8,0.4,50,500,0.321723473
polarization,64,0,150,150,0.25846976
polarization,8,0.6,50,500,0.314340642
polarization,64,0.2,150,150,0.256927786
polarization,8,0.8,50,500,0.332431366
polarization,64,0.4,150,150,0.262324576
polarization,64,0.6,150,150,0.259035197
polarization,64,0.8,150,150,0.302425485
polarization,4,0,50,500,0.238051931
polarization,4,0.2,50,500,0.239354491
polarization,4,0.4,50,500,0.241357321
polarization,4,0.6,50,500,0.237003157
polarization,4,0.8,50,500,0.237645766
polarization,32,0,50,300,0.173520711
polarization,32,0.2,50,300,0.176049933
polarization,32,0.4,50,300,0.176833993
polarization,32,0.6,50,300,0.179681892
polarization,32,0.8,50,300,0.217279604
polarization,64,0,150,150,0.209050421
polarization,64,0.2,150,150,0.207178996
polarization,64,0.4,150,150,0.212239051
polarization,64,0.6,150,150,0.216614484
polarization,64,0.8,150,150,0.257400055
polarization,16,0,50,300,0.111391558
polarization,16,0.2,50,300,0.11362512
polarization,16,0.4,50,300,0.111419707
polarization,16,0.6,50,300,0.120126752
polarization,16,0.8,50,300,0.141782843
polarization,64,0,150,150,0.143297208
polarization,64,0.2,150,150,0.146500831
polarization,64,0.4,150,150,0.150385149
polarization,64,0.6,150,150,0.154554196
polarization,64,0.8,150,150,0.193274121
polarization,32,0,150,300,0.063867952
polarization,32,0.2,150,300,0.062854851
polarization,8,0,300,300,0.230361293
polarization,32,0.4,150,300,0.066325807
polarization,32,0.6,150,300,0.073092173
polarization,32,0.8,150,300,0.090862617
polarization,8,0.2,300,300,0.228934905
polarization,8,0.4,300,300,0.23136293
polarization,32,0,50,300,0.115641642
polarization,32,0.2,50,300,0.117109315
polarization,32,0.4,50,300,0.118519633
polarization,32,0.6,50,300,0.129647789
polarization,32,0.8,50,300,0.167483387
polarization,8,0.6,300,300,0.235278211
polarization,64,0,150,150,0.085300334
polarization,64,0.2,150,150,0.086371032
polarization,16,0,50,500,0.209291403
polarization,8,0.8,300,300,0.231696238
polarization,64,0.4,150,150,0.089656589
polarization,64,0.6,150,150,0.102576278
polarization,16,0.2,50,500,0.209268685
polarization,64,0.8,150,150,0.162576079
polarization,16,0.4,50,500,0.207804331
polarization,16,0.6,50,500,0.208161255
polarization,16,0.8,50,500,0.214430003
polarization,16,0,150,500,0.063869264
polarization,16,0.2,150,500,0.064055304
polarization,16,0.4,150,500,0.064193304
polarization,16,0.6,150,500,0.065107067
polarization,64,0,150,150,0.250492588
polarization,64,0.2,150,150,0.253509449
polarization,64,0.4,150,150,0.248020509
polarization,64,0.6,150,150,0.276056163
polarization,64,0.8,150,150,0.327573512
polarization,16,0.8,150,500,0.072684982
polarization,32,0,50,300,0.067923671
polarization,32,0.2,50,300,0.069911583
polarization,32,0.4,50,300,0.073554103
polarization,32,0.6,50,300,0.084709234
polarization,32,0.8,50,300,0.136986491
polarization,4,0,150,500,0.310478023
polarization,8,0,50,500,0.289257141
polarization,8,0.2,50,500,0.288056355
polarization,64,0,150,150,0.210885688
polarization,8,0.4,50,500,0.290891131
polarization,64,0.2,150,150,0.213369536
polarization,8,0.6,50,500,0.288299823
polarization,64,0.4,150,150,0.215327889
polarization,8,0.8,50,500,0.305431873
polarization,64,0.6,150,150,0.221393269
polarization,64,0.8,150,150,0.264507519
polarization,4,0.2,150,500,0.309496706
polarization,4,0.4,150,500,0.310560599
polarization,32,0,150,300,0.268070932
polarization,4,0,50,500,0.129067215
polarization,32,0.2,150,300,0.266832974
polarization,4,0,300,500,0.356911632
polarization,4,0.2,50,500,0.127870424
polarization,4,0.6,150,500,0.311627155
polarization,4,0.4,50,500,0.129314935
polarization,32,0.4,150,300,0.268889294
polarization,4,0.6,50,500,0.123256587
polarization,4,0.8,50,500,0.140510069
polarization,64,0,300,300,0.155155919
polarization,32,0.6,150,300,0.274169737
polarization,4,0.8,150,500,0.306450837
polarization,32,0.8,150,300,0.285983806
polarization,64,0.2,300,300,0.154866742
polarization,4,0.2,300,500,0.356725703
polarization,64,0.4,300,300,0.155606003
polarization,64,0,150,150,0.141873151
polarization,64,0.2,150,150,0.142816461
polarization,64,0.4,150,150,0.149067798
polarization,64,0.6,150,150,0.158660035
polarization,64,0.8,150,150,0.208052531
polarization,64,0.6,300,300,0.156994766
polarization,64,0.8,300,300,0.170886018
polarization,4,0.4,300,500,0.357628257
polarization,32,0,50,300,0.259915948
polarization,32,0.2,50,300,0.260396976
polarization,32,0.4,50,300,0.259846796
polarization,32,0.6,50,300,0.267494694
polarization,32,0.8,50,300,0.291867075
polarization,4,0.6,300,500,0.359771784
polarization,64,0,150,150,0.105823739
polarization,64,0.2,150,150,0.107282124
polarization,64,0.4,150,150,0.110579985
polarization,64,0.6,150,150,0.123674028
polarization,64,0.8,150,150,0.175418933
polarization,4,0.8,300,500,0.355903162
polarization,64,0,150,150,0.252739715
polarization,64,0.2,150,150,0.25597018
polarization,64,0.4,150,150,0.259802115
polarization,16,0,50,500,0.164771039
polarization,64,0.6,150,150,0.261080249
polarization,64,0.8,150,150,0.269505883
polarization,16,0.2,50,500,0.166053656
polarization,16,0.4,50,500,0.166048352
polarization,16,0.6,50,500,0.172893053
polarization,16,0.8,50,500,0.18303272
polarization,8,0,300,300,0.157259764
polarization,32,0,150,300,0.218126181
polarization,32,0.2,150,300,0.21688056
polarization,32,0,50,300,0.215264605
polarization,32,0.4,150,300,0.2158003
polarization,32,0.2,50,300,0.213312219
polarization,32,0.4,50,300,0.216510284
polarization,32,0.6,50,300,0.222635652
polarization,32,0.8,50,300,0.248788411
polarization,32,0.6,150,300,0.219784041
polarization,8,0.2,300,300,0.156413539
polarization,32,0.8,150,300,0.229912396
polarization,8,0.4,300,300,0.153935011
polarization,64,0,150,150,0.197235798
polarization,64,0.2,150,150,0.20019698
polarization,64,0.4,150,150,0.202252666
polarization,64,0.6,150,150,0.212804656
polarization,64,0.8,150,150,0.254946514
polarization,8,0.6,300,300,0.15649267
polarization,8,0.8,300,300,0.157293584
polarization,8,0,50,500,0.194165238
polarization,8,0.2,50,500,0.193031751
polarization,8,0.4,50,500,0.194038134
polarization,64,0,150,150,0.139976767
polarization,8,0.6,50,500,0.193992969
polarization,8,0.8,50,500,0.18586578
polarization,64,0.2,150,150,0.141151724
polarization,64,0.4,150,150,0.145250604
polarization,64,0.6,150,150,0.156731327
polarization,64,0.8,150,150,0.193461524
polarization,32,0,50,300,0.146737556
polarization,32,0.2,50,300,0.146252692
polarization,32,0.4,50,300,0.15103239
polarization,32,0.6,50,300,0.160757041
polarization,32,0.8,50,300,0.184207177
polarization,64,0,150,150,0.084133432
polarization,64,0.2,150,150,0.087412707
polarization,64,0.4,150,150,0.095344223
polarization,64,0.6,150,150,0.100352289
polarization,64,0.8,150,150,0.156834881
polarization,16,0,150,500,0.278151643
polarization,16,0.2,150,500,0.278398221
polarization,32,0,300,500,0.088787253
polarization,32,0,150,300,0.151970017
polarization,16,0.4,150,500,0.276634783
polarization,32,0.2,150,300,0.152355622
polarization,64,0,300,300,0.128537779
polarization,32,0.4,150,300,0.153509737
polarization,16,0.6,150,500,0.278949355
polarization,32,0.6,150,300,0.150541043
polarization,32,0.8,150,300,0.164507312
polarization,64,0,150,150,0.267228217
polarization,64,0.2,150,150,0.264266839
polarization,64,0.2,300,300,0.128369076
polarization,16,0.8,150,500,0.278398538
polarization,64,0.4,150,150,0.273379404
polarization,64,0.6,150,150,0.275029817
polarization,64,0.8,150,150,0.298671109
polarization,32,0.2,300,500,0.088660062
polarization,64,0.4,300,300,0.129891682
polarization,64,0.6,300,300,0.131803662
polarization,32,0,50,300,0.083603123
polarization,32,0.2,50,300,0.08487744
polarization,32,0.4,50,300,0.09053446
polarization,32,0.6,50,300,0.100081476
polarization,32,0.8,50,300,0.143966932
polarization,64,0.8,300,300,0.14504563
polarization,32,0.4,300,500,0.089824479
polarization,4,0,150,500,0.19354445
polarization,64,0,150,150,0.212203733
polarization,64,0.2,150,150,0.21283486
polarization,64,0.4,150,150,0.214800464
polarization,64,0.6,150,150,0.218344493
polarization,64,0.8,150,150,0.257179766
polarization,16,0,50,500,0.123090512
polarization,4,0.2,150,500,0.191763634
polarization,16,0.2,50,500,0.123749682
polarization,16,0.4,50,500,0.120378094
polarization,32,0.6,300,500,0.089626578
polarization,16,0.6,50,500,0.127430146
polarization,16,0.8,50,500,0.135982972
polarization,4,0.4,150,500,0.194960876
polarization,4,0.6,150,500,0.197099399
polarization,4,0.8,150,500,0.191322997
polarization,32,0.8,300,500,0.095212623
polarization,64,0,150,150,0.129426345
polarization,64,0.2,150,150,0.131192355
polarization,64,0.4,150,150,0.136033942
polarization,64,0.6,150,150,0.141838096
polarization,64,0.8,150,150,0.200890046
polarization,32,0,50,300,0.277032051
polarization,32,0.2,50,300,0.273054399
polarization,32,0.4,50,300,0.287085686
polarization,32,0.6,50,300,0.284929374
polarization,32,0.8,50,300,0.325194353
polarization,8,0,300,300,0.088633988
polarization,32,0,150,300,0.08217182
polarization,8,0,50,500,0.102764149
polarization,8,0.2,50,500,0.101531124
polarization,32,0.2,150,300,0.082620325
polarization,8,0.4,50,500,0.104109921
polarization,64,0,150,150,0.083379031
polarization,8,0.6,50,500,0.104377138
polarization,8,0.2,300,300,0.088761605
polarization,64,0.2,150,150,0.088067149
polarization,8,0.8,50,500,0.109139872
polarization,32,0.4,150,300,0.083010007
polarization,64,0.4,150,150,0.08876609
polarization,64,0.6,150,150,0.108803922
polarization,64,0.8,150,150,0.163460252
polarization,32,0.6,150,300,0.087648567
polarization,32,0.8,150,300,0.108826693
polarization,8,0.4,300,300,0.086614895
polarization,8,0.6,300,300,0.084713204
polarization,8,0.8,300,300,0.097271168
polarization,64,0,150,300,0.112647426
polarization,64,0.2,150,300,0.113674703
polarization,64,0.4,150,300,0.115651384
polarization,64,0.6,150,300,0.118785006
polarization,64,0.8,150,300,0.143570259
polarization,32,0,50,300,0.213175877
polarization,32,0.2,50,300,0.213876265
polarization,32,0.4,50,300,0.215562586
polarization,32,0.6,50,300,0.223287072
polarization,32,0.8,50,300,0.281225618
polarization,32,0,150,300,0.272022859
polarization,16,0,50,500,0.069607159
polarization,64,0,300,300,0.087702052
polarization,16,0.2,50,500,0.069073434
polarization,32,0.2,150,300,0.272447789
polarization,16,0.4,50,500,0.071355065
polarization,16,0.6,50,500,0.072555574
polarization,32,0.4,150,300,0.272807517
polarization,32,0,50,300,0.147845989
polarization,16,0.8,50,500,0.094567826
polarization,32,0.2,50,300,0.149375677
polarization,32,0.4,50,300,0.151403771
polarization,32,0.6,50,300,0.156222114
polarization,32,0.8,50,300,0.187571575
polarization,32,0.6,150,300,0.275040911
polarization,32,0.8,150,300,0.292717418
polarization,64,0.2,300,300,0.088375932
polarization,64,0.4,300,300,0.08929133
polarization,64,0.6,300,300,0.093607527
polarization,64,0.8,300,300,0.110232041
polarization,64,0,150,300,0.092151579
polarization,64,0.2,150,300,0.09277687
polarization,64,0.4,150,300,0.095573632
polarization,16,0,150,500,0.250462226
polarization,64,0.6,150,300,0.103290299
polarization,64,0.8,150,300,0.126108779
polarization,16,0.2,150,500,0.249643399
polarization,16,0.4,150,500,0.250489933
polarization,16,0.6,150,500,0.252136585
polarization,8,0,150,150,0.254125042
polarization,8,0.2,150,150,0.253463137
polarization,8,0.4,150,150,0.251616742
polarization,8,0.6,150,150,0.251603453
polarization,16,0.8,150,500,0.248164898
polarization,8,0.8,150,150,0.251087947
polarization,32,0,50,300,0.094991168
polarization,32,0.2,50,300,0.097693346
polarization,32,0.4,50,300,0.100186512
polarization,32,0.6,50,300,0.109372823
polarization,32,0.8,50,300,0.155351402
polarization,4,0,150,500,0.08128914
polarization,8,0,150,150,0.237458093
polarization,8,0.2,150,150,0.235602616
polarization,4,0.2,150,500,0.080475542
polarization,4,0,300,500,0.297965293
polarization,8,0.4,150,150,0.237639863
polarization,8,0.6,150,150,0.240779786
polarization,8,0.8,150,150,0.248296338
polarization,8,0,300,300,0.400209022
polarization,4,0.4,150,500,0.078626563
polarization,8,0.2,300,300,0.39877179
polarization,4,0.6,150,500,0.082226411
polarization,32,0,150,300,0.225035522
polarization,32,0.2,150,300,0.225692641
polarization,4,0.8,150,500,0.083070017
polarization,32,0.4,150,300,0.223047812
polarization,8,0.4,300,300,0.398500381
polarization,4,0.2,300,500,0.297303232
polarization,32,0.6,150,300,0.226901019
polarization,32,0.8,150,300,0.242104692
polarization,8,0.6,300,300,0.401812847
polarization,8,0.8,300,300,0.413123079
polarization,8,0,150,150,0.142780282
polarization,8,0.2,150,150,0.141485792
polarization,8,0.4,150,150,0.139740846
polarization,4,0.4,300,500,0.297670095
polarization,8,0.6,150,150,0.146288096
polarization,8,0.8,150,150,0.151566283
polarization,32,0,50,300,0.26162856
polarization,32,0.2,50,300,0.2582527
polarization,32,0.4,50,300,0.266084052
polarization,32,0.6,50,300,0.278164182
polarization,32,0.8,50,300,0.314006581
polarization,64,0,150,300,0.064194926
polarization,4,0.6,300,500,0.297470571
polarization,64,0.2,150,300,0.065833975
polarization,64,0.4,150,300,0.069862188
polarization,64,0.6,150,300,0.076611698
polarization,64,0.8,150,300,0.10993338
polarization,8,0,150,150,0.11334929
polarization,8,0.2,150,150,0.114663648
polarization,4,0.8,300,500,0.303462166
polarization,8,0.4,150,150,0.114777154
polarization,8,0.6,150,150,0.114569602
polarization,8,0.8,150,150,0.12649273
polarization,16,0,50,500,0.254841586
polarization,16,0.2,50,500,0.255009657
polarization,16,0.4,50,500,0.256369067
polarization,16,0.6,50,500,0.253988904
polarization,16,0.8,50,500,0.267401194
polarization,8,0,150,150,0.337671825
polarization,8,0.2,150,150,0.339305461
polarization,8,0.4,150,150,0.340556798
polarization,8,0.6,150,150,0.331897712
polarization,8,0.8,150,150,0.346280978
