Scenario,state,missing,agents,observations,inaccuracy
outlier,16,0.8,150,300,0.231297219
outlier,32,0.4,50,500,0.073955053
outlier,4,0.6,150,500,0.05452123
outlier,64,0,150,300,0.29501557
outlier,16,0.4,300,300,0.033646421
outlier,8,0.6,150,500,0.118110436
outlier,64,0.6,50,500,0.171477259
outlier,4,0.4,300,500,0.186184302
outlier,8,0.2,300,500,0.182780642
outlier,64,0.2,150,300,0.29039383
outlier,32,0.2,150,300,0.274242642
outlier,64,0.4,150,300,0.275436987
outlier,16,0.4,150,500,0.217640312
outlier,32,0.4,150,500,0.027626306
outlier,64,0.6,150,300,0.290402394
outlier,64,0.8,300,150,0.30516205
outlier,64,0.4,300,300,0.025071437
outlier,32,0.6,50,500,0.181596959
outlier,64,0.8,150,300,0.295514309
outlier,64,0,300,150,0.30516205
outlier,64,0,150,300,0.017245917
outlier,8,0.8,300,300,0.262919439
outlier,4,0.8,150,500,0.0224075
outlier,64,0.2,300,150,0.297605759
outlier,4,0,150,500,0.044660092
outlier,32,0.4,150,300,0.274193017
outlier,64,0.4,300,150,0.295891065
outlier,8,0.8,150,500,0.097749829
outlier,8,0,150,500,0.015486094
outlier,4,0.6,300,500,0.09619152
outlier,8,0.4,300,500,0.115844325
outlier,64,0.6,300,150,0.27023091
outlier,16,0.8,300,500,0.196954299
outlier,64,0.8,50,500,0.276512521
outlier,4,0.8,300,300,0.258244488
outlier,16,0.6,150,500,0.155609201
outlier,64,0.8,300,150,0.252597067
outlier,64,0,300,150,0.018650427
outlier,32,0.8,50,500,0.300502486
outlier,32,0.4,300,300,0.024903623
outlier,32,0.6,150,300,0.270617262
outlier,64,0,50,500,0.276512521
outlier,8,0,300,300,0.262919439
outlier,64,0.2,300,150,0.023988306
outlier,64,0.2,150,300,0.021994769
outlier,4,0.8,300,500,0.022052696
outlier,8,0.6,300,500,0.054329106
outlier,64,0.2,50,500,0.276557871
outlier,4,0,300,500,0.020610143
outlier,16,0,300,500,0.196954299
outlier,32,0,50,500,0.300502486
outlier,16,0.8,150,500,0.164040769
outlier,32,0.8,150,300,0.263792925
outlier,32,0,150,300,0.02318116
outlier,4,0,300,300,0.258244488
outlier,16,0,150,500,0.013440797
outlier,16,0.6,300,300,0.11883486
outlier,64,0.4,300,150,0.044208154
outlier,64,0.4,150,500,0.02880984
outlier,64,0.4,50,500,0.276275111
outlier,8,0.2,300,300,0.254357133
outlier,32,0.2,50,500,0.299114341
outlier,32,0.2,150,300,0.031856169
outlier,8,0.8,300,500,0.039749944
outlier,64,0.6,50,500,0.253805744
outlier,64,0.6,300,150,0.132032008
outlier,8,0,300,500,0.015156506
outlier,16,0.2,300,500,0.166675448
outlier,64,0.4,150,300,0.038245357
outlier,4,0.2,300,300,0.248863764
outlier,64,0.8,50,500,0.211056918
outlier,64,0,50,500,0.03069555
outlier,64,0.6,300,300,0.076229072
outlier,64,0.8,300,150,0.296328349
outlier,64,0.2,300,500,0.012265864
outlier,32,0.4,50,500,0.298044872
outlier,32,0.4,150,300,0.066185978
outlier,8,0.4,300,300,0.227004708
outlier,64,0,300,150,0.296328349
outlier,4,0.2,150,500,0.05560706
outlier,16,0.4,300,500,0.110886526
outlier,32,0.6,150,500,0.095089241
outlier,8,0.2,150,500,0.018181883
outlier,64,0.2,300,150,0.299557621
outlier,32,0.6,300,300,0.087899196
outlier,64,0.2,50,500,0.040670943
outlier,4,0.4,300,300,0.217376308
outlier,64,0.4,300,150,0.298430568
outlier,32,0.6,50,500,0.27447161
outlier,64,0.6,150,300,0.118547391
outlier,32,0.6,150,300,0.176454512
outlier,64,0.6,300,150,0.241881844
outlier,16,0.8,300,300,0.26603991
outlier,8,0.6,300,300,0.130444187
outlier,64,0.8,300,150,0.223428567
outlier,64,0,300,150,0.021524751
outlier,16,0.6,300,500,0.068470222
outlier,64,0.4,50,500,0.077267327
outlier,32,0.8,50,500,0.274259736
outlier,4,0.6,300,300,0.108545064
outlier,16,0.2,150,500,0.016534069
outlier,64,0.2,300,150,0.02844897
outlier,32,0.8,150,300,0.284591866
outlier,16,0,300,300,0.26603991
outlier,64,0.8,150,300,0.308303464
outlier,8,0.8,300,300,0.073163368
outlier,8,0,300,300,0.018410395
outlier,64,0.4,300,150,0.054243459
outlier,16,0.8,300,500,0.071931663
outlier,16,0,300,500,0.011152876
outlier,64,0.6,50,500,0.190874971
outlier,64,0,150,300,0.308303464
outlier,32,0,150,300,0.284591866
outlier,4,0.8,300,300,0.051086395
outlier,4,0,300,300,0.067501499
outlier,64,0.6,300,150,0.157578824
outlier,64,0.2,150,300,0.306214656
outlier,64,0.8,300,300,0.289528768
outlier,64,0.6,150,500,0.089543055
outlier,16,0.2,300,300,0.259002042
outlier,64,0.4,150,300,0.299676729
outlier,32,0.8,300,300,0.264324009
outlier,64,0.8,300,150,0.288124605
outlier,64,0,300,300,0.289528768
outlier,64,0.8,50,500,0.281840852
outlier,32,0.2,150,300,0.277517969
outlier,64,0.6,150,300,0.286769875
outlier,4,0.4,150,500,0.094028973
outlier,64,0,300,150,0.288124605
outlier,64,0.2,300,300,0.27469774
outlier,8,0.4,150,500,0.033487441
outlier,64,0.8,150,300,0.269284733
outlier,64,0,150,300,0.020285542
outlier,32,0,300,300,0.264324009
outlier,64,0.2,300,150,0.282831664
outlier,64,0,50,500,0.281840852
outlier,64,0.4,300,300,0.259639715
outlier,16,0.4,300,300,0.227451461
outlier,32,0.8,150,500,0.279284053
outlier,8,0.2,300,300,0.023113769
outlier,64,0.4,300,150,0.290526683
outlier,32,0.4,150,300,0.268150382
outlier,64,0.6,300,300,0.267737109
outlier,32,0.6,300,500,0.057499479
outlier,32,0.2,300,300,0.252636836
outlier,64,0.6,300,150,0.28966578
outlier,64,0.2,50,500,0.281615816
outlier,64,0.8,300,300,0.282150398
outlier,4,0.2,300,300,0.073984205
outlier,64,0,300,300,0.013302737
outlier,64,0.8,300,150,0.259643604
outlier,16,0.4,150,500,0.033242442
outlier,64,0,300,150,0.025196098
outlier,64,0.2,150,300,0.026092123
outlier,32,0.6,150,300,0.273782921
outlier,32,0,150,500,0.279284053
outlier,16,0.6,300,300,0.148339433
outlier,64,0.4,50,500,0.276061101
outlier,32,0.4,300,300,0.221894074
outlier,64,0.2,300,150,0.033240597
outlier,64,0.4,300,150,0.065872255
outlier,64,0.6,50,500,0.234190596
outlier,32,0.6,300,300,0.204717066
outlier,32,0.8,150,300,0.305176313
outlier,4,0.2,300,500,0.021687117
outlier,32,0.2,150,500,0.265082773
outlier,64,0.4,150,300,0.049951299
outlier,64,0.6,300,150,0.174534006
outlier,16,0.8,300,300,0.151303193
outlier,16,0,300,300,0.015777087
outlier,8,0.4,300,300,0.047780368
outlier,64,0.8,50,500,0.187237551
outlier,64,0,50,500,0.036512062
outlier,32,0.8,300,300,0.215779491
outlier,64,0.8,300,150,0.288912819
outlier,32,0,300,300,0.01286745
outlier,4,0.4,300,300,0.105827464
outlier,4,0.6,150,500,0.16898849
outlier,64,0.8,150,500,0.239667676
outlier,8,0.2,300,500,0.016947727
outlier,8,0.6,150,500,0.116512749
outlier,32,0.4,150,500,0.224276318
outlier,64,0,300,150,0.288912819
outlier,64,0.2,50,500,0.048372008
outlier,64,0.6,150,300,0.142200185
outlier,64,0.2,300,300,0.016980925
outlier,64,0,150,500,0.239667676
outlier,64,0.2,300,150,0.289351732
outlier,64,0.2,150,500,0.22709714
outlier,64,0.4,50,500,0.094044647
outlier,64,0.4,300,150,0.29242699
outlier,32,0.6,150,500,0.204668756
outlier,16,0.6,150,500,0.111896069
outlier,16,0.2,300,300,0.020951132
outlier,64,0.6,300,150,0.262067233
outlier,64,0.4,150,500,0.20875614
outlier,8,0.6,300,300,0.146162742
outlier,64,0.8,150,300,0.293103655
outlier,64,0.4,300,500,0.021751024
outlier,64,0.6,50,500,0.212965144
outlier,64,0.8,300,150,0.221172415
outlier,64,0.6,150,500,0.200601071
outlier,4,0.6,300,300,0.181145051
outlier,32,0.8,150,500,0.22409234
outlier,32,0.2,300,300,0.016462926
outlier,32,0,150,500,0.01404663
outlier,64,0,150,300,0.293103655
outlier,64,0.8,150,500,0.198844507
outlier,64,0,150,500,0.014091993
outlier,64,0.8,50,500,0.29492435
outlier,64,0.2,150,300,0.289207326
outlier,64,0.4,150,300,0.282103697
outlier,16,0.2,300,500,0.012921903
outlier,64,0.4,300,300,0.031595677
outlier,4,0.8,150,500,0.266838484
outlier,64,0,50,500,0.29492435
outlier,16,0.4,300,300,0.044077962
outlier,8,0.8,150,500,0.274586419
outlier,8,0.8,300,300,0.264931841
outlier,64,0.6,150,300,0.27620183
outlier,4,0.8,300,300,0.274922283
outlier,64,0.8,150,300,0.244966754
outlier,64,0.2,50,500,0.295507862
outlier,64,0,150,300,0.023567978
outlier,32,0.4,300,300,0.03363409
outlier,16,0.8,150,500,0.261218313
outlier,4,0,150,500,0.266838484
outlier,8,0,150,500,0.274586419
outlier,64,0.4,50,500,0.303468681
outlier,8,0,300,300,0.264931841
outlier,64,0.2,150,300,0.030882107
outlier,32,0.2,150,500,0.018178689
outlier,4,0,300,300,0.274922283
outlier,16,0.6,300,300,0.143017321
outlier,64,0.6,50,500,0.250715113
outlier,64,0.6,300,300,0.106284874
outlier,16,0,150,500,0.261218313
outlier,64,0.4,150,300,0.060169475
outlier,4,0.2,150,500,0.254928206
outlier,64,0.2,150,500,0.018013286
outlier,32,0.8,300,500,0.243796896
outlier,8,0.2,150,500,0.269468508
outlier,8,0.2,300,300,0.260988002
outlier,64,0.8,50,500,0.197170098
outlier,4,0.4,300,500,0.0284634
outlier,4,0.2,300,300,0.269679501
outlier,32,0.6,300,300,0.114529226
outlier,64,0.6,150,300,0.170269178
outlier,32,0,300,500,0.243796896
outlier,16,0.2,150,500,0.253051429
outlier,4,0.4,150,500,0.22648537
outlier,16,0.8,300,300,0.262524964
outlier,8,0.4,300,500,0.026245985
outlier,8,0.4,300,300,0.238802731
outlier,8,0.4,150,500,0.234780542
outlier,32,0.2,300,500,0.222228349
outlier,64,0.8,150,300,0.307035939
outlier,4,0.4,300,300,0.245559535
outlier,32,0.4,150,500,0.036571951
outlier,64,0.8,300,300,0.292538572
outlier,64,0,150,300,0.307035939
outlier,16,0.4,150,500,0.224769278
outlier,16,0,300,300,0.262524964
outlier,4,0.6,150,500,0.15098644
outlier,32,0.4,300,500,0.171833148
outlier,8,0.6,300,300,0.163187463
outlier,8,0.6,150,500,0.142674819
outlier,32,0.8,300,300,0.264796061
outlier,64,0,300,300,0.292538572
outlier,64,0.2,150,300,0.301029358
outlier,4,0.6,300,300,0.172985113
outlier,64,0.4,150,500,0.032954858
outlier,32,0.6,300,500,0.14540005
outlier,64,0.2,300,300,0.283257195
outlier,64,0.4,150,300,0.28764042
outlier,32,0,300,300,0.264796061
outlier,16,0.6,150,500,0.148482707
outlier,16,0.2,300,300,0.258677731
outlier,64,0.6,300,500,0.072603569
outlier,4,0.8,150,500,0.022038468
outlier,4,0,150,500,0.057300025
outlier,8,0.8,300,300,0.088702547
outlier,8,0,300,300,0.023740767
outlier,8,0.8,150,500,0.099615808
outlier,8,0,150,500,0.018751477
outlier,64,0.4,300,300,0.269225793
outlier,64,0.6,150,300,0.307864001
outlier,16,0.4,300,500,0.022357913
outlier,4,0.8,300,300,0.109966242
outlier,4,0,300,300,0.025275971
outlier,32,0.8,300,500,0.14651311
outlier,32,0,300,500,0.009805216
outlier,32,0.2,300,300,0.25808607
outlier,64,0.6,300,300,0.26343613
outlier,64,0.8,150,300,0.246813015
outlier,64,0,150,300,0.027524005
outlier,16,0.8,150,500,0.165228903
outlier,16,0.4,300,300,0.238325818
outlier,16,0,150,500,0.016108596
outlier,32,0.6,150,500,0.124883198
outlier,64,0.8,300,300,0.261609795
outlier,64,0,300,300,0.015207422
outlier,32,0.4,300,300,0.232260394
outlier,8,0.2,300,300,0.031878447
outlier,64,0.2,150,300,0.037420261
outlier,4,0.2,300,300,0.031971181
outlier,16,0.6,300,300,0.170610857
outlier,4,0.2,150,500,0.07394907
outlier,64,0.4,150,300,0.074646708
outlier,32,0.6,300,300,0.210814508
outlier,8,0.2,150,500,0.02319562
outlier,64,0.6,150,500,0.103911221
outlier,64,0.6,150,300,0.191080093
outlier,8,0.4,300,300,0.065667639
outlier,32,0.8,300,300,0.232587958
outlier,32,0,300,300,0.015492219
outlier,16,0.2,150,500,0.021305563
outlier,4,0.4,300,300,0.063967416
outlier,16,0.8,300,300,0.160486422
outlier,16,0,300,300,0.019361578
outlier,64,0.2,300,300,0.019746279
outlier,4,0.6,300,500,0.08824873
outlier,64,0.8,150,300,0.299966006
outlier,32,0.8,150,500,0.293492326
outlier,8,0.6,300,500,0.088970587
outlier,64,0,150,300,0.299966006
outlier,8,0.6,300,300,0.174398722
outlier,4,0.4,150,500,0.122571936
outlier,4,0.6,300,300,0.177558491
outlier,16,0.2,300,300,0.027056359
outlier,8,0.4,150,500,0.046193035
outlier,32,0.2,300,300,0.021050731
outlier,64,0.2,150,300,0.300022652
outlier,32,0,150,500,0.293492326
outlier,64,0.4,300,300,0.039515763
outlier,16,0.4,150,500,0.044489977
outlier,64,0.4,150,300,0.295251818
outlier,64,0.8,150,500,0.298189572
outlier,8,0.8,300,300,0.270291226
outlier,4,0.8,300,300,0.275903319
outlier,16,0.4,300,300,0.058946226
outlier,32,0.2,150,500,0.285146614
outlier,64,0.6,150,300,0.26663369
outlier,32,0.4,300,300,0.044600117
outlier,64,0,150,500,0.298189572
outlier,16,0.6,300,500,0.083474386
outlier,32,0.2,300,500,0.012176585
outlier,4,0.6,150,500,0.197871142
outlier,64,0.8,300,500,0.263120566
outlier,64,0.8,150,300,0.21516558
outlier,8,0.6,150,500,0.14954548
outlier,8,0,300,300,0.270291226
outlier,64,0.6,300,300,0.12806316
outlier,64,0.2,150,500,0.294474152
outlier,32,0.4,150,500,0.261082163
outlier,4,0,300,300,0.275903319
outlier,16,0.6,300,300,0.170531334
outlier,16,0.6,150,500,0.144080228
outlier,64,0,300,500,0.263120566
outlier,32,0.6,300,300,0.141199822
outlier,64,0.4,150,500,0.275042441
outlier,32,0.6,150,500,0.22746742
outlier,64,0.2,300,500,0.252389371
outlier,8,0.2,300,300,0.267006056
outlier,4,0.2,300,300,0.271490836
outlier,16,0.8,300,300,0.266764912
outlier,64,0.6,150,500,0.276489003
outlier,64,0.8,300,300,0.285269909
outlier,4,0.8,150,500,0.283102463
outlier,8,0.8,150,500,0.270445028
outlier,64,0.4,300,500,0.223785674
outlier,32,0.8,150,500,0.239980615
outlier,64,0.8,150,500,0.290566784
outlier,32,0,150,500,0.017287778
outlier,64,0,150,500,0.017025048
outlier,32,0.8,300,300,0.265286728
outlier,4,0.8,300,500,0.265926867
outlier,64,0,300,300,0.285269909
outlier,16,0.8,150,500,0.266044778
outlier,8,0.4,300,300,0.252888385
outlier,64,0.6,300,500,0.208614536
outlier,8,0.8,300,500,0.253676325
outlier,4,0.4,300,300,0.259115361
outlier,16,0,300,300,0.266764912
outlier,4,0,150,500,0.283102463
outlier,64,0.2,300,300,0.277039783
outlier,32,0,300,300,0.265286728
outlier,8,0,150,500,0.270445028
outlier,64,0.8,300,500,0.217443966
outlier,64,0,300,500,0.011185928
outlier,4,0,300,500,0.265926867
outlier,8,0.6,300,300,0.191116134
outlier,16,0,150,500,0.266044778
outlier,4,0.6,300,300,0.175251789
outlier,64,0.4,300,300,0.264837299
outlier,16,0.2,300,300,0.262346746
outlier,8,0,300,500,0.253676325
outlier,32,0.2,150,500,0.023644295
outlier,32,0.2,300,300,0.265078232
outlier,4,0.2,150,500,0.279330194
outlier,64,0.2,150,500,0.022761074
outlier,8,0.2,150,500,0.265424164
outlier,64,0.6,300,300,0.285762493
outlier,8,0.8,300,300,0.106480216
outlier,4,0.2,300,500,0.256164802
outlier,16,0.8,300,500,0.246724545
outlier,32,0.4,300,300,0.248766741
outlier,4,0.8,300,300,0.06042891
outlier,16,0.2,150,500,0.26335272
outlier,16,0.4,300,300,0.248921602
outlier,32,0.4,300,500,0.022999274
outlier,64,0.8,300,300,0.301971215
outlier,8,0.2,300,500,0.242802958
outlier,64,0,300,300,0.018518951
outlier,4,0.4,150,500,0.25989399
outlier,8,0.4,150,500,0.247942732
outlier,32,0.6,300,300,0.219428262
outlier,32,0.4,150,500,0.050597441
outlier,16,0.6,300,300,0.198771261
outlier,4,0.4,300,500,0.210769138
outlier,16,0,300,500,0.246724545
outlier,16,0.4,150,500,0.244191492
outlier,8,0.4,300,500,0.197380169
outlier,64,0.2,300,300,0.024864543
outlier,64,0.4,150,500,0.045503629
outlier,32,0.8,300,300,0.253563037
outlier,32,0,300,300,0.020026413
outlier,4,0.6,150,500,0.200820195
outlier,8,0.6,150,500,0.18073722
outlier,16,0.8,300,300,0.172200018
outlier,16,0.6,150,500,0.196521042
outlier,4,0.6,300,500,0.091264275
outlier,16,0.2,300,500,0.234768681
outlier,8,0.6,300,500,0.09308835
outlier,32,0.6,150,500,0.14834128
outlier,32,0.2,300,300,0.027832533
outlier,64,0.4,300,300,0.051743307
outlier,4,0.8,150,500,0.098637956
outlier,4,0,150,500,0.032768304
outlier,8,0.8,150,500,0.092005188
outlier,64,0.2,300,500,0.014341881
outlier,8,0,150,500,0.021855643
outlier,16,0.8,150,500,0.192252959
outlier,16,0,150,500,0.020290381
outlier,4,0.8,300,500,0.031911876
outlier,16,0.4,300,500,0.191098253
outlier,4,0,300,500,0.020460098
outlier,64,0.6,150,500,0.144061581
outlier,32,0.4,300,300,0.061197013
outlier,8,0.8,300,500,0.062018315
outlier,8,0,300,500,0.016546609
outlier,64,0.6,300,300,0.156692904
outlier,4,0.2,150,500,0.041219286
outlier,32,0.8,150,500,0.28669476
outlier,8,0.2,150,500,0.030032413
outlier,16,0.6,300,500,0.107225373
outlier,32,0.6,300,300,0.171778128
outlier,32,0.6,300,500,0.08681971
outlier,16,0.2,150,500,0.028007379
outlier,64,0.8,300,300,0.292280021
outlier,32,0,150,500,0.28669476
outlier,64,0.8,150,500,0.314692346
outlier,4,0.4,150,500,0.07826483
outlier,32,0.8,300,300,0.275339936
outlier,8,0.4,150,500,0.064016591
outlier,16,0.8,300,500,0.099763788
outlier,16,0,300,500,0.012633333
outlier,64,0,300,300,0.292280021
outlier,16,0.4,150,500,0.059799406
outlier,64,0,150,500,0.314692346
outlier,32,0.2,150,500,0.276904129
outlier,32,0,300,300,0.275339936
outlier,64,0.2,300,300,0.286755597
outlier,4,0.6,150,500,0.192804664
outlier,8,0.6,150,500,0.173521475
outlier,64,0.2,150,500,0.307204862
outlier,4,0.2,300,500,0.0236012
outlier,64,0.4,300,500,0.027884208
outlier,16,0.6,150,500,0.167061792
outlier,64,0.4,300,300,0.26761697
outlier,8,0.2,300,500,0.019222531
outlier,32,0.4,150,500,0.253244162
outlier,32,0.2,300,300,0.271836022
outlier,64,0.4,150,500,0.291975164
outlier,64,0.6,300,300,0.274465058
outlier,4,0.8,150,500,0.284105968
outlier,8,0.8,150,500,0.269047347
outlier,32,0.4,300,300,0.26004512
outlier,32,0.6,150,500,0.231836107
outlier,16,0.8,150,500,0.269172874
outlier,64,0.6,150,500,0.275285189
outlier,64,0.8,300,300,0.266516378
outlier,64,0,300,300,0.023145019
outlier,32,0.8,300,500,0.267146682
outlier,32,0.6,300,300,0.241338629
outlier,16,0.2,300,500,0.015810921
outlier,64,0.8,150,500,0.27316146
outlier,64,0,150,500,0.020309917
outlier,4,0,150,500,0.284105968
outlier,32,0.8,150,500,0.261661367
outlier,32,0,150,500,0.020654663
outlier,8,0,150,500,0.269047347
outlier,64,0.2,300,300,0.032442337
outlier,16,0,150,500,0.269172874
outlier,32,0,300,500,0.267146682
outlier,32,0.8,300,300,0.25554847
outlier,64,0.4,300,300,0.068029834
outlier,4,0.2,150,500,0.280239242
outlier,32,0.2,150,500,0.028484511
outlier,8,0.2,150,500,0.263665198
outlier,64,0.2,150,500,0.027640387
outlier,4,0.4,300,500,0.043370704
outlier,32,0.2,300,500,0.255907525
outlier,8,0.4,300,500,0.035144485
outlier,16,0.2,150,500,0.266398912
outlier,64,0.6,300,500,0.099687317
outlier,64,0.6,300,300,0.182912104
outlier,4,0.4,150,500,0.263870434
outlier,32,0.4,150,500,0.061212359
outlier,32,0.4,300,500,0.217248193
outlier,8,0.4,150,500,0.2472605
outlier,16,0.4,150,500,0.258447661
outlier,64,0.4,150,500,0.056339073
outlier,64,0.8,300,300,0.294149902
outlier,16,0.4,300,500,0.032077833
outlier,32,0.6,300,500,0.176421977
outlier,4,0.6,150,500,0.195868454
outlier,32,0.6,150,500,0.170882497
outlier,8,0.6,150,500,0.193696231
outlier,64,0,300,300,0.294149902
outlier,16,0.6,150,500,0.208932124
outlier,64,0.6,150,500,0.160767637
outlier,32,0.8,300,500,0.181536127
outlier,32,0,300,500,0.011984227
outlier,64,0.2,300,300,0.291449143
outlier,4,0.8,150,500,0.045339803
outlier,4,0.6,300,500,0.133302842
outlier,32,0.8,150,500,0.274037643
outlier,8,0.8,150,500,0.108233478
outlier,8,0.6,300,500,0.120171036
outlier,16,0.8,150,500,0.211440215
outlier,64,0.4,300,300,0.282323383
outlier,64,0.8,150,500,0.313529072
outlier,64,0.8,300,500,0.286764876
outlier,32,0,150,500,0.274037643
outlier,64,0.6,300,300,0.268937192
outlier,64,0,150,500,0.313529072
outlier,64,0,300,500,0.286764876
outlier,16,0.6,300,500,0.112903262
outlier,64,0.8,300,300,0.271061374
outlier,32,0.2,150,500,0.268503857
outlier,64,0.2,150,500,0.311364131
outlier,64,0.2,300,500,0.278787516
outlier,32,0.2,300,500,0.015649303
outlier,4,0.8,300,500,0.2641644
outlier,8,0.8,300,500,0.260928744
outlier,32,0.4,150,500,0.259948835
outlier,64,0.4,150,500,0.295315979
outlier,64,0.4,300,500,0.24658273
outlier,64,0.6,150,500,0.285507474
outlier,64,0.6,300,500,0.233457213
outlier,32,0.6,150,500,0.249765341
outlier,4,0,300,500,0.2641644
outlier,8,0,300,500,0.260928744
outlier,16,0.8,300,500,0.25416663
outlier,64,0.8,150,500,0.258913771
outlier,64,0,150,500,0.024484279
outlier,64,0.8,300,500,0.242002167
outlier,64,0,300,500,0.013319111
outlier,32,0.8,150,500,0.26692114
outlier,4,0.2,300,500,0.254366017
outlier,32,0.4,300,500,0.033111583
outlier,8,0.2,300,500,0.253990981
outlier,16,0,300,500,0.25416663
outlier,64,0.2,150,500,0.033595338
outlier,4,0.4,300,500,0.22404921
outlier,8,0.4,300,500,0.225341187
outlier,64,0.4,150,500,0.069632433
outlier,16,0.2,300,500,0.245712027
outlier,64,0.2,300,500,0.017972204
outlier,64,0.6,150,500,0.180767519
outlier,4,0.6,300,500,0.113964209
outlier,8,0.6,300,500,0.134799797
outlier,16,0.4,300,500,0.219884305
outlier,32,0.6,300,500,0.120143903
outlier,64,0.8,150,500,0.307903753
outlier,4,0.8,300,500,0.023060451
outlier,4,0,300,500,0.024546319
outlier,8,0.8,300,500,0.061118276
outlier,8,0,300,500,0.017125287
outlier,16,0.6,300,500,0.136561418
outlier,64,0,150,500,0.307903753
outlier,64,0.4,300,500,0.037857214
outlier,16,0.8,300,500,0.107685452
outlier,16,0,300,500,0.015940987
outlier,64,0.2,150,500,0.30472004
outlier,32,0.8,300,500,0.278577063
outlier,4,0.2,300,500,0.029533159
outlier,8,0.2,300,500,0.021823829
outlier,64,0.4,150,500,0.2946848
outlier,32,0,300,500,0.278577063
outlier,64,0.6,150,500,0.293473944
outlier,16,0.2,300,500,0.021323299
outlier,64,0.6,300,500,0.127541522
outlier,32,0.2,300,500,0.270980611
outlier,64,0.8,150,500,0.283227353
outlier,4,0.4,300,500,0.054303529
outlier,8,0.4,300,500,0.045690036
outlier,32,0.4,300,500,0.24420091
outlier,16,0.4,300,500,0.044642328
outlier,32,0.6,300,500,0.205101699
outlier,64,0.8,300,500,0.291726656
outlier,4,0.6,300,500,0.155940695
outlier,8,0.6,300,500,0.144065162
outlier,32,0.8,300,500,0.206931634
outlier,32,0,300,500,0.014839353
outlier,64,0,300,500,0.291726656
outlier,16,0.6,300,500,0.145879265
outlier,64,0.2,300,500,0.280564898
outlier,4,0.8,300,500,0.272532144
outlier,8,0.8,300,500,0.266068234
outlier,32,0.2,300,500,0.020340308
outlier,64,0.4,300,500,0.253914503
outlier,16,0.8,300,500,0.265593643
outlier,4,0,300,500,0.272532144
outlier,8,0,300,500,0.266068234
outlier,64,0.6,300,500,0.228716679
outlier,16,0,300,500,0.265593643
outlier,4,0.2,300,500,0.265845268
outlier,8,0.2,300,500,0.260090365
outlier,32,0.4,300,500,0.044938893
outlier,64,0.8,300,500,0.24964257
outlier,64,0,300,500,0.016556977
outlier,16,0.2,300,500,0.260813367
outlier,4,0.4,300,500,0.240633178
outlier,8,0.4,300,500,0.237890656
outlier,32,0.6,300,500,0.143425535
outlier,64,0.2,300,500,0.02291806
outlier,16,0.4,300,500,0.235795686
outlier,4,0.6,300,500,0.136325084
outlier,8,0.6,300,500,0.147886268
outlier,16,0.6,300,500,0.14436726
outlier,4,0.8,300,500,0.030120249
outlier,4,0,300,500,0.043349322
outlier,32,0.8,300,500,0.269947157
outlier,8,0.8,300,500,0.047692574
outlier,8,0,300,500,0.022463166
outlier,64,0.4,300,500,0.049867602
outlier,16,0.8,300,500,0.100271631
outlier,16,0,300,500,0.020401205
outlier,32,0,300,500,0.269947157
outlier,4,0.2,300,500,0.054997563
outlier,8,0.2,300,500,0.029525254
outlier,64,0.6,300,500,0.154707084
outlier,32,0.2,300,500,0.26531658
outlier,16,0.2,300,500,0.028341169
outlier,4,0.4,300,500,0.097326692
outlier,8,0.4,300,500,0.061615773
outlier,32,0.4,300,500,0.245191707
outlier,64,0.8,300,500,0.289514738
outlier,16,0.4,300,500,0.060559346
outlier,4,0.6,300,500,0.191731172
outlier,8,0.6,300,500,0.172559946
outlier,32,0.6,300,500,0.19766398
outlier,64,0,300,500,0.289514738
outlier,16,0.6,300,500,0.169019685
outlier,4,0.8,300,500,0.278224161
outlier,8,0.8,300,500,0.268752216
outlier,32,0.8,300,500,0.21225248
outlier,32,0,300,500,0.019105686
outlier,64,0.2,300,500,0.283496857
outlier,16,0.8,300,500,0.267061399
outlier,64,0.4,300,500,0.268308805
outlier,4,0,300,500,0.278224161
outlier,8,0,300,500,0.268752216
outlier,32,0.2,300,500,0.027156932
outlier,64,0.6,300,500,0.256842324
outlier,16,0,300,500,0.267061399
outlier,4,0.2,300,500,0.274344417
outlier,8,0.2,300,500,0.266375796
outlier,32,0.4,300,500,0.060809961
outlier,64,0.8,300,500,0.266865587
outlier,64,0,300,500,0.021066845
outlier,16,0.2,300,500,0.264445758
outlier,4,0.4,300,500,0.256227215
outlier,8,0.4,300,500,0.253780085
outlier,32,0.6,300,500,0.16871477
outlier,64,0.2,300,500,0.029666125
outlier,16,0.4,300,500,0.250075643
outlier,4,0.6,300,500,0.189922597
outlier,8,0.6,300,500,0.184801026
outlier,32,0.8,300,500,0.26838052
outlier,64,0.4,300,500,0.064137908
outlier,16,0.6,300,500,0.196159729
outlier,4,0.8,300,500,0.051083649
outlier,8,0.8,300,500,0.096360572
outlier,32,0,300,500,0.26838052
outlier,64,0.6,300,500,0.176630743
outlier,16,0.8,300,500,0.151141524
outlier,32,0.2,300,500,0.267170959
outlier,64,0.8,300,500,0.293830451
outlier,32,0.4,300,500,0.259198006
outlier,64,0,300,500,0.293830451
outlier,32,0.6,300,500,0.225404115
outlier,64,0.2,300,500,0.29073212
outlier,32,0.8,300,500,0.233430868
outlier,64,0.4,300,500,0.271213164
outlier,64,0.6,300,500,0.253007832
outlier,64,0.8,300,500,0.285926016
popularity,16,0,50,150,0.021672339
popularity,4,0,50,150,0.01159591
popularity,8,0,50,300,0.010546852
